sum_area,percent_area,num_pu,total_cost,median_velocity,median_tvelocity,median_RCE,median_RCEtvalue
8418945.6,9.888147382272768,3156,51516.70879425574,16.12994384765625,161.2994384765625,89.53553438186646,1.2143442156920492
