sum_area,percent_area,num_pu,total_cost,median_velocity,median_tvelocity,median_RCE,median_RCEtvalue
13684788.000000004,16.072939186013727,5130,112592.28350454243,0.42209820449352264,4.220982044935226,3.575102612376213,0.41505549447690576
