sum_area,percent_area,num_pu,total_cost,median_velocity,median_tvelocity,median_RCE,median_RCEtvalue
9360608.400000002,10.994141053357147,3509,67539.18520360859,0.4513621926307678,4.513621926307678,3.7983428686857224,0.42352077652640974
