sum_area,percent_area,num_pu,total_cost,median_velocity,median_tvelocity,median_RCE,median_RCEtvalue
26817382.799999997,31.49732117680233,10053,237347.05689362623,2.82092022895813,28.2092022895813,18.223775923252106,0.714314480429134
