sum_area,percent_area,num_pu,total_cost,median_velocity,median_tvelocity,median_RCE,median_RCEtvalue
21412825.2,25.14960679261835,8027,176493.17888323404,2.927093505859375,29.27093505859375,18.33914816379547,0.7158187196958014
