sum,retained,features,relative
413,10,WARM_ALB,0.024213075060532687
1658,59,NPSW_ALB,0.03558504221954162
178,4,No-Category_ALB,0.02247191011235955
6,3,TASM_ALB,0.5
83,1,ARCH_ALB,0.012048192771084338
137,8,SPSG_ALB,0.058394160583941604
222,8,PNEC_ALB,0.036036036036036036
721,10,NPTG_ALB,0.013869625520110958
199,11,PEQD_ALB,0.05527638190954774
468,10,WARM_SKP,0.021367521367521368
853,19,NPSW_SKP,0.022274325908558032
135,4,No-Category_SKP,0.02962962962962963
4,0,ARCH_SKP,0
53,5,SPSG_SKP,0.09433962264150944
264,9,NPTG_SKP,0.03409090909090909
279,25,PEQD_SKP,0.08960573476702509
355,21,PNEC_SKP,0.059154929577464786
357,13,WARM_SWO,0.036414565826330535
1586,60,NPSW_SWO,0.03783102143757881
272,2,No-Category_SWO,0.007352941176470588
3,2,TASM_SWO,0.6666666666666666
15,1,ARCH_SWO,0.06666666666666667
315,11,SPSG_SWO,0.03492063492063492
959,75,PEQD_SWO,0.07820646506777894
680,64,PNEC_SWO,0.09411764705882353
617,9,NPTG_SWO,0.014586709886547812
492,13,WARM_YFT,0.026422764227642278
135,3,NPSW_YFT,0.022222222222222223
170,0,No-Category_YFT,0
1031,65,PEQD_YFT,0.06304558680892337
1074,75,PNEC_YFT,0.06983240223463687
81,0,NPTG_YFT,0
11,1,CHIL_YFT,0.09090909090909091
624,14,WARM_Caretta_caretta_IUCN,0.022435897435897436
2460,105,NPSW_Caretta_caretta_IUCN,0.042682926829268296
1134,31,No-Category_Caretta_caretta_IUCN,0.027336860670194002
214,1,KURO_Caretta_caretta_IUCN,0.004672897196261682
478,5,PSAW_Caretta_caretta_IUCN,0.010460251046025104
114,0,SSTC_Caretta_caretta_IUCN,0
320,6,TASM_Caretta_caretta_IUCN,0.01875
54,3,SANT_Caretta_caretta_IUCN,0.05555555555555555
2440,76,NPPF_Caretta_caretta_IUCN,0.03114754098360656
167,1,ARCH_Caretta_caretta_IUCN,0.005988023952095809
5304,159,SPSG_Caretta_caretta_IUCN,0.02997737556561086
624,0,PSAE_Caretta_caretta_IUCN,0
3834,74,NPTG_Caretta_caretta_IUCN,0.019300991131977047
3424,168,PEQD_Caretta_caretta_IUCN,0.04906542056074766
1905,85,PNEC_Caretta_caretta_IUCN,0.04461942257217848
212,6,CCAL_Caretta_caretta_IUCN,0.02830188679245283
48,2,CHIL_Caretta_caretta_IUCN,0.041666666666666664
624,14,WARM_Chelonia_mydas_IUCN,0.022435897435897436
2460,105,NPSW_Chelonia_mydas_IUCN,0.042682926829268296
817,10,No-Category_Chelonia_mydas_IUCN,0.012239902080783354
136,0,KURO_Chelonia_mydas_IUCN,0
199,5,TASM_Chelonia_mydas_IUCN,0.02512562814070352
437,17,NPPF_Chelonia_mydas_IUCN,0.038901601830663615
167,1,ARCH_Chelonia_mydas_IUCN,0.005988023952095809
2773,113,SPSG_Chelonia_mydas_IUCN,0.04075009015506671
3821,73,NPTG_Chelonia_mydas_IUCN,0.019104946349123266
3424,168,PEQD_Chelonia_mydas_IUCN,0.04906542056074766
1905,85,PNEC_Chelonia_mydas_IUCN,0.04461942257217848
125,0,CCAL_Chelonia_mydas_IUCN,0
48,2,CHIL_Chelonia_mydas_IUCN,0.041666666666666664
624,14,WARM_Dermochelys_coriacea_IUCN,0.022435897435897436
2460,105,NPSW_Dermochelys_coriacea_IUCN,0.042682926829268296
1074,31,No-Category_Dermochelys_coriacea_IUCN,0.028864059590316574
214,1,KURO_Dermochelys_coriacea_IUCN,0.004672897196261682
478,5,PSAW_Dermochelys_coriacea_IUCN,0.010460251046025104
315,6,TASM_Dermochelys_coriacea_IUCN,0.01904761904761905
2440,76,NPPF_Dermochelys_coriacea_IUCN,0.03114754098360656
167,1,ARCH_Dermochelys_coriacea_IUCN,0.005988023952095809
108,0,SSTC_Dermochelys_coriacea_IUCN,0
5300,134,SPSG_Dermochelys_coriacea_IUCN,0.025283018867924528
624,0,PSAE_Dermochelys_coriacea_IUCN,0
