sum,retained,features,relative
413,8,WARM_ALB,0.01937046004842615
1658,27,NPSW_ALB,0.016284680337756333
178,3,No-Category_ALB,0.016853932584269662
6,1,TASM_ALB,0.16666666666666666
83,1,ARCH_ALB,0.012048192771084338
137,6,SPSG_ALB,0.043795620437956206
222,2,PNEC_ALB,0.009009009009009009
721,8,NPTG_ALB,0.011095700416088766
199,7,PEQD_ALB,0.035175879396984924
468,8,WARM_SKP,0.017094017094017096
853,7,NPSW_SKP,0.008206330597889801
135,3,No-Category_SKP,0.022222222222222223
4,0,ARCH_SKP,0
53,3,SPSG_SKP,0.05660377358490566
264,8,NPTG_SKP,0.030303030303030304
279,10,PEQD_SKP,0.035842293906810034
355,10,PNEC_SKP,0.028169014084507043
357,8,WARM_SWO,0.022408963585434174
1586,29,NPSW_SWO,0.01828499369482976
272,1,No-Category_SWO,0.003676470588235294
3,0,TASM_SWO,0
15,1,ARCH_SWO,0.06666666666666667
315,7,SPSG_SWO,0.022222222222222223
959,41,PEQD_SWO,0.04275286757038582
680,26,PNEC_SWO,0.03823529411764706
617,8,NPTG_SWO,0.012965964343598054
492,8,WARM_YFT,0.016260162601626018
135,1,NPSW_YFT,0.007407407407407408
170,0,No-Category_YFT,0
1031,35,PEQD_YFT,0.03394762366634336
1074,34,PNEC_YFT,0.03165735567970205
81,0,NPTG_YFT,0
11,0,CHIL_YFT,0
624,9,WARM_Caretta_caretta_IUCN,0.014423076923076924
2460,50,NPSW_Caretta_caretta_IUCN,0.02032520325203252
1134,19,No-Category_Caretta_caretta_IUCN,0.01675485008818342
214,0,KURO_Caretta_caretta_IUCN,0
478,2,PSAW_Caretta_caretta_IUCN,0.0041841004184100415
114,0,SSTC_Caretta_caretta_IUCN,0
320,3,TASM_Caretta_caretta_IUCN,0.009375
54,1,SANT_Caretta_caretta_IUCN,0.018518518518518517
2440,28,NPPF_Caretta_caretta_IUCN,0.011475409836065573
167,1,ARCH_Caretta_caretta_IUCN,0.005988023952095809
5304,94,SPSG_Caretta_caretta_IUCN,0.017722473604826545
624,0,PSAE_Caretta_caretta_IUCN,0
3834,35,NPTG_Caretta_caretta_IUCN,0.009128847157016172
3424,93,PEQD_Caretta_caretta_IUCN,0.027161214953271028
1905,35,PNEC_Caretta_caretta_IUCN,0.01837270341207349
212,3,CCAL_Caretta_caretta_IUCN,0.014150943396226415
48,1,CHIL_Caretta_caretta_IUCN,0.020833333333333332
624,9,WARM_Chelonia_mydas_IUCN,0.014423076923076924
2460,50,NPSW_Chelonia_mydas_IUCN,0.02032520325203252
817,3,No-Category_Chelonia_mydas_IUCN,0.0036719706242350062
136,0,KURO_Chelonia_mydas_IUCN,0
199,3,TASM_Chelonia_mydas_IUCN,0.01507537688442211
437,9,NPPF_Chelonia_mydas_IUCN,0.020594965675057208
167,1,ARCH_Chelonia_mydas_IUCN,0.005988023952095809
2773,72,SPSG_Chelonia_mydas_IUCN,0.02596465921384782
3821,35,NPTG_Chelonia_mydas_IUCN,0.009159905783826224
3424,93,PEQD_Chelonia_mydas_IUCN,0.027161214953271028
1905,35,PNEC_Chelonia_mydas_IUCN,0.01837270341207349
125,0,CCAL_Chelonia_mydas_IUCN,0
48,1,CHIL_Chelonia_mydas_IUCN,0.020833333333333332
624,9,WARM_Dermochelys_coriacea_IUCN,0.014423076923076924
2460,50,NPSW_Dermochelys_coriacea_IUCN,0.02032520325203252
1074,19,No-Category_Dermochelys_coriacea_IUCN,0.017690875232774673
214,0,KURO_Dermochelys_coriacea_IUCN,0
478,2,PSAW_Dermochelys_coriacea_IUCN,0.0041841004184100415
315,3,TASM_Dermochelys_coriacea_IUCN,0.009523809523809525
2440,28,NPPF_Dermochelys_coriacea_IUCN,0.011475409836065573
167,1,ARCH_Dermochelys_coriacea_IUCN,0.005988023952095809
108,0,SSTC_Dermochelys_coriacea_IUCN,0
5300,80,SPSG_Dermochelys_coriacea_IUCN,0.01509433962264151
624,0,PSAE_Dermochelys_coriacea_IUCN,0
2605,34,NPTG_Dermochelys_coriacea_IUCN,0.013051823416506719
2643,69,PEQD_Dermochelys_coriacea_IUCN,0.026106696935300794
1478,28,PNEC_Dermochelys_coriacea_IUCN,0.018944519621109608
166,3,CCAL_Dermochelys_coriacea_IUCN,0.018072289156626505
67,2,CHIL_Dermochelys_coriacea_IUCN,0.029850746268656716
624,9,WARM_Eretmochelys_imbricata_IUCN,0.014423076923076924
2460,50,NPSW_Eretmochelys_imbricata_IUCN,0.02032520325203252
1577,19,No-Category_Eretmochelys_imbricata_IUCN,0.012048192771084338
214,0,KURO_Eretmochelys_imbricata_IUCN,0
478,2,PSAW_Eretmochelys_imbricata_IUCN,0.0041841004184100415
1739,3,SSTC_Eretmochelys_imbricata_IUCN,0.0017251293847038527
320,3,TASM_Eretmochelys_imbricata_IUCN,0.009375
800,14,SANT_Eretmochelys_imbricata_IUCN,0.0175
2440,28,NPPF_Eretmochelys_imbricata_IUCN,0.011475409836065573
167,1,ARCH_Eretmochelys_imbricata_IUCN,0.005988023952095809
6952,105,SPSG_Eretmochelys_imbricata_IUCN,0.015103567318757193
624,0,PSAE_Eretmochelys_imbricata_IUCN,0
3834,35,NPTG_Eretmochelys_imbricata_IUCN,0.009128847157016172
3424,93,PEQD_Eretmochelys_imbricata_IUCN,0.027161214953271028
1905,35,PNEC_Eretmochelys_imbricata_IUCN,0.01837270341207349
212,3,CCAL_Eretmochelys_imbricata_IUCN,0.014150943396226415
