sum,retained,features,relative
5304,1324,SPSG_Caretta_caretta_IUCN,0.24962292609351433
624,140,PSAE_Caretta_caretta_IUCN,0.22435897435897437
3834,674,NPTG_Caretta_caretta_IUCN,0.17579551382368283
3424,1003,PEQD_Caretta_caretta_IUCN,0.2929322429906542
1905,636,PNEC_Caretta_caretta_IUCN,0.33385826771653543
212,75,CCAL_Caretta_caretta_IUCN,0.35377358490566035
48,14,CHIL_Caretta_caretta_IUCN,0.2916666666666667
624,85,WARM_Chelonia_mydas_IUCN,0.1362179487179487
2460,742,NPSW_Chelonia_mydas_IUCN,0.3016260162601626
817,142,No-Category_Chelonia_mydas_IUCN,0.17380660954712362
136,2,KURO_Chelonia_mydas_IUCN,0.014705882352941176
199,23,TASM_Chelonia_mydas_IUCN,0.11557788944723618
437,134,NPPF_Chelonia_mydas_IUCN,0.30663615560640733
167,5,ARCH_Chelonia_mydas_IUCN,0.029940119760479042
2773,616,SPSG_Chelonia_mydas_IUCN,0.22214208438514244
3821,667,NPTG_Chelonia_mydas_IUCN,0.17456163308034545
3424,1003,PEQD_Chelonia_mydas_IUCN,0.2929322429906542
1905,636,PNEC_Chelonia_mydas_IUCN,0.33385826771653543
125,35,CCAL_Chelonia_mydas_IUCN,0.28
48,14,CHIL_Chelonia_mydas_IUCN,0.2916666666666667
624,85,WARM_Dermochelys_coriacea_IUCN,0.1362179487179487
2460,742,NPSW_Dermochelys_coriacea_IUCN,0.3016260162601626
1074,212,No-Category_Dermochelys_coriacea_IUCN,0.1973929236499069
214,19,KURO_Dermochelys_coriacea_IUCN,0.08878504672897196
478,18,PSAW_Dermochelys_coriacea_IUCN,0.03765690376569038
315,36,TASM_Dermochelys_coriacea_IUCN,0.11428571428571428
2440,545,NPPF_Dermochelys_coriacea_IUCN,0.22336065573770492
167,5,ARCH_Dermochelys_coriacea_IUCN,0.029940119760479042
108,10,SSTC_Dermochelys_coriacea_IUCN,0.09259259259259259
5300,1016,SPSG_Dermochelys_coriacea_IUCN,0.19169811320754718
624,140,PSAE_Dermochelys_coriacea_IUCN,0.22435897435897437
2605,672,NPTG_Dermochelys_coriacea_IUCN,0.2579654510556622
2643,806,PEQD_Dermochelys_coriacea_IUCN,0.3049564888384412
1478,467,PNEC_Dermochelys_coriacea_IUCN,0.3159675236806495
166,57,CCAL_Dermochelys_coriacea_IUCN,0.3433734939759036
67,28,CHIL_Dermochelys_coriacea_IUCN,0.417910447761194
624,85,WARM_Eretmochelys_imbricata_IUCN,0.1362179487179487
2460,742,NPSW_Eretmochelys_imbricata_IUCN,0.3016260162601626
1577,257,No-Category_Eretmochelys_imbricata_IUCN,0.16296766011414077
214,19,KURO_Eretmochelys_imbricata_IUCN,0.08878504672897196
478,18,PSAW_Eretmochelys_imbricata_IUCN,0.03765690376569038
1739,177,SSTC_Eretmochelys_imbricata_IUCN,0.10178263369752731
320,38,TASM_Eretmochelys_imbricata_IUCN,0.11875
800,118,SANT_Eretmochelys_imbricata_IUCN,0.1475
2440,545,NPPF_Eretmochelys_imbricata_IUCN,0.22336065573770492
167,5,ARCH_Eretmochelys_imbricata_IUCN,0.029940119760479042
6952,1583,SPSG_Eretmochelys_imbricata_IUCN,0.2277042577675489
624,140,PSAE_Eretmochelys_imbricata_IUCN,0.22435897435897437
3834,674,NPTG_Eretmochelys_imbricata_IUCN,0.17579551382368283
3424,1003,PEQD_Eretmochelys_imbricata_IUCN,0.2929322429906542
1905,636,PNEC_Eretmochelys_imbricata_IUCN,0.33385826771653543
212,75,CCAL_Eretmochelys_imbricata_IUCN,0.35377358490566035
82,37,CHIL_Eretmochelys_imbricata_IUCN,0.45121951219512196
365,22,WARM_Lepidochelys_olivacea_IUCN,0.06027397260273973
346,40,NPSW_Lepidochelys_olivacea_IUCN,0.11560693641618497
203,45,No-Category_Lepidochelys_olivacea_IUCN,0.22167487684729065
214,32,TASM_Lepidochelys_olivacea_IUCN,0.14953271028037382
82,3,ARCH_Lepidochelys_olivacea_IUCN,0.036585365853658534
105,36,CCAL_Lepidochelys_olivacea_IUCN,0.34285714285714286
2,1,NPTG_Lepidochelys_olivacea_IUCN,0.5
1500,496,PEQD_Lepidochelys_olivacea_IUCN,0.33066666666666666
458,95,SPSG_Lepidochelys_olivacea_IUCN,0.2074235807860262
441,140,PNEC_Lepidochelys_olivacea_IUCN,0.31746031746031744
48,14,CHIL_Lepidochelys_olivacea_IUCN,0.2916666666666667
