sum,retained,features,relative
413,26,WARM_ALB,0.06295399515738499
1658,201,NPSW_ALB,0.12123039806996382
178,24,No-Category_ALB,0.1348314606741573
6,4,TASM_ALB,0.6666666666666666
83,3,ARCH_ALB,0.03614457831325301
137,13,SPSG_ALB,0.0948905109489051
222,37,PNEC_ALB,0.16666666666666666
721,65,NPTG_ALB,0.09015256588072122
199,44,PEQD_ALB,0.22110552763819097
468,26,WARM_SKP,0.05555555555555555
853,94,NPSW_SKP,0.11019929660023446
135,23,No-Category_SKP,0.17037037037037037
4,0,ARCH_SKP,0
53,5,SPSG_SKP,0.09433962264150944
264,45,NPTG_SKP,0.17045454545454544
279,98,PEQD_SKP,0.35125448028673834
355,92,PNEC_SKP,0.2591549295774648
357,40,WARM_SWO,0.11204481792717087
1586,201,NPSW_SWO,0.12673392181588902
272,34,No-Category_SWO,0.125
3,3,TASM_SWO,1
15,2,ARCH_SWO,0.13333333333333333
315,33,SPSG_SWO,0.10476190476190476
959,236,PEQD_SWO,0.24608967674661106
680,237,PNEC_SWO,0.34852941176470587
617,63,NPTG_SWO,0.10210696920583469
492,36,WARM_YFT,0.07317073170731707
135,12,NPSW_YFT,0.08888888888888889
170,21,No-Category_YFT,0.12352941176470589
1031,258,PEQD_YFT,0.2502424830261882
1074,266,PNEC_YFT,0.24767225325884543
81,23,NPTG_YFT,0.2839506172839506
11,8,CHIL_YFT,0.7272727272727273
624,45,WARM_Caretta_caretta_IUCN,0.07211538461538461
2460,350,NPSW_Caretta_caretta_IUCN,0.14227642276422764
1134,105,No-Category_Caretta_caretta_IUCN,0.09259259259259259
214,8,KURO_Caretta_caretta_IUCN,0.037383177570093455
478,10,PSAW_Caretta_caretta_IUCN,0.02092050209205021
114,3,SSTC_Caretta_caretta_IUCN,0.02631578947368421
320,24,TASM_Caretta_caretta_IUCN,0.075
54,7,SANT_Caretta_caretta_IUCN,0.12962962962962962
2440,305,NPPF_Caretta_caretta_IUCN,0.125
167,3,ARCH_Caretta_caretta_IUCN,0.017964071856287425
5304,601,SPSG_Caretta_caretta_IUCN,0.11331070889894419
624,63,PSAE_Caretta_caretta_IUCN,0.10096153846153846
3834,362,NPTG_Caretta_caretta_IUCN,0.09441836202399582
3424,603,PEQD_Caretta_caretta_IUCN,0.17610981308411214
1905,327,PNEC_Caretta_caretta_IUCN,0.17165354330708663
212,38,CCAL_Caretta_caretta_IUCN,0.1792452830188679
48,10,CHIL_Caretta_caretta_IUCN,0.20833333333333334
624,45,WARM_Chelonia_mydas_IUCN,0.07211538461538461
2460,350,NPSW_Chelonia_mydas_IUCN,0.14227642276422764
817,71,No-Category_Chelonia_mydas_IUCN,0.08690330477356181
136,0,KURO_Chelonia_mydas_IUCN,0
199,17,TASM_Chelonia_mydas_IUCN,0.08542713567839195
437,77,NPPF_Chelonia_mydas_IUCN,0.17620137299771166
167,3,ARCH_Chelonia_mydas_IUCN,0.017964071856287425
2773,287,SPSG_Chelonia_mydas_IUCN,0.10349801658853228
3821,358,NPTG_Chelonia_mydas_IUCN,0.09369275058885108
3424,603,PEQD_Chelonia_mydas_IUCN,0.17610981308411214
1905,327,PNEC_Chelonia_mydas_IUCN,0.17165354330708663
125,11,CCAL_Chelonia_mydas_IUCN,0.088
48,10,CHIL_Chelonia_mydas_IUCN,0.20833333333333334
624,45,WARM_Dermochelys_coriacea_IUCN,0.07211538461538461
2460,350,NPSW_Dermochelys_coriacea_IUCN,0.14227642276422764
1074,98,No-Category_Dermochelys_coriacea_IUCN,0.09124767225325885
214,8,KURO_Dermochelys_coriacea_IUCN,0.037383177570093455
478,10,PSAW_Dermochelys_coriacea_IUCN,0.02092050209205021
315,23,TASM_Dermochelys_coriacea_IUCN,0.07301587301587302
2440,305,NPPF_Dermochelys_coriacea_IUCN,0.125
167,3,ARCH_Dermochelys_coriacea_IUCN,0.017964071856287425
108,0,SSTC_Dermochelys_coriacea_IUCN,0
5300,442,SPSG_Dermochelys_coriacea_IUCN,0.08339622641509434
624,63,PSAE_Dermochelys_coriacea_IUCN,0.10096153846153846
2605,361,NPTG_Dermochelys_coriacea_IUCN,0.13857965451055662
2643,466,PEQD_Dermochelys_coriacea_IUCN,0.17631479379493
1478,254,PNEC_Dermochelys_coriacea_IUCN,0.17185385656292287
166,28,CCAL_Dermochelys_coriacea_IUCN,0.1686746987951807
67,16,CHIL_Dermochelys_coriacea_IUCN,0.23880597014925373
624,45,WARM_Eretmochelys_imbricata_IUCN,0.07211538461538461
2460,350,NPSW_Eretmochelys_imbricata_IUCN,0.14227642276422764
1577,123,No-Category_Eretmochelys_imbricata_IUCN,0.07799619530754598
214,8,KURO_Eretmochelys_imbricata_IUCN,0.037383177570093455
478,10,PSAW_Eretmochelys_imbricata_IUCN,0.02092050209205021
1739,68,SSTC_Eretmochelys_imbricata_IUCN,0.039102932719954
320,24,TASM_Eretmochelys_imbricata_IUCN,0.075
800,79,SANT_Eretmochelys_imbricata_IUCN,0.09875
2440,305,NPPF_Eretmochelys_imbricata_IUCN,0.125
167,3,ARCH_Eretmochelys_imbricata_IUCN,0.017964071856287425
6952,752,SPSG_Eretmochelys_imbricata_IUCN,0.10817031070195628
624,63,PSAE_Eretmochelys_imbricata_IUCN,0.10096153846153846
3834,362,NPTG_Eretmochelys_imbricata_IUCN,0.09441836202399582
3424,603,PEQD_Eretmochelys_imbricata_IUCN,0.17610981308411214
1905,327,PNEC_Eretmochelys_imbricata_IUCN,0.17165354330708663
212,38,CCAL_Eretmochelys_imbricata_IUCN,0.1792452830188679
82,18,CHIL_Eretmochelys_imbricata_IUCN,0.21951219512195122
365,19,WARM_Lepidochelys_olivacea_IUCN,0.052054794520547946
346,18,NPSW_Lepidochelys_olivacea_IUCN,0.05202312138728324
203,20,No-Category_Lepidochelys_olivacea_IUCN,0.09852216748768473
214,20,TASM_Lepidochelys_olivacea_IUCN,0.09345794392523364
82,2,ARCH_Lepidochelys_olivacea_IUCN,0.024390243902439025
105,21,CCAL_Lepidochelys_olivacea_IUCN,0.2
2,1,NPTG_Lepidochelys_olivacea_IUCN,0.5
1500,269,PEQD_Lepidochelys_olivacea_IUCN,0.17933333333333334
458,67,SPSG_Lepidochelys_olivacea_IUCN,0.1462882096069869
441,68,PNEC_Lepidochelys_olivacea_IUCN,0.15419501133786848
48,10,CHIL_Lepidochelys_olivacea_IUCN,0.20833333333333334
