sum,retained,features,relative
2643,256,PEQD_Dermochelys_coriacea_IUCN,0.09685962920923194
1478,145,PNEC_Dermochelys_coriacea_IUCN,0.09810554803788904
166,16,CCAL_Dermochelys_coriacea_IUCN,0.0963855421686747
67,9,CHIL_Dermochelys_coriacea_IUCN,0.13432835820895522
624,33,WARM_Eretmochelys_imbricata_IUCN,0.052884615384615384
2460,222,NPSW_Eretmochelys_imbricata_IUCN,0.09024390243902439
1577,77,No-Category_Eretmochelys_imbricata_IUCN,0.04882688649334179
214,7,KURO_Eretmochelys_imbricata_IUCN,0.03271028037383177
478,7,PSAW_Eretmochelys_imbricata_IUCN,0.014644351464435146
1739,25,SSTC_Eretmochelys_imbricata_IUCN,0.01437607820586544
320,14,TASM_Eretmochelys_imbricata_IUCN,0.04375
800,56,SANT_Eretmochelys_imbricata_IUCN,0.07
2440,187,NPPF_Eretmochelys_imbricata_IUCN,0.07663934426229509
167,2,ARCH_Eretmochelys_imbricata_IUCN,0.011976047904191617
6952,440,SPSG_Eretmochelys_imbricata_IUCN,0.06329113924050633
624,7,PSAE_Eretmochelys_imbricata_IUCN,0.011217948717948718
3834,202,NPTG_Eretmochelys_imbricata_IUCN,0.05268648930620762
3424,347,PEQD_Eretmochelys_imbricata_IUCN,0.10134345794392523
1905,184,PNEC_Eretmochelys_imbricata_IUCN,0.09658792650918635
212,20,CCAL_Eretmochelys_imbricata_IUCN,0.09433962264150944
82,11,CHIL_Eretmochelys_imbricata_IUCN,0.13414634146341464
365,18,WARM_Lepidochelys_olivacea_IUCN,0.049315068493150684
346,11,NPSW_Lepidochelys_olivacea_IUCN,0.031791907514450865
203,9,No-Category_Lepidochelys_olivacea_IUCN,0.04433497536945813
214,10,TASM_Lepidochelys_olivacea_IUCN,0.04672897196261682
82,1,ARCH_Lepidochelys_olivacea_IUCN,0.012195121951219513
105,12,CCAL_Lepidochelys_olivacea_IUCN,0.11428571428571428
2,1,NPTG_Lepidochelys_olivacea_IUCN,0.5
1500,148,PEQD_Lepidochelys_olivacea_IUCN,0.09866666666666667
458,37,SPSG_Lepidochelys_olivacea_IUCN,0.08078602620087336
441,33,PNEC_Lepidochelys_olivacea_IUCN,0.07482993197278912
48,6,CHIL_Lepidochelys_olivacea_IUCN,0.125
