sum,retained,features,relative
413,31,WARM_ALB,0.07506053268765134
1658,260,NPSW_ALB,0.15681544028950542
178,26,No-Category_ALB,0.14606741573033707
6,4,TASM_ALB,0.6666666666666666
83,3,ARCH_ALB,0.03614457831325301
137,22,SPSG_ALB,0.16058394160583941
222,48,PNEC_ALB,0.21621621621621623
721,85,NPTG_ALB,0.11789181692094314
199,54,PEQD_ALB,0.271356783919598
468,31,WARM_SKP,0.06623931623931624
853,135,NPSW_SKP,0.15826494724501758
135,25,No-Category_SKP,0.18518518518518517
4,0,ARCH_SKP,0
53,5,SPSG_SKP,0.09433962264150944
264,58,NPTG_SKP,0.2196969696969697
279,109,PEQD_SKP,0.3906810035842294
355,113,PNEC_SKP,0.3183098591549296
357,53,WARM_SWO,0.1484593837535014
1586,259,NPSW_SWO,0.16330390920554855
272,41,No-Category_SWO,0.15073529411764705
3,3,TASM_SWO,1
15,2,ARCH_SWO,0.13333333333333333
315,40,SPSG_SWO,0.12698412698412698
959,271,PEQD_SWO,0.28258602711157454
680,287,PNEC_SWO,0.42205882352941176
617,82,NPTG_SWO,0.13290113452188007
492,46,WARM_YFT,0.09349593495934959
135,19,NPSW_YFT,0.14074074074074075
170,25,No-Category_YFT,0.14705882352941177
1031,303,PEQD_YFT,0.2938894277400582
1074,328,PNEC_YFT,0.3054003724394786
81,31,NPTG_YFT,0.38271604938271603
11,9,CHIL_YFT,0.8181818181818182
624,56,WARM_Caretta_caretta_IUCN,0.08974358974358974
2460,451,NPSW_Caretta_caretta_IUCN,0.18333333333333332
1134,138,No-Category_Caretta_caretta_IUCN,0.12169312169312169
214,11,KURO_Caretta_caretta_IUCN,0.0514018691588785
478,12,PSAW_Caretta_caretta_IUCN,0.02510460251046025
114,10,SSTC_Caretta_caretta_IUCN,0.08771929824561403
320,30,TASM_Caretta_caretta_IUCN,0.09375
54,7,SANT_Caretta_caretta_IUCN,0.12962962962962962
2440,380,NPPF_Caretta_caretta_IUCN,0.1557377049180328
167,3,ARCH_Caretta_caretta_IUCN,0.017964071856287425
5304,805,SPSG_Caretta_caretta_IUCN,0.15177224736048264
624,54,PSAE_Caretta_caretta_IUCN,0.08653846153846154
3834,445,NPTG_Caretta_caretta_IUCN,0.11606677099634846
3424,732,PEQD_Caretta_caretta_IUCN,0.21378504672897197
1905,411,PNEC_Caretta_caretta_IUCN,0.215748031496063
212,51,CCAL_Caretta_caretta_IUCN,0.24056603773584906
48,12,CHIL_Caretta_caretta_IUCN,0.25
624,56,WARM_Chelonia_mydas_IUCN,0.08974358974358974
2460,451,NPSW_Chelonia_mydas_IUCN,0.18333333333333332
817,93,No-Category_Chelonia_mydas_IUCN,0.11383108935128519
136,0,KURO_Chelonia_mydas_IUCN,0
199,20,TASM_Chelonia_mydas_IUCN,0.10050251256281408
437,97,NPPF_Chelonia_mydas_IUCN,0.2219679633867277
167,3,ARCH_Chelonia_mydas_IUCN,0.017964071856287425
2773,383,SPSG_Chelonia_mydas_IUCN,0.13811756220699603
3821,440,NPTG_Chelonia_mydas_IUCN,0.11515310128238682
3424,732,PEQD_Chelonia_mydas_IUCN,0.21378504672897197
1905,411,PNEC_Chelonia_mydas_IUCN,0.215748031496063
125,15,CCAL_Chelonia_mydas_IUCN,0.12
48,12,CHIL_Chelonia_mydas_IUCN,0.25
624,56,WARM_Dermochelys_coriacea_IUCN,0.08974358974358974
2460,451,NPSW_Dermochelys_coriacea_IUCN,0.18333333333333332
1074,129,No-Category_Dermochelys_coriacea_IUCN,0.12011173184357542
214,11,KURO_Dermochelys_coriacea_IUCN,0.0514018691588785
478,12,PSAW_Dermochelys_coriacea_IUCN,0.02510460251046025
315,28,TASM_Dermochelys_coriacea_IUCN,0.08888888888888889
2440,380,NPPF_Dermochelys_coriacea_IUCN,0.1557377049180328
167,3,ARCH_Dermochelys_coriacea_IUCN,0.017964071856287425
108,0,SSTC_Dermochelys_coriacea_IUCN,0
5300,606,SPSG_Dermochelys_coriacea_IUCN,0.11433962264150943
624,54,PSAE_Dermochelys_coriacea_IUCN,0.08653846153846154
2605,444,NPTG_Dermochelys_coriacea_IUCN,0.17044145873320538
2643,577,PEQD_Dermochelys_coriacea_IUCN,0.21831252364737042
1478,324,PNEC_Dermochelys_coriacea_IUCN,0.21921515561569688
166,40,CCAL_Dermochelys_coriacea_IUCN,0.24096385542168675
67,22,CHIL_Dermochelys_coriacea_IUCN,0.3283582089552239
624,56,WARM_Eretmochelys_imbricata_IUCN,0.08974358974358974
2460,451,NPSW_Eretmochelys_imbricata_IUCN,0.18333333333333332
1577,156,No-Category_Eretmochelys_imbricata_IUCN,0.09892200380469246
214,11,KURO_Eretmochelys_imbricata_IUCN,0.0514018691588785
478,12,PSAW_Eretmochelys_imbricata_IUCN,0.02510460251046025
1739,105,SSTC_Eretmochelys_imbricata_IUCN,0.060379528464634846
320,30,TASM_Eretmochelys_imbricata_IUCN,0.09375
800,90,SANT_Eretmochelys_imbricata_IUCN,0.1125
2440,380,NPPF_Eretmochelys_imbricata_IUCN,0.1557377049180328
167,3,ARCH_Eretmochelys_imbricata_IUCN,0.017964071856287425
6952,980,SPSG_Eretmochelys_imbricata_IUCN,0.14096662830840045
624,54,PSAE_Eretmochelys_imbricata_IUCN,0.08653846153846154
3834,445,NPTG_Eretmochelys_imbricata_IUCN,0.11606677099634846
3424,732,PEQD_Eretmochelys_imbricata_IUCN,0.21378504672897197
1905,411,PNEC_Eretmochelys_imbricata_IUCN,0.215748031496063
212,51,CCAL_Eretmochelys_imbricata_IUCN,0.24056603773584906
82,26,CHIL_Eretmochelys_imbricata_IUCN,0.3170731707317073
365,19,WARM_Lepidochelys_olivacea_IUCN,0.052054794520547946
346,24,NPSW_Lepidochelys_olivacea_IUCN,0.06936416184971098
203,26,No-Category_Lepidochelys_olivacea_IUCN,0.12807881773399016
214,24,TASM_Lepidochelys_olivacea_IUCN,0.11214953271028037
82,2,ARCH_Lepidochelys_olivacea_IUCN,0.024390243902439025
105,27,CCAL_Lepidochelys_olivacea_IUCN,0.2571428571428571
2,1,NPTG_Lepidochelys_olivacea_IUCN,0.5
1500,343,PEQD_Lepidochelys_olivacea_IUCN,0.22866666666666666
458,84,SPSG_Lepidochelys_olivacea_IUCN,0.18340611353711792
441,93,PNEC_Lepidochelys_olivacea_IUCN,0.2108843537414966
48,12,CHIL_Lepidochelys_olivacea_IUCN,0.25
