sum,retained,features,relative
413,23,WARM_ALB,0.05569007263922518
1658,150,NPSW_ALB,0.09047044632086852
178,20,No-Category_ALB,0.11235955056179775
6,4,TASM_ALB,0.6666666666666666
83,3,ARCH_ALB,0.03614457831325301
137,13,SPSG_ALB,0.0948905109489051
222,30,PNEC_ALB,0.13513513513513514
721,50,NPTG_ALB,0.06934812760055478
199,33,PEQD_ALB,0.1658291457286432
468,23,WARM_SKP,0.049145299145299144
853,68,NPSW_SKP,0.07971864009378664
135,19,No-Category_SKP,0.14074074074074075
4,0,ARCH_SKP,0
53,6,SPSG_SKP,0.11320754716981132
264,34,NPTG_SKP,0.12878787878787878
279,82,PEQD_SKP,0.2939068100358423
355,74,PNEC_SKP,0.2084507042253521
357,34,WARM_SWO,0.09523809523809523
1586,154,NPSW_SWO,0.09709962168978563
272,25,No-Category_SWO,0.09191176470588236
3,3,TASM_SWO,1
15,2,ARCH_SWO,0.13333333333333333
315,31,SPSG_SWO,0.09841269841269841
959,196,PEQD_SWO,0.20437956204379562
680,193,PNEC_SWO,0.2838235294117647
617,49,NPTG_SWO,0.07941653160453808
492,33,WARM_YFT,0.06707317073170732
135,5,NPSW_YFT,0.037037037037037035
170,15,No-Category_YFT,0.08823529411764706
1031,209,PEQD_YFT,0.20271580989330748
1074,216,PNEC_YFT,0.2011173184357542
81,13,NPTG_YFT,0.16049382716049382
11,5,CHIL_YFT,0.45454545454545453
624,38,WARM_Caretta_caretta_IUCN,0.060897435897435896
2460,275,NPSW_Caretta_caretta_IUCN,0.11178861788617886
1134,83,No-Category_Caretta_caretta_IUCN,0.07319223985890652
214,7,KURO_Caretta_caretta_IUCN,0.03271028037383177
478,7,PSAW_Caretta_caretta_IUCN,0.014644351464435146
114,0,SSTC_Caretta_caretta_IUCN,0
320,21,TASM_Caretta_caretta_IUCN,0.065625
54,6,SANT_Caretta_caretta_IUCN,0.1111111111111111
2440,240,NPPF_Caretta_caretta_IUCN,0.09836065573770492
167,3,ARCH_Caretta_caretta_IUCN,0.017964071856287425
5304,456,SPSG_Caretta_caretta_IUCN,0.08597285067873303
624,30,PSAE_Caretta_caretta_IUCN,0.04807692307692308
3834,290,NPTG_Caretta_caretta_IUCN,0.07563901930099114
3424,468,PEQD_Caretta_caretta_IUCN,0.1366822429906542
1905,256,PNEC_Caretta_caretta_IUCN,0.13438320209973753
212,31,CCAL_Caretta_caretta_IUCN,0.14622641509433962
48,6,CHIL_Caretta_caretta_IUCN,0.125
624,38,WARM_Chelonia_mydas_IUCN,0.060897435897435896
2460,275,NPSW_Chelonia_mydas_IUCN,0.11178861788617886
817,54,No-Category_Chelonia_mydas_IUCN,0.06609547123623011
136,0,KURO_Chelonia_mydas_IUCN,0
199,14,TASM_Chelonia_mydas_IUCN,0.07035175879396985
437,63,NPPF_Chelonia_mydas_IUCN,0.14416475972540047
167,3,ARCH_Chelonia_mydas_IUCN,0.017964071856287425
2773,225,SPSG_Chelonia_mydas_IUCN,0.08113956004327443
3821,287,NPTG_Chelonia_mydas_IUCN,0.07511122742737503
