summary,feature,total_amount,absolute_held,relative_held
overall,ARCH_ALB,83,21,0.25301204819277107
overall,ARCH_Rep-1347,33,6,0.18181818181818182
overall,ARCH_Rep-2226,33,6,0.18181818181818182
overall,ARCH_Rep-3437,167,26,0.15568862275449102
overall,ARCH_Rep-4127,36,6,0.16666666666666666
overall,ARCH_Rep-5414,5,1,0.2
overall,ARCH_SKP,4,3,0.75
overall,ARCH_SWO,15,7,0.4666666666666667
overall,CCAL_Rep-3437,208,32,0.15384615384615385
overall,CHIL_Rep-3437,82,13,0.15853658536585366
overall,CHIL_YFT,11,2,0.18181818181818182
overall,KURO_Rep-3437,214,33,0.1542056074766355
overall,No-Category_ALB,178,27,0.15168539325842698
overall,No-Category_Rep-1347,3,1,0.3333333333333333
overall,No-Category_Rep-3437,1650,248,0.1503030303030303
overall,No-Category_SKP,135,21,0.15555555555555556
overall,No-Category_SWO,272,41,0.15073529411764705
overall,No-Category_YFT,170,26,0.15294117647058825
overall,NPPF_Rep-3437,2440,366,0.15
overall,NPSW_ALB,1658,254,0.15319662243667068
overall,NPSW_Rep-1347,9,2,0.2222222222222222
overall,NPSW_Rep-2226,9,2,0.2222222222222222
overall,NPSW_Rep-3437,2460,369,0.15
overall,NPSW_Rep-4127,9,2,0.2222222222222222
overall,NPSW_Rep-5414,1,1,1
overall,NPSW_SKP,853,126,0.1477139507620164
overall,NPSW_SWO,1586,251,0.15825977301387137
overall,NPSW_YFT,135,21,0.15555555555555556
overall,NPTG_ALB,721,112,0.1553398058252427
overall,NPTG_Rep-3437,2933,440,0.15001704739174906
overall,NPTG_SKP,264,49,0.1856060606060606
overall,NPTG_SWO,617,92,0.14910858995137763
overall,NPTG_YFT,81,13,0.16049382716049382
overall,PEQD_ALB,199,30,0.1507537688442211
overall,PEQD_Rep-3437,3424,514,0.15011682242990654
overall,PEQD_SKP,279,52,0.1863799283154122
overall,PEQD_SWO,959,149,0.1553701772679875
overall,PEQD_YFT,1031,151,0.14645974781765275
overall,PNEC_ALB,222,34,0.15315315315315314
overall,PNEC_Rep-3437,1905,286,0.15013123359580052
overall,PNEC_SKP,355,53,0.14929577464788732
overall,PNEC_SWO,680,115,0.16911764705882354
overall,PNEC_YFT,1074,157,0.14618249534450653
overall,PSAE_Rep-3437,425,64,0.15058823529411763
overall,PSAW_Rep-3437,183,28,0.15300546448087432
overall,SANT_Rep-3437,1765,265,0.1501416430594901
overall,SPSG_ALB,137,21,0.15328467153284672
overall,SPSG_Rep-1347,28,5,0.17857142857142858
overall,SPSG_Rep-2226,23,4,0.17391304347826086
overall,SPSG_Rep-3437,5504,826,0.15007267441860464
overall,SPSG_Rep-4127,27,5,0.18518518518518517
overall,SPSG_Rep-5414,15,3,0.2
overall,SPSG_SKP,53,8,0.1509433962264151
overall,SPSG_SWO,315,47,0.1492063492063492
overall,SSTC_Rep-1347,4,1,0.25
overall,SSTC_Rep-3437,1739,261,0.15008625646923518
overall,TASM_ALB,6,2,0.3333333333333333
overall,TASM_Rep-3437,320,48,0.15
overall,TASM_SWO,3,1,0.3333333333333333
overall,WARM_ALB,413,62,0.15012106537530268
overall,WARM_Rep-1347,1,1,1
overall,WARM_Rep-2226,1,1,1
overall,WARM_Rep-3437,624,94,0.15064102564102563
overall,WARM_Rep-4127,1,1,1
overall,WARM_SKP,468,70,0.14957264957264957
overall,WARM_SWO,357,72,0.20168067226890757
overall,WARM_YFT,492,73,0.1483739837398374
