sum_area,percent_area,num_pu,total_cost,median_velocity,median_tvelocity,median_RCE,median_RCEtvalue
2883675.599999998,3.38690979728671,1081,16087.441152683226,12.776482582092285,127.76482582092285,1.664902687072754,1.1852126680265387
