summary,feature,total_amount,absolute_held,relative_held
overall,ARCH_ALB,83,5,0.060240963855421686
overall,ARCH_Rep-1347,33,2,0.06060606060606061
overall,ARCH_Rep-2226,33,2,0.06060606060606061
overall,ARCH_Rep-3437,167,5,0.029940119760479042
overall,ARCH_Rep-4127,36,2,0.05555555555555555
overall,ARCH_Rep-5414,5,1,0.2
overall,ARCH_SKP,4,1,0.25
overall,ARCH_SWO,15,3,0.2
overall,CCAL_Rep-3437,208,6,0.028846153846153848
overall,CHIL_Rep-3437,82,3,0.036585365853658534
overall,CHIL_YFT,11,1,0.09090909090909091
overall,KURO_Rep-3437,214,6,0.028037383177570093
overall,No-Category_ALB,178,5,0.028089887640449437
overall,No-Category_Rep-1347,3,1,0.3333333333333333
overall,No-Category_Rep-3437,1650,42,0.025454545454545455
overall,No-Category_SKP,135,4,0.02962962962962963
overall,No-Category_SWO,272,7,0.025735294117647058
overall,No-Category_YFT,170,5,0.029411764705882353
overall,NPPF_Rep-3437,2440,61,0.025
overall,NPSW_ALB,1658,40,0.024125452352231604
overall,NPSW_Rep-1347,9,1,0.1111111111111111
overall,NPSW_Rep-2226,9,1,0.1111111111111111
overall,NPSW_Rep-3437,2460,62,0.025203252032520326
overall,NPSW_Rep-4127,9,1,0.1111111111111111
overall,NPSW_Rep-5414,1,1,1
overall,NPSW_SKP,853,21,0.0246189917936694
overall,NPSW_SWO,1586,41,0.025851197982345524
overall,NPSW_YFT,135,4,0.02962962962962963
overall,NPTG_ALB,721,22,0.030513176144244106
overall,NPTG_Rep-3437,2933,74,0.02523013978861234
overall,NPTG_SKP,264,8,0.030303030303030304
overall,NPTG_SWO,617,16,0.02593192868719611
overall,NPTG_YFT,81,3,0.037037037037037035
overall,PEQD_ALB,199,5,0.02512562814070352
overall,PEQD_Rep-3437,3424,86,0.02511682242990654
overall,PEQD_SKP,279,7,0.025089605734767026
overall,PEQD_SWO,959,28,0.029197080291970802
overall,PEQD_YFT,1031,25,0.02424830261881668
overall,PNEC_ALB,222,6,0.02702702702702703
overall,PNEC_Rep-3437,1905,48,0.025196850393700787
overall,PNEC_SKP,355,9,0.02535211267605634
overall,PNEC_SWO,680,17,0.025
overall,PNEC_YFT,1074,29,0.027001862197392923
overall,PSAE_Rep-3437,425,11,0.02588235294117647
overall,PSAW_Rep-3437,183,5,0.0273224043715847
overall,SANT_Rep-3437,1765,45,0.025495750708215296
overall,SPSG_ALB,137,4,0.029197080291970802
overall,SPSG_Rep-1347,28,1,0.03571428571428571
overall,SPSG_Rep-2226,23,1,0.043478260869565216
overall,SPSG_Rep-3437,5504,138,0.02507267441860465
overall,SPSG_Rep-4127,27,1,0.037037037037037035
overall,SPSG_Rep-5414,15,1,0.06666666666666667
overall,SPSG_SKP,53,2,0.03773584905660377
overall,SPSG_SWO,315,8,0.025396825396825397
overall,SSTC_Rep-1347,4,1,0.25
overall,SSTC_Rep-3437,1739,44,0.025301897642323174
overall,TASM_ALB,6,1,0.16666666666666666
overall,TASM_Rep-3437,320,8,0.025
overall,TASM_SWO,3,1,0.3333333333333333
overall,WARM_ALB,413,11,0.026634382566585957
overall,WARM_Rep-1347,1,1,1
overall,WARM_Rep-2226,1,1,1
overall,WARM_Rep-3437,624,16,0.02564102564102564
overall,WARM_Rep-4127,1,1,1
overall,WARM_SKP,468,12,0.02564102564102564
overall,WARM_SWO,357,12,0.03361344537815126
overall,WARM_YFT,492,13,0.026422764227642278
