sum_area,percent_area,num_pu,total_cost,median_velocity,median_tvelocity,median_RCE,median_RCEtvalue
18374428.799999997,21.58097565560673,6888,180255.43476853147,2.235881805419922,22.35881805419922,0.3226682096719742,0.6858861918401286
