summary,feature,total_amount,absolute_held,relative_held
overall,ARCH_ALB,30,21,0.7
overall,ARCH_Rep-1347,14,10,0.7142857142857143
overall,ARCH_Rep-2226,14,10,0.7142857142857143
overall,ARCH_Rep-3437,74,52,0.7027027027027027
overall,ARCH_Rep-4127,14,10,0.7142857142857143
overall,ARCH_Rep-5414,2,2,1
overall,ARCH_SKP,2,2,1
overall,ARCH_SWO,7,5,0.7142857142857143
overall,CCAL_Rep-3437,104,73,0.7019230769230769
overall,CHIL_Rep-3437,25,18,0.72
overall,CHIL_YFT,6,5,0.8333333333333334
overall,KURO_Rep-3437,70,49,0.7
overall,No-Category_ALB,85,60,0.7058823529411765
overall,No-Category_Rep-1347,1,1,1
overall,No-Category_Rep-3437,651,456,0.7004608294930875
overall,No-Category_SKP,68,48,0.7058823529411765
overall,No-Category_SWO,131,97,0.7404580152671756
overall,No-Category_YFT,70,49,0.7
overall,NPPF_Rep-3437,816,572,0.7009803921568627
overall,NPSW_ALB,650,448,0.6892307692307692
overall,NPSW_Rep-1347,3,3,1
overall,NPSW_Rep-2226,3,3,1
overall,NPSW_Rep-3437,1188,832,0.7003367003367004
overall,NPSW_Rep-4127,3,3,1
overall,NPSW_Rep-5414,1,1,1
overall,NPSW_SKP,340,236,0.6941176470588235
overall,NPSW_SWO,619,427,0.6898222940226171
overall,NPSW_YFT,51,40,0.7843137254901961
overall,NPTG_ALB,337,234,0.6943620178041543
overall,NPTG_Rep-3437,1091,764,0.7002749770852429
overall,NPTG_SKP,132,101,0.7651515151515151
overall,NPTG_SWO,297,207,0.696969696969697
overall,NPTG_YFT,42,30,0.7142857142857143
overall,PEQD_ALB,99,70,0.7070707070707071
overall,PEQD_Rep-3437,1344,941,0.7001488095238095
overall,PEQD_SKP,140,119,0.85
overall,PEQD_SWO,449,311,0.6926503340757239
overall,PEQD_YFT,422,293,0.6943127962085308
overall,PNEC_ALB,105,74,0.7047619047619048
overall,PNEC_Rep-3437,664,465,0.7003012048192772
overall,PNEC_SKP,159,111,0.6981132075471698
overall,PNEC_SWO,239,167,0.698744769874477
overall,PNEC_YFT,384,273,0.7109375
overall,PSAE_Rep-3437,137,96,0.7007299270072993
overall,PSAW_Rep-3437,72,51,0.7083333333333334
overall,SANT_Rep-3437,634,444,0.7003154574132492
overall,SPSG_ALB,49,35,0.7142857142857143
overall,SPSG_Rep-1347,8,6,0.75
overall,SPSG_Rep-2226,8,6,0.75
overall,SPSG_Rep-3437,1702,1192,0.700352526439483
overall,SPSG_Rep-4127,8,6,0.75
overall,SPSG_Rep-5414,6,5,0.8333333333333334
overall,SPSG_SKP,16,12,0.75
overall,SPSG_SWO,103,72,0.6990291262135923
overall,SSTC_Rep-1347,2,2,1
overall,SSTC_Rep-3437,569,399,0.7012302284710018
overall,TASM_ALB,4,4,1
overall,TASM_Rep-3437,132,93,0.7045454545454546
overall,TASM_SWO,2,2,1
overall,WARM_ALB,142,100,0.704225352112676
overall,WARM_Rep-1347,1,1,1
overall,WARM_Rep-2226,1,1,1
overall,WARM_Rep-3437,222,156,0.7027027027027027
overall,WARM_Rep-4127,1,1,1
overall,WARM_SKP,156,109,0.6987179487179487
overall,WARM_SWO,136,95,0.6985294117647058
overall,WARM_YFT,178,130,0.7303370786516854
