summary,feature,total_amount,absolute_held,relative_held
overall,ARCH_ALB,31,16,0.5161290322580645
overall,ARCH_Rep-1347,13,7,0.5384615384615384
overall,ARCH_Rep-2226,13,7,0.5384615384615384
overall,ARCH_Rep-3437,57,29,0.5087719298245614
overall,ARCH_Rep-4127,13,7,0.5384615384615384
overall,ARCH_Rep-5414,3,2,0.6666666666666666
overall,ARCH_SKP,2,1,0.5
overall,ARCH_SWO,7,4,0.5714285714285714
overall,CCAL_Rep-3437,104,52,0.5
overall,CHIL_Rep-3437,24,12,0.5
overall,CHIL_YFT,6,3,0.5
overall,KURO_Rep-3437,108,54,0.5
overall,No-Category_ALB,87,44,0.5057471264367817
overall,No-Category_Rep-1347,1,1,1
overall,No-Category_Rep-3437,735,368,0.5006802721088436
overall,No-Category_SKP,68,34,0.5
overall,No-Category_SWO,134,67,0.5
overall,No-Category_YFT,86,43,0.5
overall,NPPF_Rep-3437,891,446,0.500561167227834
overall,NPSW_ALB,746,367,0.49195710455764075
overall,NPSW_Rep-1347,4,2,0.5
overall,NPSW_Rep-2226,4,2,0.5
overall,NPSW_Rep-3437,1230,615,0.5
overall,NPSW_Rep-4127,4,2,0.5
overall,NPSW_Rep-5414,1,1,1
overall,NPSW_SKP,386,192,0.49740932642487046
overall,NPSW_SWO,715,352,0.49230769230769234
overall,NPSW_YFT,61,37,0.6065573770491803
overall,NPTG_ALB,343,171,0.49854227405247814
overall,NPTG_Rep-3437,1346,673,0.5
overall,NPTG_SKP,132,74,0.5606060606060606
overall,NPTG_SWO,293,150,0.5119453924914675
overall,NPTG_YFT,38,19,0.5
overall,PEQD_ALB,100,50,0.5
overall,PEQD_Rep-3437,1535,768,0.5003257328990228
overall,PEQD_SKP,129,91,0.7054263565891473
overall,PEQD_SWO,480,238,0.49583333333333335
overall,PEQD_YFT,487,241,0.4948665297741273
overall,PNEC_ALB,104,52,0.5
overall,PNEC_Rep-3437,789,395,0.5006337135614702
overall,PNEC_SKP,158,79,0.5
overall,PNEC_SWO,299,149,0.4983277591973244
overall,PNEC_YFT,468,249,0.532051282051282
overall,PSAE_Rep-3437,134,67,0.5
overall,PSAW_Rep-3437,76,38,0.5
overall,SANT_Rep-3437,638,319,0.5
overall,SPSG_ALB,42,21,0.5
overall,SPSG_Rep-1347,8,4,0.5
overall,SPSG_Rep-2226,8,5,0.625
overall,SPSG_Rep-3437,1693,847,0.5002953337271117
overall,SPSG_Rep-4127,9,5,0.5555555555555556
overall,SPSG_Rep-5414,5,3,0.6
overall,SPSG_SKP,16,8,0.5
overall,SPSG_SWO,90,45,0.5
overall,SSTC_Rep-1347,1,1,1
overall,SSTC_Rep-3437,798,399,0.5
overall,TASM_ALB,3,3,1
overall,TASM_Rep-3437,118,59,0.5
overall,TASM_SWO,1,1,1
overall,WARM_ALB,165,83,0.503030303030303
overall,WARM_Rep-1347,1,1,1
overall,WARM_Rep-2226,1,1,1
overall,WARM_Rep-3437,238,119,0.5
overall,WARM_Rep-4127,1,1,1
overall,WARM_SKP,190,95,0.5
overall,WARM_SWO,113,57,0.504424778761062
overall,WARM_YFT,185,93,0.5027027027027027
