sum_area,percent_area,num_pu,total_cost,median_velocity,median_tvelocity,median_RCE,median_RCEtvalue
26411907.6,31.021085941661187,9901,416715.1299003181,0.16923116147518158,1.6923116147518158,0.046021997928619385,0.35836189367433235
