sum_area,percent_area,num_pu,total_cost,median_velocity,median_tvelocity,median_RCE,median_RCEtvalue
11473347.6,13.47557727856628,4301,90705.04223253322,13.037548065185547,130.37548065185547,1.6534900665283203,1.1824983136486809
