summary,feature,total_amount,absolute_held,relative_held
overall,ARCH_ALB,30,27,0.9
overall,ARCH_Rep-1347,14,13,0.9285714285714286
overall,ARCH_Rep-2226,14,13,0.9285714285714286
overall,ARCH_Rep-3437,74,67,0.9054054054054054
overall,ARCH_Rep-4127,14,13,0.9285714285714286
overall,ARCH_Rep-5414,2,2,1
overall,ARCH_SKP,2,2,1
overall,ARCH_SWO,7,7,1
overall,CCAL_Rep-3437,104,94,0.9038461538461539
overall,CHIL_Rep-3437,25,23,0.92
overall,CHIL_YFT,6,6,1
overall,KURO_Rep-3437,70,63,0.9
overall,No-Category_ALB,85,77,0.9058823529411765
overall,No-Category_Rep-1347,1,1,1
overall,No-Category_Rep-3437,651,586,0.9001536098310292
overall,No-Category_SKP,68,62,0.9117647058823529
overall,No-Category_SWO,131,123,0.9389312977099237
overall,No-Category_YFT,70,63,0.9
overall,NPPF_Rep-3437,816,735,0.9007352941176471
overall,NPSW_ALB,650,575,0.8846153846153846
overall,NPSW_Rep-1347,3,3,1
overall,NPSW_Rep-2226,3,3,1
overall,NPSW_Rep-3437,1188,1070,0.9006734006734006
overall,NPSW_Rep-4127,3,3,1
overall,NPSW_Rep-5414,1,1,1
overall,NPSW_SKP,340,304,0.8941176470588236
overall,NPSW_SWO,619,548,0.8852988691437803
overall,NPSW_YFT,51,46,0.9019607843137255
overall,NPTG_ALB,337,301,0.8931750741839762
overall,NPTG_Rep-3437,1091,982,0.9000916590284143
overall,NPTG_SKP,132,127,0.9621212121212122
overall,NPTG_SWO,297,266,0.8956228956228957
overall,NPTG_YFT,42,38,0.9047619047619048
overall,PEQD_ALB,99,89,0.898989898989899
overall,PEQD_Rep-3437,1344,1210,0.9002976190476191
overall,PEQD_SKP,140,135,0.9642857142857143
overall,PEQD_SWO,449,400,0.89086859688196
overall,PEQD_YFT,422,376,0.8909952606635071
overall,PNEC_ALB,105,95,0.9047619047619048
overall,PNEC_Rep-3437,664,598,0.9006024096385542
overall,PNEC_SKP,159,143,0.89937106918239
overall,PNEC_SWO,239,217,0.9079497907949791
overall,PNEC_YFT,384,354,0.921875
overall,PSAE_Rep-3437,137,124,0.9051094890510949
overall,PSAW_Rep-3437,72,65,0.9027777777777778
overall,SANT_Rep-3437,634,571,0.9006309148264984
overall,SPSG_ALB,49,45,0.9183673469387755
overall,SPSG_Rep-1347,8,8,1
overall,SPSG_Rep-2226,8,8,1
overall,SPSG_Rep-3437,1702,1532,0.900117508813161
overall,SPSG_Rep-4127,8,8,1
overall,SPSG_Rep-5414,6,6,1
overall,SPSG_SKP,16,15,0.9375
overall,SPSG_SWO,103,93,0.9029126213592233
overall,SSTC_Rep-1347,2,2,1
overall,SSTC_Rep-3437,569,513,0.9015817223198594
overall,TASM_ALB,4,4,1
overall,TASM_Rep-3437,132,119,0.9015151515151515
overall,TASM_SWO,2,2,1
overall,WARM_ALB,142,129,0.9084507042253521
overall,WARM_Rep-1347,1,1,1
overall,WARM_Rep-2226,1,1,1
overall,WARM_Rep-3437,222,200,0.9009009009009009
overall,WARM_Rep-4127,1,1,1
overall,WARM_SKP,156,140,0.8974358974358975
overall,WARM_SWO,136,122,0.8970588235294118
overall,WARM_YFT,178,164,0.9213483146067416
