summary,feature,total_amount,absolute_held,relative_held
overall,ARCH_ALB,83,27,0.3253012048192771
overall,ARCH_Rep-1347,33,8,0.24242424242424243
overall,ARCH_Rep-2226,33,8,0.24242424242424243
overall,ARCH_Rep-3437,167,34,0.20359281437125748
overall,ARCH_Rep-4127,36,8,0.2222222222222222
overall,ARCH_Rep-5414,5,2,0.4
overall,ARCH_SKP,4,3,0.75
overall,ARCH_SWO,15,8,0.5333333333333333
overall,CCAL_Rep-3437,208,42,0.20192307692307693
overall,CHIL_Rep-3437,82,17,0.2073170731707317
overall,CHIL_YFT,11,3,0.2727272727272727
overall,KURO_Rep-3437,214,43,0.20093457943925233
overall,No-Category_ALB,178,36,0.20224719101123595
overall,No-Category_Rep-1347,3,1,0.3333333333333333
overall,No-Category_Rep-3437,1650,330,0.2
overall,No-Category_SKP,135,27,0.2
overall,No-Category_SWO,272,54,0.19852941176470587
overall,No-Category_YFT,170,34,0.2
overall,NPPF_Rep-3437,2440,488,0.2
overall,NPSW_ALB,1658,344,0.2074788902291918
overall,NPSW_Rep-1347,9,2,0.2222222222222222
overall,NPSW_Rep-2226,9,2,0.2222222222222222
overall,NPSW_Rep-3437,2460,492,0.2
overall,NPSW_Rep-4127,9,2,0.2222222222222222
overall,NPSW_Rep-5414,1,1,1
overall,NPSW_SKP,853,167,0.19577960140679954
overall,NPSW_SWO,1586,340,0.21437578814627994
overall,NPSW_YFT,135,27,0.2
overall,NPTG_ALB,721,146,0.20249653259361997
overall,NPTG_Rep-3437,2933,587,0.2001363791339925
overall,NPTG_SKP,264,70,0.26515151515151514
overall,NPTG_SWO,617,122,0.19773095623987033
overall,NPTG_YFT,81,17,0.20987654320987653
overall,PEQD_ALB,199,40,0.20100502512562815
overall,PEQD_Rep-3437,3424,685,0.20005841121495327
overall,PEQD_SKP,279,71,0.25448028673835127
overall,PEQD_SWO,959,191,0.1991657977059437
overall,PEQD_YFT,1031,201,0.19495635305528614
overall,PNEC_ALB,222,45,0.20270270270270271
overall,PNEC_Rep-3437,1905,381,0.2
overall,PNEC_SKP,355,71,0.2
overall,PNEC_SWO,680,157,0.23088235294117648
overall,PNEC_YFT,1074,209,0.1945996275605214
overall,PSAE_Rep-3437,425,85,0.2
overall,PSAW_Rep-3437,183,37,0.20218579234972678
overall,SANT_Rep-3437,1765,353,0.2
overall,SPSG_ALB,137,28,0.20437956204379562
overall,SPSG_Rep-1347,28,6,0.21428571428571427
overall,SPSG_Rep-2226,23,5,0.21739130434782608
overall,SPSG_Rep-3437,5504,1101,0.20003633720930233
overall,SPSG_Rep-4127,27,6,0.2222222222222222
overall,SPSG_Rep-5414,15,3,0.2
overall,SPSG_SKP,53,11,0.20754716981132076
overall,SPSG_SWO,315,63,0.2
overall,SSTC_Rep-1347,4,1,0.25
overall,SSTC_Rep-3437,1739,348,0.20011500862564693
overall,TASM_ALB,6,2,0.3333333333333333
overall,TASM_Rep-3437,320,64,0.2
overall,TASM_SWO,3,1,0.3333333333333333
overall,WARM_ALB,413,82,0.19854721549636803
overall,WARM_Rep-1347,1,1,1
overall,WARM_Rep-2226,1,1,1
overall,WARM_Rep-3437,624,125,0.20032051282051283
overall,WARM_Rep-4127,1,1,1
overall,WARM_SKP,468,93,0.1987179487179487
overall,WARM_SWO,357,97,0.27170868347338933
overall,WARM_YFT,492,98,0.1991869918699187
