summary,feature,total_amount,absolute_held,relative_held
overall,ARCH_ALB,30,16,0.5333333333333333
overall,ARCH_Rep-1347,14,6,0.42857142857142855
overall,ARCH_Rep-2226,14,6,0.42857142857142855
overall,ARCH_Rep-3437,74,30,0.40540540540540543
overall,ARCH_Rep-4127,14,6,0.42857142857142855
overall,ARCH_Rep-5414,2,1,0.5
overall,ARCH_SKP,2,1,0.5
overall,ARCH_SWO,7,3,0.42857142857142855
overall,CCAL_Rep-3437,104,42,0.40384615384615385
overall,CHIL_Rep-3437,25,10,0.4
overall,CHIL_YFT,6,3,0.5
overall,KURO_Rep-3437,70,28,0.4
overall,No-Category_ALB,85,34,0.4
overall,No-Category_Rep-1347,1,1,1
overall,No-Category_Rep-3437,651,261,0.4009216589861751
overall,No-Category_SKP,68,30,0.4411764705882353
overall,No-Category_SWO,131,53,0.40458015267175573
overall,No-Category_YFT,70,28,0.4
overall,NPPF_Rep-3437,816,327,0.4007352941176471
overall,NPSW_ALB,650,257,0.3953846153846154
overall,NPSW_Rep-1347,3,2,0.6666666666666666
overall,NPSW_Rep-2226,3,2,0.6666666666666666
overall,NPSW_Rep-3437,1188,476,0.4006734006734007
overall,NPSW_Rep-4127,3,2,0.6666666666666666
overall,NPSW_Rep-5414,1,1,1
overall,NPSW_SKP,340,135,0.39705882352941174
overall,NPSW_SWO,619,247,0.3990306946688207
overall,NPSW_YFT,51,23,0.45098039215686275
overall,NPTG_ALB,337,134,0.39762611275964393
overall,NPTG_Rep-3437,1091,437,0.4005499541704858
overall,NPTG_SKP,132,55,0.4166666666666667
overall,NPTG_SWO,297,118,0.39730639730639733
overall,NPTG_YFT,42,17,0.40476190476190477
overall,PEQD_ALB,99,40,0.40404040404040403
overall,PEQD_Rep-3437,1344,538,0.40029761904761907
overall,PEQD_SKP,140,86,0.6142857142857143
overall,PEQD_SWO,449,178,0.39643652561247217
overall,PEQD_YFT,422,173,0.4099526066350711
overall,PNEC_ALB,105,42,0.4
overall,PNEC_Rep-3437,664,266,0.4006024096385542
overall,PNEC_SKP,159,64,0.4025157232704403
overall,PNEC_SWO,239,96,0.401673640167364
overall,PNEC_YFT,384,155,0.4036458333333333
overall,PSAE_Rep-3437,137,55,0.40145985401459855
overall,PSAW_Rep-3437,72,29,0.4027777777777778
overall,SANT_Rep-3437,634,254,0.40063091482649843
overall,SPSG_ALB,49,20,0.40816326530612246
overall,SPSG_Rep-1347,8,4,0.5
overall,SPSG_Rep-2226,8,4,0.5
overall,SPSG_Rep-3437,1702,681,0.400117508813161
overall,SPSG_Rep-4127,8,4,0.5
overall,SPSG_Rep-5414,6,3,0.5
overall,SPSG_SKP,16,8,0.5
overall,SPSG_SWO,103,42,0.4077669902912621
overall,SSTC_Rep-1347,2,1,0.5
overall,SSTC_Rep-3437,569,228,0.4007029876977153
overall,TASM_ALB,4,3,0.75
overall,TASM_Rep-3437,132,53,0.4015151515151515
overall,TASM_SWO,2,1,0.5
overall,WARM_ALB,142,57,0.4014084507042254
overall,WARM_Rep-1347,1,1,1
overall,WARM_Rep-2226,1,1,1
overall,WARM_Rep-3437,222,89,0.4009009009009009
overall,WARM_Rep-4127,1,1,1
overall,WARM_SKP,156,63,0.40384615384615385
overall,WARM_SWO,136,55,0.40441176470588236
overall,WARM_YFT,178,71,0.398876404494382
