sum_area,percent_area,num_pu,total_cost,median_velocity,median_tvelocity,median_RCE,median_RCEtvalue
13023223.2,15.295923802362378,4882,104546.61638419633,2.2112622261047363,22.112622261047363,0.31799058616161346,0.682555684230035
