summary,feature,total_amount,absolute_held,relative_held
overall,ARCH_ALB,83,19,0.2289156626506024
overall,ARCH_Rep-1347,33,6,0.18181818181818182
overall,ARCH_Rep-2226,33,6,0.18181818181818182
overall,ARCH_Rep-3437,167,21,0.12574850299401197
overall,ARCH_Rep-4127,36,6,0.16666666666666666
overall,ARCH_Rep-5414,5,1,0.2
overall,ARCH_SKP,4,3,0.75
overall,ARCH_SWO,15,7,0.4666666666666667
overall,CCAL_Rep-3437,208,26,0.125
overall,CHIL_Rep-3437,82,11,0.13414634146341464
overall,CHIL_YFT,11,2,0.18181818181818182
overall,KURO_Rep-3437,214,27,0.1261682242990654
overall,No-Category_ALB,178,23,0.12921348314606743
overall,No-Category_Rep-1347,3,1,0.3333333333333333
overall,No-Category_Rep-3437,1650,207,0.12545454545454546
overall,No-Category_SKP,135,17,0.1259259259259259
overall,No-Category_SWO,272,34,0.125
overall,No-Category_YFT,170,22,0.12941176470588237
overall,NPPF_Rep-3437,2440,305,0.125
overall,NPSW_ALB,1658,208,0.12545235223160434
overall,NPSW_Rep-1347,9,2,0.2222222222222222
overall,NPSW_Rep-2226,9,2,0.2222222222222222
overall,NPSW_Rep-3437,2460,308,0.12520325203252033
overall,NPSW_Rep-4127,9,2,0.2222222222222222
overall,NPSW_Rep-5414,1,1,1
overall,NPSW_SKP,853,105,0.123094958968347
overall,NPSW_SWO,1586,206,0.12988650693568726
overall,NPSW_YFT,135,17,0.1259259259259259
overall,NPTG_ALB,721,94,0.130374479889043
overall,NPTG_Rep-3437,2933,367,0.12512785543811797
overall,NPTG_SKP,264,40,0.15151515151515152
overall,NPTG_SWO,617,76,0.12317666126418152
overall,NPTG_YFT,81,11,0.13580246913580246
overall,PEQD_ALB,199,25,0.12562814070351758
overall,PEQD_Rep-3437,3424,428,0.125
overall,PEQD_SKP,279,42,0.15053763440860216
overall,PEQD_SWO,959,122,0.12721584984358708
overall,PEQD_YFT,1031,126,0.12221144519883609
overall,PNEC_ALB,222,28,0.12612612612612611
overall,PNEC_Rep-3437,1905,239,0.12545931758530185
overall,PNEC_SKP,355,44,0.12394366197183099
overall,PNEC_SWO,680,91,0.1338235294117647
overall,PNEC_YFT,1074,131,0.12197392923649907
overall,PSAE_Rep-3437,425,54,0.12705882352941175
overall,PSAW_Rep-3437,183,23,0.12568306010928962
overall,SANT_Rep-3437,1765,221,0.12521246458923513
overall,SPSG_ALB,137,18,0.13138686131386862
overall,SPSG_Rep-1347,28,4,0.14285714285714285
overall,SPSG_Rep-2226,23,3,0.13043478260869565
overall,SPSG_Rep-3437,5504,688,0.125
overall,SPSG_Rep-4127,27,4,0.14814814814814814
overall,SPSG_Rep-5414,15,2,0.13333333333333333
overall,SPSG_SKP,53,7,0.1320754716981132
overall,SPSG_SWO,315,40,0.12698412698412698
overall,SSTC_Rep-1347,4,1,0.25
overall,SSTC_Rep-3437,1739,218,0.12535940195514664
overall,TASM_ALB,6,2,0.3333333333333333
overall,TASM_Rep-3437,320,40,0.125
overall,TASM_SWO,3,1,0.3333333333333333
overall,WARM_ALB,413,52,0.12590799031476999
overall,WARM_Rep-1347,1,1,1
overall,WARM_Rep-2226,1,1,1
overall,WARM_Rep-3437,624,78,0.125
overall,WARM_Rep-4127,1,1,1
overall,WARM_SKP,468,58,0.12393162393162394
overall,WARM_SWO,357,62,0.17366946778711484
overall,WARM_YFT,492,61,0.12398373983739837
