features,target_20_SSP126,target_20_SSP245,target_20_SSP585,target_20_uninformed,target_30_SSP126,target_30_SSP245,target_30_SSP585,target_30_uninformed,target_40_SSP126,target_40_SSP245,target_40_SSP585,target_40_uninformed,target_50_SSP126,target_50_SSP245,target_50_SSP585,target_50_uninformed,target_60_SSP126,target_60_SSP245,target_60_SSP585,target_60_uninformed,target_70_SSP126,target_70_SSP245,target_70_SSP585,target_70_uninformed,target_80_SSP126,target_80_SSP245,target_80_SSP585,target_80_uninformed,target_90_SSP126,target_90_SSP245,target_90_SSP585,target_90_uninformed,target_100_SSP126,target_100_SSP245,target_100_SSP585,target_100_uninformed
ALB,6.60742766005924,5.012531328320802,5.012531328320802,5.012531328320802,9.36431989063568,7.518796992481203,7.518796992481203,7.518796992481203,12.371838687628161,10.002278423331056,10.002278423331056,10.002278423331056,15.424925951241741,12.508544087491455,12.508544087491455,12.508544087491455,18.022328548644335,15.014809751651855,15.014809751651855,15.014809751651855,20.391888812941446,17.521075415812255,17.521075415812255,17.521075415812255,23.28548644338118,20.004556846662112,20.004556846662112,20.004556846662112,26.293005240373663,22.51082251082251,22.51082251082251,22.51082251082251,29.847345636819323,25.01708817498291,25.01708817498291,25.01708817498291
Caretta_caretta_IUCN,5.003826205254655,5.003826205254655,5.3311793214862675,5.9518748405747814,7.503613638296064,7.503613638296064,7.690672561856984,8.774764050675964,10.003401071337471,10.003401071337471,10.113935889805289,10.636850607941502,12.503188504378878,12.503188504378878,12.515942521894397,12.685996088767961,15.002975937420288,15.002975937420288,15.002975937420288,15.002975937420288,17.502763370461697,17.502763370461697,17.502763370461697,17.502763370461697,20.0025508035031,20.0025508035031,20.0025508035031,20.0025508035031,22.50233823654451,22.50233823654451,22.50233823654451,22.50233823654451,25.00212566958592,25.00212566958592,25.00212566958592,25.00212566958592
Chelonia_mydas_IUCN,5.00058146296081,5.00058146296081,5.00058146296081,5.00058146296081,7.5008721944412144,7.5008721944412144,7.5008721944412144,7.5008721944412144,10.00116292592162,10.00116292592162,10.00116292592162,10.00116292592162,12.501453657402022,12.501453657402022,12.501453657402022,12.501453657402022,15.001744388882429,15.001744388882429,15.001744388882429,15.001744388882429,17.502035120362834,17.502035120362834,17.502035120362834,17.502035120362834,20.00232585184324,20.00232585184324,20.00232585184324,20.00232585184324,22.502616583323643,22.502616583323643,22.502616583323643,22.502616583323643,25.002907314804045,25.002907314804045,25.002907314804045,25.002907314804045
Dermochelys_coriacea_IUCN,5.238252969289736,5.001656177542232,5.001656177542232,6.146784649600152,7.566365400085175,7.500118298395873,7.500118298395873,9.099512610609,10.003312355084464,10.003312355084464,10.003312355084464,10.746226281171626,12.501774475938108,12.501774475938108,12.501774475938108,12.605877064307009,15.000236596791746,15.000236596791746,15.000236596791746,15.000236596791746,17.50343065348034,17.50343065348034,17.50343065348034,17.50343065348034,20.001892774333978,20.001892774333978,20.001892774333978,20.001892774333978,22.50035489518762,22.50035489518762,22.50035489518762,22.50035489518762,25.003548951876216,25.003548951876216,25.003548951876216,25.003548951876216
Eretmochelys_imbricata_IUCN,5.000357168369169,5.000357168369169,5.000357168369169,5.000357168369169,7.500535752553754,7.500535752553754,7.500535752553754,7.500535752553754,10.000714336738339,10.000714336738339,10.000714336738339,10.000714336738339,12.500892920922924,12.500892920922924,12.500892920922924,12.500892920922924,15.001071505107507,15.001071505107507,15.001071505107507,15.001071505107507,17.501250089292093,17.501250089292093,17.501250089292093,17.501250089292093,20.001428673476678,20.001428673476678,20.001428673476678,20.001428673476678,22.50160725766126,22.50160725766126,22.50160725766126,22.50160725766126,25.001785841845848,25.001785841845848,25.001785841845848,25.001785841845848
Lepidochelys_olivacea_IUCN,5.018270401948842,5.018270401948842,5.018270401948842,6.406820950060902,7.503045066991473,7.503045066991473,7.503045066991473,9.28136419001218,10.012180267965896,10.012180267965896,10.012180267965896,11.230207064555419,12.521315468940317,12.521315468940317,12.521315468940317,12.521315468940317,15.006090133982946,15.006090133982946,15.006090133982946,15.006090133982946,17.515225334957368,17.515225334957368,17.515225334957368,17.515225334957368,20,20,20,20,22.509135200974423,22.509135200974423,22.509135200974423,22.509135200974423,25.018270401948843,25.018270401948843,25.018270401948843,25.018270401948843
SKP,5.016722408026756,8.294314381270903,6.421404682274247,5.016722408026756,7.725752508361204,13.54515050167224,9.163879598662207,7.5250836120401345,10.735785953177256,18.06020066889632,12.608695652173912,10,13.177257525083613,22.34113712374582,15.183946488294314,12.508361204013378,15.618729096989966,25.65217391304348,17.65886287625418,15.016722408026755,17.525083612040135,29.130434782608695,19.899665551839465,17.525083612040135,20,31.973244147157192,22.675585284280935,20,22.508361204013376,34.8494983277592,25.150501672240804,22.508361204013376,25.016722408026755,37.391304347826086,27.45819397993311,25.016722408026755
SWO,5.378890392422192,7.121109607577808,5.903247631935048,5.006765899864682,7.848443843031124,11.265223274695535,9.810554803788904,7.628552097428957,10.571718538565628,14.783491204330176,13.633288227334237,10.385656292286875,13.58254397834912,18.26792963464141,16.373477672530445,13.261163734776726,16.677943166441136,21.718538565629228,18.792286874154264,16.62719891745602,19.130581867388365,25.10148849797023,21.10960757780785,19.891745602165088,22.25981055480379,28.11231393775372,23.629905277401893,23.10554803788904,25.355209742895806,30.937077131258455,26.184032476319352,26.31935047361299,28.602841677943164,33.7787550744249,28.83964817320704,29.24560216508796
YFT,5.00651890482399,13.194263363754889,9.726205997392439,5.00651890482399,7.509778357235984,20.104302477183833,14.602346805736635,7.509778357235984,10.01303780964798,25.63233376792699,20.104302477183833,10.01303780964798,12.516297262059975,30.691003911342897,24.14602346805737,12.516297262059975,15.019556714471967,35.410691003911346,27.249022164276404,16.03650586701434,17.522816166883963,39.73924380704042,29.908735332464147,19.791395045632335,20,43.23337679269883,32.49022164276402,23.650586701434158,22.503259452411996,46.64928292046936,35.80182529335072,27.379400260756192,25.006518904823988,49.960886571056065,39.16558018252934,31.16036505867014
