summary,feature,total_amount,absolute_held,relative_held
overall,ARCH_ALB,26,19,0.7307692307692307
overall,ARCH_Caretta_caretta_IUCN,44,31,0.7045454545454546
overall,ARCH_Chelonia_mydas_IUCN,44,31,0.7045454545454546
overall,ARCH_Dermochelys_coriacea_IUCN,44,31,0.7045454545454546
overall,ARCH_Eretmochelys_imbricata_IUCN,44,31,0.7045454545454546
overall,ARCH_Lepidochelys_olivacea_IUCN,22,16,0.7272727272727273
overall,ARCH_SKP,1,1,1
overall,ARCH_SWO,5,5,1
overall,CCAL_Caretta_caretta_IUCN,99,70,0.7070707070707071
overall,CCAL_Chelonia_mydas_IUCN,37,26,0.7027027027027027
overall,CCAL_Dermochelys_coriacea_IUCN,84,59,0.7023809523809523
overall,CCAL_Eretmochelys_imbricata_IUCN,99,70,0.7070707070707071
overall,CCAL_Lepidochelys_olivacea_IUCN,50,35,0.7
overall,CHIL_Caretta_caretta_IUCN,17,12,0.7058823529411765
overall,CHIL_Chelonia_mydas_IUCN,17,12,0.7058823529411765
overall,CHIL_Dermochelys_coriacea_IUCN,34,24,0.7058823529411765
overall,CHIL_Eretmochelys_imbricata_IUCN,38,27,0.7105263157894737
overall,CHIL_Lepidochelys_olivacea_IUCN,17,12,0.7058823529411765
overall,CHIL_YFT,6,5,0.8333333333333334
overall,KURO_Caretta_caretta_IUCN,87,61,0.7011494252873564
overall,KURO_Chelonia_mydas_IUCN,39,34,0.8717948717948718
overall,KURO_Dermochelys_coriacea_IUCN,87,61,0.7011494252873564
overall,KURO_Eretmochelys_imbricata_IUCN,87,61,0.7011494252873564
overall,No-Category_ALB,49,37,0.7551020408163265
overall,No-Category_Caretta_caretta_IUCN,366,259,0.7076502732240437
overall,No-Category_Chelonia_mydas_IUCN,222,156,0.7027027027027027
overall,No-Category_Dermochelys_coriacea_IUCN,349,245,0.7020057306590258
overall,No-Category_Eretmochelys_imbricata_IUCN,485,340,0.7010309278350515
overall,No-Category_Lepidochelys_olivacea_IUCN,63,45,0.7142857142857143
overall,No-Category_SKP,35,27,0.7714285714285715
overall,No-Category_SWO,73,52,0.7123287671232876
overall,No-Category_YFT,64,45,0.703125
overall,NPPF_Caretta_caretta_IUCN,999,700,0.7007007007007007
overall,NPPF_Chelonia_mydas_IUCN,136,96,0.7058823529411765
overall,NPPF_Dermochelys_coriacea_IUCN,999,700,0.7007007007007007
overall,NPPF_Eretmochelys_imbricata_IUCN,999,700,0.7007007007007007
overall,NPSW_ALB,795,545,0.6855345911949685
overall,NPSW_Caretta_caretta_IUCN,1177,824,0.7000849617672048
overall,NPSW_Chelonia_mydas_IUCN,1177,824,0.7000849617672048
overall,NPSW_Dermochelys_coriacea_IUCN,1177,824,0.7000849617672048
overall,NPSW_Eretmochelys_imbricata_IUCN,1177,824,0.7000849617672048
overall,NPSW_Lepidochelys_olivacea_IUCN,123,87,0.7073170731707317
overall,NPSW_SKP,388,269,0.6932989690721649
overall,NPSW_SWO,769,532,0.6918075422626788
overall,NPSW_YFT,57,50,0.8771929824561403
overall,NPTG_ALB,237,165,0.6962025316455697
overall,NPTG_Caretta_caretta_IUCN,1186,831,0.7006745362563238
overall,NPTG_Chelonia_mydas_IUCN,1178,825,0.700339558573854
overall,NPTG_Dermochelys_coriacea_IUCN,847,593,0.7001180637544274
overall,NPTG_Eretmochelys_imbricata_IUCN,1186,831,0.7006745362563238
overall,NPTG_Lepidochelys_olivacea_IUCN,1,1,1
overall,NPTG_SKP,125,88,0.704
overall,NPTG_SWO,209,146,0.6985645933014354
overall,NPTG_YFT,42,30,0.7142857142857143
overall,PEQD_ALB,100,70,0.7
overall,PEQD_Caretta_caretta_IUCN,1520,1064,0.7
overall,PEQD_Chelonia_mydas_IUCN,1520,1064,0.7
overall,PEQD_Dermochelys_coriacea_IUCN,1181,827,0.7002540220152413
overall,PEQD_Eretmochelys_imbricata_IUCN,1520,1064,0.7
overall,PEQD_Lepidochelys_olivacea_IUCN,680,476,0.7
overall,PEQD_SKP,128,103,0.8046875
overall,PEQD_SWO,437,303,0.6933638443935927
overall,PEQD_YFT,447,326,0.7293064876957495
overall,PNEC_ALB,100,70,0.7
overall,PNEC_Caretta_caretta_IUCN,755,529,0.7006622516556291
overall,PNEC_Chelonia_mydas_IUCN,755,529,0.7006622516556291
overall,PNEC_Dermochelys_coriacea_IUCN,564,395,0.700354609929078
overall,PNEC_Eretmochelys_imbricata_IUCN,755,529,0.7006622516556291
overall,PNEC_Lepidochelys_olivacea_IUCN,221,155,0.7013574660633484
overall,PNEC_SKP,155,109,0.7032258064516129
overall,PNEC_SWO,245,183,0.746938775510204
overall,PNEC_YFT,401,303,0.7556109725685786
overall,PSAE_Caretta_caretta_IUCN,197,138,0.700507614213198
overall,PSAE_Dermochelys_coriacea_IUCN,197,138,0.700507614213198
overall,PSAE_Eretmochelys_imbricata_IUCN,197,138,0.700507614213198
overall,PSAW_Caretta_caretta_IUCN,240,168,0.7
overall,PSAW_Dermochelys_coriacea_IUCN,240,168,0.7
overall,PSAW_Eretmochelys_imbricata_IUCN,240,168,0.7
overall,SANT_Caretta_caretta_IUCN,18,13,0.7222222222222222
overall,SANT_Eretmochelys_imbricata_IUCN,226,159,0.7035398230088495
