sum_area,percent_area,num_pu,total_cost,median_velocity,median_tvelocity,median_RCE,median_RCEtvalue
33270307.2,39.07635429394993,12472,437941.12361429725,13.95041561126709,139.5041561126709,1.789295494556427,1.2140242341118372
