summary,feature,total_amount,absolute_held,relative_held
overall,ARCH_ALB,83,25,0.30120481927710846
overall,ARCH_Caretta_caretta_IUCN,167,30,0.17964071856287425
overall,ARCH_Chelonia_mydas_IUCN,167,30,0.17964071856287425
overall,ARCH_Dermochelys_coriacea_IUCN,167,30,0.17964071856287425
overall,ARCH_Eretmochelys_imbricata_IUCN,167,30,0.17964071856287425
overall,ARCH_Lepidochelys_olivacea_IUCN,82,15,0.18292682926829268
overall,ARCH_SKP,4,3,0.75
overall,ARCH_SWO,15,10,0.6666666666666666
overall,CCAL_Caretta_caretta_IUCN,212,38,0.1792452830188679
overall,CCAL_Chelonia_mydas_IUCN,125,29,0.232
overall,CCAL_Dermochelys_coriacea_IUCN,166,30,0.18072289156626506
overall,CCAL_Eretmochelys_imbricata_IUCN,212,38,0.1792452830188679
overall,CCAL_Lepidochelys_olivacea_IUCN,105,30,0.2857142857142857
overall,CHIL_Caretta_caretta_IUCN,48,9,0.1875
overall,CHIL_Chelonia_mydas_IUCN,48,9,0.1875
overall,CHIL_Dermochelys_coriacea_IUCN,67,13,0.19402985074626866
overall,CHIL_Eretmochelys_imbricata_IUCN,82,15,0.18292682926829268
overall,CHIL_Lepidochelys_olivacea_IUCN,48,9,0.1875
overall,CHIL_YFT,11,4,0.36363636363636365
overall,KURO_Caretta_caretta_IUCN,214,38,0.17757009345794392
overall,KURO_Chelonia_mydas_IUCN,136,33,0.2426470588235294
overall,KURO_Dermochelys_coriacea_IUCN,214,38,0.17757009345794392
overall,KURO_Eretmochelys_imbricata_IUCN,214,38,0.17757009345794392
overall,No-Category_ALB,178,32,0.1797752808988764
overall,No-Category_Caretta_caretta_IUCN,1134,203,0.17901234567901234
overall,No-Category_Chelonia_mydas_IUCN,817,143,0.17503059975520197
overall,No-Category_Dermochelys_coriacea_IUCN,1074,188,0.1750465549348231
overall,No-Category_Eretmochelys_imbricata_IUCN,1577,276,0.17501585288522511
overall,No-Category_Lepidochelys_olivacea_IUCN,203,36,0.17733990147783252
overall,No-Category_SKP,135,24,0.17777777777777778
overall,No-Category_SWO,272,53,0.1948529411764706
overall,No-Category_YFT,170,30,0.17647058823529413
overall,NPPF_Caretta_caretta_IUCN,2440,427,0.175
overall,NPPF_Chelonia_mydas_IUCN,437,77,0.17620137299771166
overall,NPPF_Dermochelys_coriacea_IUCN,2440,427,0.175
overall,NPPF_Eretmochelys_imbricata_IUCN,2440,427,0.175
overall,NPSW_ALB,1658,300,0.18094089264173704
overall,NPSW_Caretta_caretta_IUCN,2460,431,0.17520325203252032
overall,NPSW_Chelonia_mydas_IUCN,2460,431,0.17520325203252032
overall,NPSW_Dermochelys_coriacea_IUCN,2460,431,0.17520325203252032
overall,NPSW_Eretmochelys_imbricata_IUCN,2460,431,0.17520325203252032
overall,NPSW_Lepidochelys_olivacea_IUCN,346,61,0.17630057803468208
overall,NPSW_SKP,853,146,0.17116060961313012
overall,NPSW_SWO,1586,294,0.1853720050441362
overall,NPSW_YFT,135,24,0.17777777777777778
overall,NPTG_ALB,721,130,0.18030513176144244
overall,NPTG_Caretta_caretta_IUCN,3834,671,0.17501304121022432
overall,NPTG_Chelonia_mydas_IUCN,3821,669,0.17508505626799267
overall,NPTG_Dermochelys_coriacea_IUCN,2605,456,0.17504798464491364
overall,NPTG_Eretmochelys_imbricata_IUCN,3834,671,0.17501304121022432
overall,NPTG_Lepidochelys_olivacea_IUCN,2,1,0.5
overall,NPTG_SKP,264,63,0.23863636363636365
overall,NPTG_SWO,617,107,0.17341977309562398
overall,NPTG_YFT,81,15,0.18518518518518517
overall,PEQD_ALB,199,35,0.17587939698492464
overall,PEQD_Caretta_caretta_IUCN,3424,600,0.17523364485981308
overall,PEQD_Chelonia_mydas_IUCN,3424,600,0.17523364485981308
overall,PEQD_Dermochelys_coriacea_IUCN,2643,463,0.17517972001513432
overall,PEQD_Eretmochelys_imbricata_IUCN,3424,600,0.17523364485981308
overall,PEQD_Lepidochelys_olivacea_IUCN,1500,263,0.17533333333333334
overall,PEQD_SKP,279,51,0.1827956989247312
overall,PEQD_SWO,959,164,0.1710114702815433
overall,PEQD_YFT,1031,176,0.17070805043646944
overall,PNEC_ALB,222,41,0.18468468468468469
overall,PNEC_Caretta_caretta_IUCN,1905,334,0.1753280839895013
overall,PNEC_Chelonia_mydas_IUCN,1905,334,0.1753280839895013
overall,PNEC_Dermochelys_coriacea_IUCN,1478,259,0.17523680649526388
overall,PNEC_Eretmochelys_imbricata_IUCN,1905,334,0.1753280839895013
overall,PNEC_Lepidochelys_olivacea_IUCN,441,78,0.17687074829931973
overall,PNEC_SKP,355,62,0.17464788732394365
overall,PNEC_SWO,680,147,0.2161764705882353
overall,PNEC_YFT,1074,183,0.17039106145251395
overall,PSAE_Caretta_caretta_IUCN,624,110,0.1762820512820513
overall,PSAE_Dermochelys_coriacea_IUCN,624,110,0.1762820512820513
overall,PSAE_Eretmochelys_imbricata_IUCN,624,110,0.1762820512820513
overall,PSAW_Caretta_caretta_IUCN,478,84,0.17573221757322174
overall,PSAW_Dermochelys_coriacea_IUCN,478,84,0.17573221757322174
overall,PSAW_Eretmochelys_imbricata_IUCN,478,84,0.17573221757322174
overall,SANT_Caretta_caretta_IUCN,54,10,0.18518518518518517
overall,SANT_Eretmochelys_imbricata_IUCN,800,140,0.175
overall,SPSG_ALB,137,24,0.17518248175182483
overall,SPSG_Caretta_caretta_IUCN,5304,929,0.17515082956259426
overall,SPSG_Chelonia_mydas_IUCN,2773,486,0.17526144969347277
overall,SPSG_Dermochelys_coriacea_IUCN,5300,928,0.1750943396226415
overall,SPSG_Eretmochelys_imbricata_IUCN,6952,1217,0.17505753739930954
overall,SPSG_Lepidochelys_olivacea_IUCN,458,81,0.17685589519650655
overall,SPSG_SKP,53,10,0.18867924528301888
overall,SPSG_SWO,315,55,0.1746031746031746
overall,SSTC_Caretta_caretta_IUCN,114,20,0.17543859649122806
overall,SSTC_Dermochelys_coriacea_IUCN,108,19,0.17592592592592593
overall,SSTC_Eretmochelys_imbricata_IUCN,1739,305,0.17538815411155836
overall,TASM_ALB,6,2,0.3333333333333333
overall,TASM_Caretta_caretta_IUCN,320,56,0.175
overall,TASM_Chelonia_mydas_IUCN,199,35,0.17587939698492464
overall,TASM_Dermochelys_coriacea_IUCN,315,56,0.17777777777777778
overall,TASM_Eretmochelys_imbricata_IUCN,320,56,0.175
overall,TASM_Lepidochelys_olivacea_IUCN,214,38,0.17757009345794392
overall,TASM_SWO,3,1,0.3333333333333333
overall,WARM_ALB,413,72,0.17433414043583534
overall,WARM_Caretta_caretta_IUCN,624,110,0.1762820512820513
overall,WARM_Chelonia_mydas_IUCN,624,110,0.1762820512820513
overall,WARM_Dermochelys_coriacea_IUCN,624,110,0.1762820512820513
overall,WARM_Eretmochelys_imbricata_IUCN,624,110,0.1762820512820513
overall,WARM_Lepidochelys_olivacea_IUCN,365,64,0.17534246575342466
overall,WARM_SKP,468,81,0.17307692307692307
overall,WARM_SWO,357,83,0.23249299719887956
overall,WARM_YFT,492,85,0.17276422764227642
