summary,feature,total_amount,absolute_held,relative_held
overall,ARCH_ALB,30,30,1
overall,ARCH_Caretta_caretta_IUCN,74,74,1
overall,ARCH_Chelonia_mydas_IUCN,74,74,1
overall,ARCH_Dermochelys_coriacea_IUCN,74,74,1
overall,ARCH_Eretmochelys_imbricata_IUCN,74,74,1
overall,ARCH_Lepidochelys_olivacea_IUCN,35,35,1
overall,ARCH_SKP,2,2,1
overall,ARCH_SWO,7,7,1
overall,CCAL_Caretta_caretta_IUCN,106,106,1
overall,CCAL_Chelonia_mydas_IUCN,60,60,1
overall,CCAL_Dermochelys_coriacea_IUCN,84,84,1
overall,CCAL_Eretmochelys_imbricata_IUCN,106,106,1
overall,CCAL_Lepidochelys_olivacea_IUCN,51,51,1
overall,CHIL_Caretta_caretta_IUCN,24,24,1
overall,CHIL_Chelonia_mydas_IUCN,24,24,1
overall,CHIL_Dermochelys_coriacea_IUCN,19,19,1
overall,CHIL_Eretmochelys_imbricata_IUCN,25,25,1
overall,CHIL_Lepidochelys_olivacea_IUCN,24,24,1
overall,CHIL_YFT,6,6,1
overall,KURO_Caretta_caretta_IUCN,70,70,1
overall,KURO_Chelonia_mydas_IUCN,44,44,1
overall,KURO_Dermochelys_coriacea_IUCN,70,70,1
overall,KURO_Eretmochelys_imbricata_IUCN,70,70,1
overall,No-Category_ALB,85,85,1
overall,No-Category_Caretta_caretta_IUCN,514,514,1
overall,No-Category_Chelonia_mydas_IUCN,391,391,1
overall,No-Category_Dermochelys_coriacea_IUCN,459,459,1
overall,No-Category_Eretmochelys_imbricata_IUCN,621,621,1
overall,No-Category_Lepidochelys_olivacea_IUCN,90,90,1
overall,No-Category_SKP,68,68,1
overall,No-Category_SWO,131,131,1
overall,No-Category_YFT,70,70,1
overall,NPPF_Caretta_caretta_IUCN,816,816,1
overall,NPPF_Chelonia_mydas_IUCN,150,150,1
overall,NPPF_Dermochelys_coriacea_IUCN,816,816,1
overall,NPPF_Eretmochelys_imbricata_IUCN,816,816,1
overall,NPSW_ALB,650,639,0.9830769230769231
overall,NPSW_Caretta_caretta_IUCN,1188,1188,1
overall,NPSW_Chelonia_mydas_IUCN,1188,1188,1
overall,NPSW_Dermochelys_coriacea_IUCN,1188,1188,1
overall,NPSW_Eretmochelys_imbricata_IUCN,1188,1188,1
overall,NPSW_Lepidochelys_olivacea_IUCN,119,119,1
overall,NPSW_SKP,340,337,0.9911764705882353
overall,NPSW_SWO,619,609,0.9838449111470113
overall,NPSW_YFT,51,51,1
overall,NPTG_ALB,337,334,0.9910979228486647
overall,NPTG_Caretta_caretta_IUCN,1458,1458,1
overall,NPTG_Chelonia_mydas_IUCN,1451,1451,1
overall,NPTG_Dermochelys_coriacea_IUCN,901,901,1
overall,NPTG_Eretmochelys_imbricata_IUCN,1458,1458,1
overall,NPTG_Lepidochelys_olivacea_IUCN,2,2,1
overall,NPTG_SKP,132,132,1
overall,NPTG_SWO,297,295,0.9932659932659933
overall,NPTG_YFT,42,42,1
overall,PEQD_ALB,99,99,1
overall,PEQD_Caretta_caretta_IUCN,1344,1344,1
overall,PEQD_Chelonia_mydas_IUCN,1344,1344,1
overall,PEQD_Dermochelys_coriacea_IUCN,962,962,1
overall,PEQD_Eretmochelys_imbricata_IUCN,1344,1344,1
overall,PEQD_Lepidochelys_olivacea_IUCN,660,660,1
overall,PEQD_SKP,140,140,1
overall,PEQD_SWO,449,449,1
overall,PEQD_YFT,422,422,1
overall,PNEC_ALB,105,105,1
overall,PNEC_Caretta_caretta_IUCN,664,664,1
overall,PNEC_Chelonia_mydas_IUCN,664,664,1
overall,PNEC_Dermochelys_coriacea_IUCN,561,561,1
overall,PNEC_Eretmochelys_imbricata_IUCN,664,664,1
overall,PNEC_Lepidochelys_olivacea_IUCN,182,182,1
overall,PNEC_SKP,159,159,1
overall,PNEC_SWO,239,239,1
overall,PNEC_YFT,384,384,1
overall,PSAE_Caretta_caretta_IUCN,220,220,1
overall,PSAE_Dermochelys_coriacea_IUCN,220,220,1
overall,PSAE_Eretmochelys_imbricata_IUCN,220,220,1
overall,PSAW_Caretta_caretta_IUCN,219,219,1
overall,PSAW_Dermochelys_coriacea_IUCN,219,219,1
overall,PSAW_Eretmochelys_imbricata_IUCN,219,219,1
overall,SANT_Caretta_caretta_IUCN,27,27,1
overall,SANT_Eretmochelys_imbricata_IUCN,284,284,1
overall,SPSG_ALB,49,49,1
overall,SPSG_Caretta_caretta_IUCN,1627,1627,1
overall,SPSG_Chelonia_mydas_IUCN,1009,1009,1
overall,SPSG_Dermochelys_coriacea_IUCN,1726,1726,1
overall,SPSG_Eretmochelys_imbricata_IUCN,2193,2193,1
overall,SPSG_Lepidochelys_olivacea_IUCN,145,145,1
overall,SPSG_SKP,16,16,1
overall,SPSG_SWO,103,103,1
overall,SSTC_Caretta_caretta_IUCN,47,47,1
overall,SSTC_Dermochelys_coriacea_IUCN,35,35,1
overall,SSTC_Eretmochelys_imbricata_IUCN,569,569,1
overall,TASM_ALB,4,4,1
overall,TASM_Caretta_caretta_IUCN,132,132,1
overall,TASM_Chelonia_mydas_IUCN,80,80,1
overall,TASM_Dermochelys_coriacea_IUCN,130,130,1
overall,TASM_Eretmochelys_imbricata_IUCN,132,132,1
overall,TASM_Lepidochelys_olivacea_IUCN,85,85,1
overall,TASM_SWO,2,2,1
overall,WARM_ALB,142,142,1
overall,WARM_Caretta_caretta_IUCN,222,222,1
overall,WARM_Chelonia_mydas_IUCN,222,222,1
overall,WARM_Dermochelys_coriacea_IUCN,222,222,1
overall,WARM_Eretmochelys_imbricata_IUCN,222,222,1
overall,WARM_Lepidochelys_olivacea_IUCN,121,121,1
overall,WARM_SKP,156,156,1
overall,WARM_SWO,136,136,1
overall,WARM_YFT,178,178,1
