summary,feature,total_amount,absolute_held,relative_held
overall,ARCH_ALB,83,13,0.1566265060240964
overall,ARCH_Caretta_caretta_IUCN,167,17,0.10179640718562874
overall,ARCH_Chelonia_mydas_IUCN,167,17,0.10179640718562874
overall,ARCH_Dermochelys_coriacea_IUCN,167,17,0.10179640718562874
overall,ARCH_Eretmochelys_imbricata_IUCN,167,17,0.10179640718562874
overall,ARCH_Lepidochelys_olivacea_IUCN,82,9,0.10975609756097561
overall,ARCH_SKP,4,2,0.5
overall,ARCH_SWO,15,6,0.4
overall,CCAL_Caretta_caretta_IUCN,212,22,0.10377358490566038
overall,CCAL_Chelonia_mydas_IUCN,125,21,0.168
overall,CCAL_Dermochelys_coriacea_IUCN,166,17,0.10240963855421686
overall,CCAL_Eretmochelys_imbricata_IUCN,212,22,0.10377358490566038
overall,CCAL_Lepidochelys_olivacea_IUCN,105,21,0.2
overall,CHIL_Caretta_caretta_IUCN,48,5,0.10416666666666667
overall,CHIL_Chelonia_mydas_IUCN,48,5,0.10416666666666667
overall,CHIL_Dermochelys_coriacea_IUCN,67,7,0.1044776119402985
overall,CHIL_Eretmochelys_imbricata_IUCN,82,9,0.10975609756097561
overall,CHIL_Lepidochelys_olivacea_IUCN,48,5,0.10416666666666667
overall,CHIL_YFT,11,2,0.18181818181818182
overall,KURO_Caretta_caretta_IUCN,214,22,0.102803738317757
overall,KURO_Chelonia_mydas_IUCN,136,19,0.13970588235294118
overall,KURO_Dermochelys_coriacea_IUCN,214,22,0.102803738317757
overall,KURO_Eretmochelys_imbricata_IUCN,214,22,0.102803738317757
overall,No-Category_ALB,178,18,0.10112359550561797
overall,No-Category_Caretta_caretta_IUCN,1134,142,0.12522045855379188
overall,No-Category_Chelonia_mydas_IUCN,817,82,0.1003671970624235
overall,No-Category_Dermochelys_coriacea_IUCN,1074,135,0.12569832402234637
overall,No-Category_Eretmochelys_imbricata_IUCN,1577,158,0.10019023462270134
overall,No-Category_Lepidochelys_olivacea_IUCN,203,21,0.10344827586206896
overall,No-Category_SKP,135,14,0.1037037037037037
overall,No-Category_SWO,272,28,0.10294117647058823
overall,No-Category_YFT,170,17,0.1
overall,NPPF_Caretta_caretta_IUCN,2440,244,0.1
overall,NPPF_Chelonia_mydas_IUCN,437,44,0.10068649885583524
overall,NPPF_Dermochelys_coriacea_IUCN,2440,244,0.1
overall,NPPF_Eretmochelys_imbricata_IUCN,2440,244,0.1
overall,NPSW_ALB,1658,165,0.09951749095295537
overall,NPSW_Caretta_caretta_IUCN,2460,246,0.1
overall,NPSW_Chelonia_mydas_IUCN,2460,246,0.1
overall,NPSW_Dermochelys_coriacea_IUCN,2460,246,0.1
overall,NPSW_Eretmochelys_imbricata_IUCN,2460,246,0.1
overall,NPSW_Lepidochelys_olivacea_IUCN,346,35,0.10115606936416185
overall,NPSW_SKP,853,84,0.0984759671746776
overall,NPSW_SWO,1586,162,0.1021437578814628
overall,NPSW_YFT,135,14,0.1037037037037037
overall,NPTG_ALB,721,75,0.10402219140083217
overall,NPTG_Caretta_caretta_IUCN,3834,384,0.10015649452269171
overall,NPTG_Chelonia_mydas_IUCN,3821,383,0.10023554043444124
overall,NPTG_Dermochelys_coriacea_IUCN,2605,261,0.10019193857965451
overall,NPTG_Eretmochelys_imbricata_IUCN,3834,384,0.10015649452269171
overall,NPTG_Lepidochelys_olivacea_IUCN,2,1,0.5
overall,NPTG_SKP,264,35,0.13257575757575757
overall,NPTG_SWO,617,61,0.09886547811993517
overall,NPTG_YFT,81,9,0.1111111111111111
overall,PEQD_ALB,199,20,0.10050251256281408
overall,PEQD_Caretta_caretta_IUCN,3424,343,0.1001752336448598
overall,PEQD_Chelonia_mydas_IUCN,3424,343,0.1001752336448598
overall,PEQD_Dermochelys_coriacea_IUCN,2643,265,0.100264850548619
overall,PEQD_Eretmochelys_imbricata_IUCN,3424,343,0.1001752336448598
overall,PEQD_Lepidochelys_olivacea_IUCN,1500,150,0.1
overall,PEQD_SKP,279,28,0.1003584229390681
overall,PEQD_SWO,959,98,0.10218978102189781
overall,PEQD_YFT,1031,101,0.0979631425800194
overall,PNEC_ALB,222,23,0.1036036036036036
overall,PNEC_Caretta_caretta_IUCN,1905,191,0.10026246719160105
overall,PNEC_Chelonia_mydas_IUCN,1905,191,0.10026246719160105
overall,PNEC_Dermochelys_coriacea_IUCN,1478,148,0.10013531799729364
overall,PNEC_Eretmochelys_imbricata_IUCN,1905,191,0.10026246719160105
overall,PNEC_Lepidochelys_olivacea_IUCN,441,45,0.10204081632653061
overall,PNEC_SKP,355,36,0.10140845070422536
overall,PNEC_SWO,680,77,0.11323529411764706
overall,PNEC_YFT,1074,105,0.09776536312849161
overall,PSAE_Caretta_caretta_IUCN,624,63,0.10096153846153846
overall,PSAE_Dermochelys_coriacea_IUCN,624,63,0.10096153846153846
overall,PSAE_Eretmochelys_imbricata_IUCN,624,63,0.10096153846153846
overall,PSAW_Caretta_caretta_IUCN,478,48,0.100418410041841
overall,PSAW_Dermochelys_coriacea_IUCN,478,48,0.100418410041841
overall,PSAW_Eretmochelys_imbricata_IUCN,478,48,0.100418410041841
overall,SANT_Caretta_caretta_IUCN,54,6,0.1111111111111111
overall,SANT_Eretmochelys_imbricata_IUCN,800,80,0.1
overall,SPSG_ALB,137,14,0.10218978102189781
overall,SPSG_Caretta_caretta_IUCN,5304,531,0.1001131221719457
overall,SPSG_Chelonia_mydas_IUCN,2773,278,0.1002524341868013
overall,SPSG_Dermochelys_coriacea_IUCN,5300,530,0.1
overall,SPSG_Eretmochelys_imbricata_IUCN,6952,696,0.1001150747986191
overall,SPSG_Lepidochelys_olivacea_IUCN,458,46,0.10043668122270742
overall,SPSG_SKP,53,6,0.11320754716981132
overall,SPSG_SWO,315,32,0.10158730158730159
overall,SSTC_Caretta_caretta_IUCN,114,12,0.10526315789473684
overall,SSTC_Dermochelys_coriacea_IUCN,108,11,0.10185185185185185
overall,SSTC_Eretmochelys_imbricata_IUCN,1739,174,0.10005750431282347
overall,TASM_ALB,6,2,0.3333333333333333
overall,TASM_Caretta_caretta_IUCN,320,32,0.1
overall,TASM_Chelonia_mydas_IUCN,199,20,0.10050251256281408
overall,TASM_Dermochelys_coriacea_IUCN,315,32,0.10158730158730159
overall,TASM_Eretmochelys_imbricata_IUCN,320,32,0.1
overall,TASM_Lepidochelys_olivacea_IUCN,214,22,0.102803738317757
overall,TASM_SWO,3,1,0.3333333333333333
overall,WARM_ALB,413,41,0.09927360774818401
overall,WARM_Caretta_caretta_IUCN,624,63,0.10096153846153846
overall,WARM_Chelonia_mydas_IUCN,624,63,0.10096153846153846
overall,WARM_Dermochelys_coriacea_IUCN,624,63,0.10096153846153846
overall,WARM_Eretmochelys_imbricata_IUCN,624,63,0.10096153846153846
overall,WARM_Lepidochelys_olivacea_IUCN,365,37,0.10136986301369863
overall,WARM_SKP,468,47,0.10042735042735043
overall,WARM_SWO,357,51,0.14285714285714285
overall,WARM_YFT,492,49,0.09959349593495935
