sum_area,percent_area,num_pu,total_cost,median_velocity,median_tvelocity,median_RCE,median_RCEtvalue
8554993.199999997,10.047936836168809,3207,82454.0085375593,0.16507257521152496,1.6507257521152496,0.04266853258013725,0.3494372796501313
