sum_area,percent_area,num_pu,total_cost,median_velocity,median_tvelocity,median_RCE,median_RCEtvalue
10126209.600000001,11.89334837234076,3796,92574.21671213862,13.78425121307373,137.8425121307373,1.7599782943725586,1.2073571838860775
