summary,feature,total_amount,absolute_held,relative_held
overall,ARCH_ALB,31,11,0.3548387096774194
overall,ARCH_Caretta_caretta_IUCN,57,18,0.3157894736842105
overall,ARCH_Chelonia_mydas_IUCN,57,18,0.3157894736842105
overall,ARCH_Dermochelys_coriacea_IUCN,57,18,0.3157894736842105
overall,ARCH_Eretmochelys_imbricata_IUCN,57,18,0.3157894736842105
overall,ARCH_Lepidochelys_olivacea_IUCN,23,7,0.30434782608695654
overall,ARCH_SKP,2,1,0.5
overall,ARCH_SWO,7,3,0.42857142857142855
overall,CCAL_Caretta_caretta_IUCN,106,32,0.3018867924528302
overall,CCAL_Chelonia_mydas_IUCN,54,17,0.3148148148148148
overall,CCAL_Dermochelys_coriacea_IUCN,84,26,0.30952380952380953
overall,CCAL_Eretmochelys_imbricata_IUCN,106,32,0.3018867924528302
overall,CCAL_Lepidochelys_olivacea_IUCN,51,16,0.3137254901960784
overall,CHIL_Caretta_caretta_IUCN,24,8,0.3333333333333333
overall,CHIL_Chelonia_mydas_IUCN,24,8,0.3333333333333333
overall,CHIL_Dermochelys_coriacea_IUCN,19,6,0.3157894736842105
overall,CHIL_Eretmochelys_imbricata_IUCN,24,8,0.3333333333333333
overall,CHIL_Lepidochelys_olivacea_IUCN,24,8,0.3333333333333333
overall,CHIL_YFT,6,3,0.5
overall,KURO_Caretta_caretta_IUCN,108,33,0.3055555555555556
overall,KURO_Chelonia_mydas_IUCN,61,20,0.32786885245901637
overall,KURO_Dermochelys_coriacea_IUCN,108,33,0.3055555555555556
overall,KURO_Eretmochelys_imbricata_IUCN,108,33,0.3055555555555556
overall,No-Category_ALB,87,27,0.3103448275862069
overall,No-Category_Caretta_caretta_IUCN,514,155,0.301556420233463
overall,No-Category_Chelonia_mydas_IUCN,396,119,0.3005050505050505
overall,No-Category_Dermochelys_coriacea_IUCN,472,142,0.3008474576271186
overall,No-Category_Eretmochelys_imbricata_IUCN,693,208,0.30014430014430016
overall,No-Category_Lepidochelys_olivacea_IUCN,93,28,0.3010752688172043
overall,No-Category_SKP,68,21,0.3088235294117647
overall,No-Category_SWO,134,52,0.3880597014925373
overall,No-Category_YFT,86,26,0.3023255813953488
overall,NPPF_Caretta_caretta_IUCN,891,268,0.30078563411896747
overall,NPPF_Chelonia_mydas_IUCN,163,49,0.3006134969325153
overall,NPPF_Dermochelys_coriacea_IUCN,891,268,0.30078563411896747
overall,NPPF_Eretmochelys_imbricata_IUCN,891,268,0.30078563411896747
overall,NPSW_ALB,746,221,0.29624664879356566
overall,NPSW_Caretta_caretta_IUCN,1230,369,0.3
overall,NPSW_Chelonia_mydas_IUCN,1230,369,0.3
overall,NPSW_Dermochelys_coriacea_IUCN,1230,369,0.3
overall,NPSW_Eretmochelys_imbricata_IUCN,1230,369,0.3
overall,NPSW_Lepidochelys_olivacea_IUCN,122,37,0.30327868852459017
overall,NPSW_SKP,386,115,0.2979274611398964
overall,NPSW_SWO,715,212,0.2965034965034965
overall,NPSW_YFT,61,21,0.3442622950819672
overall,NPTG_ALB,343,107,0.3119533527696793
overall,NPTG_Caretta_caretta_IUCN,1654,497,0.3004836759371221
overall,NPTG_Chelonia_mydas_IUCN,1647,495,0.3005464480874317
overall,NPTG_Dermochelys_coriacea_IUCN,1157,348,0.30077787381158166
overall,NPTG_Eretmochelys_imbricata_IUCN,1654,497,0.3004836759371221
overall,NPTG_Lepidochelys_olivacea_IUCN,2,1,0.5
overall,NPTG_SKP,132,59,0.44696969696969696
overall,NPTG_SWO,293,88,0.3003412969283277
overall,NPTG_YFT,38,12,0.3157894736842105
overall,PEQD_ALB,100,40,0.4
overall,PEQD_Caretta_caretta_IUCN,1535,461,0.3003257328990228
overall,PEQD_Chelonia_mydas_IUCN,1535,461,0.3003257328990228
overall,PEQD_Dermochelys_coriacea_IUCN,1208,363,0.30049668874172186
overall,PEQD_Eretmochelys_imbricata_IUCN,1535,461,0.3003257328990228
overall,PEQD_Lepidochelys_olivacea_IUCN,701,211,0.30099857346647646
overall,PEQD_SKP,129,43,0.3333333333333333
overall,PEQD_SWO,480,143,0.29791666666666666
overall,PEQD_YFT,487,153,0.3141683778234086
overall,PNEC_ALB,104,32,0.3076923076923077
overall,PNEC_Caretta_caretta_IUCN,789,237,0.30038022813688214
overall,PNEC_Chelonia_mydas_IUCN,789,237,0.30038022813688214
overall,PNEC_Dermochelys_coriacea_IUCN,632,190,0.30063291139240506
overall,PNEC_Eretmochelys_imbricata_IUCN,789,237,0.30038022813688214
overall,PNEC_Lepidochelys_olivacea_IUCN,183,55,0.3005464480874317
overall,PNEC_SKP,158,48,0.3037974683544304
overall,PNEC_SWO,299,103,0.34448160535117056
overall,PNEC_YFT,468,153,0.3269230769230769
overall,PSAE_Caretta_caretta_IUCN,227,69,0.3039647577092511
overall,PSAE_Dermochelys_coriacea_IUCN,227,69,0.3039647577092511
overall,PSAE_Eretmochelys_imbricata_IUCN,227,69,0.3039647577092511
overall,PSAW_Caretta_caretta_IUCN,168,51,0.30357142857142855
overall,PSAW_Dermochelys_coriacea_IUCN,168,51,0.30357142857142855
overall,PSAW_Eretmochelys_imbricata_IUCN,168,51,0.30357142857142855
overall,SANT_Caretta_caretta_IUCN,28,9,0.32142857142857145
overall,SANT_Eretmochelys_imbricata_IUCN,323,97,0.30030959752321984
overall,SPSG_ALB,42,13,0.30952380952380953
overall,SPSG_Caretta_caretta_IUCN,1667,501,0.3005398920215957
overall,SPSG_Chelonia_mydas_IUCN,972,292,0.3004115226337449
overall,SPSG_Dermochelys_coriacea_IUCN,1600,480,0.3
overall,SPSG_Eretmochelys_imbricata_IUCN,2123,637,0.30004710315591143
overall,SPSG_Lepidochelys_olivacea_IUCN,136,45,0.33088235294117646
overall,SPSG_SKP,16,5,0.3125
overall,SPSG_SWO,90,41,0.45555555555555555
overall,SSTC_Caretta_caretta_IUCN,58,18,0.3103448275862069
overall,SSTC_Dermochelys_coriacea_IUCN,42,13,0.30952380952380953
overall,SSTC_Eretmochelys_imbricata_IUCN,798,240,0.3007518796992481
overall,TASM_ALB,3,3,1
overall,TASM_Caretta_caretta_IUCN,118,36,0.3050847457627119
overall,TASM_Chelonia_mydas_IUCN,65,20,0.3076923076923077
overall,TASM_Dermochelys_coriacea_IUCN,115,35,0.30434782608695654
overall,TASM_Eretmochelys_imbricata_IUCN,118,36,0.3050847457627119
overall,TASM_Lepidochelys_olivacea_IUCN,70,22,0.3142857142857143
overall,TASM_SWO,1,1,1
overall,WARM_ALB,165,50,0.30303030303030304
overall,WARM_Caretta_caretta_IUCN,238,72,0.3025210084033613
overall,WARM_Chelonia_mydas_IUCN,238,72,0.3025210084033613
overall,WARM_Dermochelys_coriacea_IUCN,238,72,0.3025210084033613
overall,WARM_Eretmochelys_imbricata_IUCN,238,72,0.3025210084033613
