sum_area,percent_area,num_pu,total_cost,median_velocity,median_tvelocity,median_RCE,median_RCEtvalue
2808982.799999999,3.299182253971236,1053,22549.508062990382,0.14360448718070984,1.4360448718070984,0.04988993704319,0.3681326343421001
