sum_area,percent_area,num_pu,total_cost,median_velocity,median_tvelocity,median_RCE,median_RCEtvalue
11468012.399999999,13.469311025472317,4299,118076.062848025,0.16507257521152496,1.6507257521152496,0.042091164737939835,0.3478539835792457
