summary,feature,total_amount,absolute_held,relative_held
overall,ARCH_ALB,83,11,0.13253012048192772
overall,ARCH_Caretta_caretta_IUCN,167,13,0.07784431137724551
overall,ARCH_Chelonia_mydas_IUCN,167,13,0.07784431137724551
overall,ARCH_Dermochelys_coriacea_IUCN,167,13,0.07784431137724551
overall,ARCH_Eretmochelys_imbricata_IUCN,167,13,0.07784431137724551
overall,ARCH_Lepidochelys_olivacea_IUCN,82,7,0.08536585365853659
overall,ARCH_SKP,4,1,0.25
overall,ARCH_SWO,15,4,0.26666666666666666
overall,CCAL_Caretta_caretta_IUCN,212,16,0.07547169811320754
overall,CCAL_Chelonia_mydas_IUCN,125,16,0.128
overall,CCAL_Dermochelys_coriacea_IUCN,166,13,0.0783132530120482
overall,CCAL_Eretmochelys_imbricata_IUCN,212,16,0.07547169811320754
overall,CCAL_Lepidochelys_olivacea_IUCN,105,16,0.1523809523809524
overall,CHIL_Caretta_caretta_IUCN,48,4,0.08333333333333333
overall,CHIL_Chelonia_mydas_IUCN,48,4,0.08333333333333333
overall,CHIL_Dermochelys_coriacea_IUCN,67,6,0.08955223880597014
overall,CHIL_Eretmochelys_imbricata_IUCN,82,7,0.08536585365853659
overall,CHIL_Lepidochelys_olivacea_IUCN,48,4,0.08333333333333333
overall,CHIL_YFT,11,2,0.18181818181818182
overall,KURO_Caretta_caretta_IUCN,214,17,0.0794392523364486
overall,KURO_Chelonia_mydas_IUCN,136,14,0.10294117647058823
overall,KURO_Dermochelys_coriacea_IUCN,214,17,0.0794392523364486
overall,KURO_Eretmochelys_imbricata_IUCN,214,17,0.0794392523364486
overall,No-Category_ALB,178,14,0.07865168539325842
overall,No-Category_Caretta_caretta_IUCN,1134,119,0.10493827160493827
overall,No-Category_Chelonia_mydas_IUCN,817,62,0.07588739290085679
overall,No-Category_Dermochelys_coriacea_IUCN,1074,114,0.10614525139664804
overall,No-Category_Eretmochelys_imbricata_IUCN,1577,119,0.07545973367152822
overall,No-Category_Lepidochelys_olivacea_IUCN,203,16,0.07881773399014778
overall,No-Category_SKP,135,11,0.08148148148148149
overall,No-Category_SWO,272,21,0.07720588235294118
overall,No-Category_YFT,170,13,0.07647058823529412
overall,NPPF_Caretta_caretta_IUCN,2440,183,0.075
overall,NPPF_Chelonia_mydas_IUCN,437,33,0.07551487414187644
overall,NPPF_Dermochelys_coriacea_IUCN,2440,183,0.075
overall,NPPF_Eretmochelys_imbricata_IUCN,2440,183,0.075
overall,NPSW_ALB,1658,122,0.0735826296743064
overall,NPSW_Caretta_caretta_IUCN,2460,185,0.07520325203252033
overall,NPSW_Chelonia_mydas_IUCN,2460,185,0.07520325203252033
overall,NPSW_Dermochelys_coriacea_IUCN,2460,185,0.07520325203252033
overall,NPSW_Eretmochelys_imbricata_IUCN,2460,185,0.07520325203252033
overall,NPSW_Lepidochelys_olivacea_IUCN,346,26,0.07514450867052024
overall,NPSW_SKP,853,63,0.0738569753810082
overall,NPSW_SWO,1586,124,0.07818411097099622
overall,NPSW_YFT,135,11,0.08148148148148149
overall,NPTG_ALB,721,56,0.07766990291262135
overall,NPTG_Caretta_caretta_IUCN,3834,288,0.07511737089201878
overall,NPTG_Chelonia_mydas_IUCN,3821,287,0.07511122742737503
overall,NPTG_Dermochelys_coriacea_IUCN,2605,196,0.07523992322456814
overall,NPTG_Eretmochelys_imbricata_IUCN,3834,288,0.07511737089201878
overall,NPTG_Lepidochelys_olivacea_IUCN,2,1,0.5
overall,NPTG_SKP,264,28,0.10606060606060606
overall,NPTG_SWO,617,46,0.07455429497568881
overall,NPTG_YFT,81,7,0.08641975308641975
overall,PEQD_ALB,199,15,0.07537688442211055
overall,PEQD_Caretta_caretta_IUCN,3424,257,0.07505841121495327
overall,PEQD_Chelonia_mydas_IUCN,3424,257,0.07505841121495327
overall,PEQD_Dermochelys_coriacea_IUCN,2643,199,0.07529322739311388
overall,PEQD_Eretmochelys_imbricata_IUCN,3424,257,0.07505841121495327
overall,PEQD_Lepidochelys_olivacea_IUCN,1500,118,0.07866666666666666
overall,PEQD_SKP,279,21,0.07526881720430108
overall,PEQD_SWO,959,78,0.08133472367049009
overall,PEQD_YFT,1031,76,0.07371483996120272
overall,PNEC_ALB,222,17,0.07657657657657657
overall,PNEC_Caretta_caretta_IUCN,1905,143,0.07506561679790026
overall,PNEC_Chelonia_mydas_IUCN,1905,143,0.07506561679790026
overall,PNEC_Dermochelys_coriacea_IUCN,1478,111,0.07510148849797023
overall,PNEC_Eretmochelys_imbricata_IUCN,1905,143,0.07506561679790026
overall,PNEC_Lepidochelys_olivacea_IUCN,441,34,0.07709750566893424
overall,PNEC_SKP,355,27,0.07605633802816901
overall,PNEC_SWO,680,54,0.07941176470588235
overall,PNEC_YFT,1074,79,0.07355679702048418
overall,PSAE_Caretta_caretta_IUCN,624,47,0.07532051282051282
overall,PSAE_Dermochelys_coriacea_IUCN,624,47,0.07532051282051282
overall,PSAE_Eretmochelys_imbricata_IUCN,624,47,0.07532051282051282
overall,PSAW_Caretta_caretta_IUCN,478,36,0.07531380753138076
overall,PSAW_Dermochelys_coriacea_IUCN,478,36,0.07531380753138076
overall,PSAW_Eretmochelys_imbricata_IUCN,478,36,0.07531380753138076
overall,SANT_Caretta_caretta_IUCN,54,5,0.09259259259259259
overall,SANT_Eretmochelys_imbricata_IUCN,800,60,0.075
overall,SPSG_ALB,137,11,0.08029197080291971
overall,SPSG_Caretta_caretta_IUCN,5304,398,0.07503770739064856
overall,SPSG_Chelonia_mydas_IUCN,2773,208,0.07500901550667148
overall,SPSG_Dermochelys_coriacea_IUCN,5300,398,0.0750943396226415
overall,SPSG_Eretmochelys_imbricata_IUCN,6952,522,0.07508630609896433
overall,SPSG_Lepidochelys_olivacea_IUCN,458,35,0.07641921397379912
overall,SPSG_SKP,53,5,0.09433962264150944
