summary,feature,total_amount,absolute_held,relative_held
overall,ARCH_ALB,83,16,0.1927710843373494
overall,ARCH_Caretta_caretta_IUCN,167,21,0.12574850299401197
overall,ARCH_Chelonia_mydas_IUCN,167,21,0.12574850299401197
overall,ARCH_Dermochelys_coriacea_IUCN,167,21,0.12574850299401197
overall,ARCH_Eretmochelys_imbricata_IUCN,167,21,0.12574850299401197
overall,ARCH_Lepidochelys_olivacea_IUCN,82,11,0.13414634146341464
overall,ARCH_SKP,4,2,0.5
overall,ARCH_SWO,15,7,0.4666666666666667
overall,CCAL_Caretta_caretta_IUCN,212,27,0.12735849056603774
overall,CCAL_Chelonia_mydas_IUCN,125,25,0.2
overall,CCAL_Dermochelys_coriacea_IUCN,166,21,0.12650602409638553
overall,CCAL_Eretmochelys_imbricata_IUCN,212,27,0.12735849056603774
overall,CCAL_Lepidochelys_olivacea_IUCN,105,25,0.23809523809523808
overall,CHIL_Caretta_caretta_IUCN,48,6,0.125
overall,CHIL_Chelonia_mydas_IUCN,48,6,0.125
overall,CHIL_Dermochelys_coriacea_IUCN,67,9,0.13432835820895522
overall,CHIL_Eretmochelys_imbricata_IUCN,82,11,0.13414634146341464
overall,CHIL_Lepidochelys_olivacea_IUCN,48,6,0.125
overall,CHIL_YFT,11,3,0.2727272727272727
overall,KURO_Caretta_caretta_IUCN,214,27,0.1261682242990654
overall,KURO_Chelonia_mydas_IUCN,136,24,0.17647058823529413
overall,KURO_Dermochelys_coriacea_IUCN,214,27,0.1261682242990654
overall,KURO_Eretmochelys_imbricata_IUCN,214,27,0.1261682242990654
overall,No-Category_ALB,178,23,0.12921348314606743
overall,No-Category_Caretta_caretta_IUCN,1134,163,0.1437389770723104
overall,No-Category_Chelonia_mydas_IUCN,817,103,0.12607099143206854
overall,No-Category_Dermochelys_coriacea_IUCN,1074,151,0.14059590316573556
overall,No-Category_Eretmochelys_imbricata_IUCN,1577,198,0.12555485098287889
overall,No-Category_Lepidochelys_olivacea_IUCN,203,26,0.12807881773399016
overall,No-Category_SKP,135,17,0.1259259259259259
overall,No-Category_SWO,272,35,0.12867647058823528
overall,No-Category_YFT,170,22,0.12941176470588237
overall,NPPF_Caretta_caretta_IUCN,2440,305,0.125
overall,NPPF_Chelonia_mydas_IUCN,437,55,0.12585812356979406
overall,NPPF_Dermochelys_coriacea_IUCN,2440,305,0.125
overall,NPPF_Eretmochelys_imbricata_IUCN,2440,305,0.125
overall,NPSW_ALB,1658,209,0.12605548854041013
overall,NPSW_Caretta_caretta_IUCN,2460,308,0.12520325203252033
overall,NPSW_Chelonia_mydas_IUCN,2460,308,0.12520325203252033
overall,NPSW_Dermochelys_coriacea_IUCN,2460,308,0.12520325203252033
overall,NPSW_Eretmochelys_imbricata_IUCN,2460,308,0.12520325203252033
