summary,feature,total_amount,absolute_held,relative_held
overall,ARCH_ALB,83,21,0.25301204819277107
overall,ARCH_Caretta_caretta_IUCN,167,26,0.15568862275449102
overall,ARCH_Chelonia_mydas_IUCN,167,26,0.15568862275449102
overall,ARCH_Dermochelys_coriacea_IUCN,167,26,0.15568862275449102
overall,ARCH_Eretmochelys_imbricata_IUCN,167,26,0.15568862275449102
overall,ARCH_Lepidochelys_olivacea_IUCN,82,13,0.15853658536585366
overall,ARCH_SKP,4,3,0.75
overall,ARCH_SWO,15,9,0.6
overall,CCAL_Caretta_caretta_IUCN,212,32,0.1509433962264151
overall,CCAL_Chelonia_mydas_IUCN,125,28,0.224
overall,CCAL_Dermochelys_coriacea_IUCN,166,25,0.15060240963855423
overall,CCAL_Eretmochelys_imbricata_IUCN,212,32,0.1509433962264151
overall,CCAL_Lepidochelys_olivacea_IUCN,105,28,0.26666666666666666
overall,CHIL_Caretta_caretta_IUCN,48,8,0.16666666666666666
overall,CHIL_Chelonia_mydas_IUCN,48,8,0.16666666666666666
overall,CHIL_Dermochelys_coriacea_IUCN,67,11,0.16417910447761194
overall,CHIL_Eretmochelys_imbricata_IUCN,82,13,0.15853658536585366
overall,CHIL_Lepidochelys_olivacea_IUCN,48,8,0.16666666666666666
overall,CHIL_YFT,11,3,0.2727272727272727
overall,KURO_Caretta_caretta_IUCN,214,33,0.1542056074766355
overall,KURO_Chelonia_mydas_IUCN,136,30,0.22058823529411764
overall,KURO_Dermochelys_coriacea_IUCN,214,33,0.1542056074766355
overall,KURO_Eretmochelys_imbricata_IUCN,214,33,0.1542056074766355
overall,No-Category_ALB,178,27,0.15168539325842698
overall,No-Category_Caretta_caretta_IUCN,1134,183,0.16137566137566137
overall,No-Category_Chelonia_mydas_IUCN,817,123,0.15055079559363524
overall,No-Category_Dermochelys_coriacea_IUCN,1074,168,0.1564245810055866
overall,No-Category_Eretmochelys_imbricata_IUCN,1577,237,0.15028535193405199
overall,No-Category_Lepidochelys_olivacea_IUCN,203,31,0.15270935960591134
overall,No-Category_SKP,135,21,0.15555555555555556
overall,No-Category_SWO,272,46,0.16911764705882354
overall,No-Category_YFT,170,26,0.15294117647058825
