sum,retained,features,relative
4389,188,ALB,0.04283435862383231
2990,207,SKP,0.06923076923076923
5912,430,SWO,0.07273342354533154
3835,321,YFT,0.08370273794002607
78,8,Rep-1347,0.10256410256410256
66,7,Rep-2226,0.10606060606060606
26043,1248,Rep-3437,0.04792074645778136
73,7,Rep-4127,0.0958904109589041
21,3,Rep-5414,0.14285714285714285
