sum,retained,features,relative
4389,259,ALB,0.05901116427432217
2990,297,SKP,0.09933110367892976
5912,587,SWO,0.09928958051420839
3835,442,YFT,0.1152542372881356
78,11,Rep-1347,0.14102564102564102
66,10,Rep-2226,0.15151515151515152
26043,1682,Rep-3437,0.064585493222747
73,10,Rep-4127,0.136986301369863
21,3,Rep-5414,0.14285714285714285
