sum_area,percent_area,num_pu,total_cost,median_velocity,median_tvelocity,median_RCE,median_RCEtvalue
10043513.999999998,11.796221449384339,3765,38311.46744328225,2.030569314956665,20.30569314956665,0.3110663890838623,0.6775651015786193
