sum_area,percent_area,num_pu,total_cost,median_velocity,median_tvelocity,median_RCE,median_RCEtvalue
23504223.599999998,27.605978005451636,8811,184800.03849547706,12.042370796203613,120.42370796203613,1.584072470664978,1.1657131138868009
