sum_area,percent_area,num_pu,total_cost,median_velocity,median_tvelocity,median_RCE,median_RCEtvalue
12529717.199999997,14.716295391170847,4697,57563.9278052398,2.0680673122406006,20.680673122406006,0.31158387660980225,0.6779406240222493
