sum_area,percent_area,num_pu,total_cost,median_velocity,median_tvelocity,median_RCE,median_RCEtvalue
17590154.4,20.659836450794245,6594,126125.70638232911,2.116052508354187,21.16052508354187,0.31435975432395935,0.6799479130155608
