sum_area,percent_area,num_pu,total_cost,median_velocity,median_tvelocity,median_RCE,median_RCEtvalue
23154767.999999996,27.195538427797096,8680,225923.0863691219,2.1210328340530396,21.210328340530396,0.3157367557287216,0.6809392695899469
