summary,feature,total_amount,absolute_held,relative_held
overall,ALB,4389,773,0.17612212349054454
overall,Rep-1347,78,19,0.24358974358974358
overall,Rep-2226,66,19,0.2878787878787879
overall,Rep-3437,26043,5209,0.20001535921360827
overall,Rep-4127,73,20,0.273972602739726
overall,Rep-5414,21,5,0.23809523809523808
overall,SKP,2990,549,0.18361204013377927
overall,SWO,5912,991,0.16762516914749662
overall,YFT,3835,687,0.17913950456323338
