summary,feature,total_amount,absolute_held,relative_held
overall,ALB,1922,1638,0.8522372528616025
overall,Rep-1347,25,23,0.92
overall,Rep-2226,28,26,0.9285714285714286
overall,Rep-3437,9784,8806,0.9000408830744072
overall,Rep-4127,31,28,0.9032258064516129
overall,Rep-5414,9,9,1
overall,SKP,1291,1121,0.8683191324554609
overall,SWO,2621,2187,0.8344143456695917
overall,YFT,1628,1399,0.8593366093366094
