Latitude,Longitude,SST,Number,season,Bathymetry,BathymetrySD,Dist2Coast,Season2,Nitrate,MLD,Chl,pa,Preds
-1,155,29.32653,0,octoberdec,-2.083152,153.294,213.6668,2,0.142724,34.47459,0.090044,0,0.28743960413046804
-1,155,29.3276,0,apriljune,-2.083152,153.294,213.6668,3,0.067516,33.96068,0.10218000000000001,0,0.31310988606099416
-1,156,28.96639,2,julsept,-1.989569,52.25608,280.02,4,0.077788,32.44974,0.089627,1,0.24399976998790024
-1,156,29.2816,0,apriljune,-1.989569,52.25608,280.02,3,0.152734,35.56956,0.10348,0,0.2984067968249999
-1,156,29.27048,0,octoberdec,-1.989569,52.25608,280.02,2,0.169232,36.00727,0.086445,0,0.2769506249305564
-1,157,29.26156,0,apriljune,-2.072355,111.4223,354.542,3,0.2466,35.93057,0.107662,0,0.26610998538083525
-1,157,29.19312,0,octoberdec,-2.072355,111.4223,354.542,2,0.174108,37.61411,0.097706,0,0.25529704264744957
-1,157,28.94402,1,julsept,-2.072355,111.4223,354.542,4,0.055981,32.97242,0.090963,1,0.22655762042313682
-1,158,29.12422,0,janmarch,-2.180103,56.30284,351.965,2,0.474946,39.66411,0.11899,0,0.20139943465960053
-1,158,29.27078,0,apriljune,-2.180103,56.30284,351.965,3,0.428272,33.78023,0.111254,0,0.23926214754759
-1,158,29.1057,1,octoberdec,-2.180103,56.30284,351.965,2,0.217306,37.3915,0.108043,1,0.23672929285866864
-1,158,28.95163,0,julsept,-2.180103,56.30284,351.965,4,0.041235,31.37144,0.093789,0,0.21164210419230964
-1,159,29.0904,0,octoberdec,-2.518708,211.5669,335.1435,2,0.430793,34.88721,0.114814,0,0.20339226721198675
-1,159,29.00544,0,julsept,-2.518708,211.5669,335.1435,4,0.004101,28.64986,0.091574,0,0.1845883514830235
-1,160,29.16119,0,octoberdec,-2.941997,150.6163,354.21,2,0.52588,32.887,0.11938,0,0.1744587448406902
-1,160,29.07184,0,julsept,-2.941997,150.6163,354.21,4,0.003852,26.81649,0.091455,0,0.16131262811526878
-1,161,29.10859,0,julsept,-3.753172,365.9818,404.1251,4,0,26.03814,0.094131,0,0.1493234817845592
-1,161,29.243,2,octoberdec,-3.753172,365.9818,404.1251,2,0.535599,32.52179,0.115647,1,0.1631404175743633
-1,162,29.07917,0,janmarch,-4.361796,105.6171,461.3618,2,0.030551,38.03017,0.116052,0,0.17769361165877146
-1,162,29.29505,0,octoberdec,-4.361796,105.6171,461.3618,2,0.419214,33.76378,0.120359,0,0.1534021075048767
-1,162,29.22794,0,apriljune,-4.361796,105.6171,461.3618,3,1.455382,31.84731,0.145227,0,0.12166265865117828
-1,162,29.11166,0,julsept,-4.361796,105.6171,461.3618,4,0,27.4538,0.100158,0,0.14288818235866477
-1,163,29.03458,0,janmarch,-4.441907,28.37459,395.1675,2,0.046617,40.90015,0.11497,0,0.1719359387593101
-1,164,29.29996,0,octoberdec,-4.419609,22.81422,290.1361,2,0.267349,38.58453,0.129714,0,0.15023238926180132
-1,164,29.190550000000002,0,apriljune,-4.419609,22.81422,290.1361,3,1.662824,38.18277,0.154889,0,0.11301650573956157
-1,165,29.11852,0,julsept,-4.397538,53.27001,192.2877,4,0.059856,36.16438,0.130672,0,0.13384781274328336
-1,165,29.1672,0,apriljune,-4.397538,53.27001,192.2877,3,1.982516,40.95652,0.16552,0,0.09738106714657627
-1,165,28.91025,0,janmarch,-4.397538,53.27001,192.2877,2,0.312327,45.55478,0.150733,0,0.13620802757934264
-1,166,29.15348,0,apriljune,-4.163793,511.42,120.0191,3,2.304916,43.44439,0.169882,0,0.08458530986577313
-1,166,29.15807,0,octoberdec,-4.163793,511.42,120.0191,2,0.434308,43.64076,0.12347,0,0.14749911327322898
-1,167,29.10247,3,octoberdec,-4.204065,218.9593,127.034,2,0.560536,45.02886,0.128102,1,0.1377317339892751
-1,167,28.87709,0,janmarch,-4.204065,218.9593,127.034,2,1.030311,47.49941,0.149037,0,0.11415424986335151
-1,168,28.87881,0,janmarch,-4.228135,60.85563,134.5527,2,1.477389,44.5621,0.154912,0,0.11098187575218617
-1,169,28.83895,0,janmarch,-4.278731,371.6125,74.58347,2,1.871457,42.33554,0.153193,0,0.11423447564231294
-1,170,29.03306,0,apriljune,-4.436743,126.028,128.8668,3,1.812165,38.72692,0.179189,0,0.1136676109907743
-1,170,28.77579,0,janmarch,-4.436743,126.028,128.8668,2,2.186567,42.33327,0.162569,0,0.10368049106696922
-1,171,28.85079,0,julsept,-4.400079,180.2331,224.3879,4,2.322167,37.8212,0.163949,0,0.07711669657255532
-1,173,28.80254,0,julsept,-4.457814,461.4265,130.0412,4,2.608463,43.55411,0.165547,0,0.06621356832974126
-1,178,28.59546,0,julsept,-5.384087,543.2022,217.5425,4,1.089898,47.91087,0.174875,0,0.09522009416736298
-1,179,28.77058,1,octoberdec,-5.397614,75.13231,322.4864,2,2.609372,55.78323,0.168578,1,0.0698751833546215
-1,179,28.29848,3,janmarch,-5.397614,75.13231,322.4864,2,0.470241,54.67941,0.177203,1,0.14126583049145616
-1,179,28.57408,0,julsept,-5.397614,75.13231,322.4864,4,0.834398,49.25093,0.175826,0,0.095559809830011
-10,133,26.29798,0,julsept,-0.1301776,37.46995,73.67072,4,0.159768,41.72921,0.314746,0,0.11727749402877517
-10,144,25.45435,0,julsept,-0.2855554,421.0868,85.48943,4,0.208892,33.00887,0.326279,0,0.22268312052205705
-10,144,27.7645,0,octoberdec,-0.2855554,421.0868,85.48943,2,0.307625,11.46378,0.263153,0,0.29414976320024205
-10,145,27.58164,1,octoberdec,-1.53651,381.6239,161.6377,2,0.124127,12.61602,0.18678,1,0.43023015013948657
-10,145,25.45688,0,julsept,-1.53651,381.6239,161.6377,4,0.313503,35.67462,0.157691,0,0.2946331501793361
-10,146,25.51257,0,julsept,-1.644942,677.6444,123.8177,4,0.304693,38.80919,0.307389,0,0.08646520852999637
-10,146,27.47051,0,octoberdec,-1.644942,677.6444,123.8177,2,0.126244,14.70628,0.353647,0,0.33586010197207966
-10,147,25.55905,0,julsept,-1.017043,820.9071,56.92054,4,0.026101,41.33168,0.408907,0,0.48625541519348736
-10,147,27.43637,0,octoberdec,-1.017043,820.9071,56.92054,2,0.156193,17.21574,0.471401,0,0.6014499958584029
-10,151,26.38806,0,julsept,-1.460483,868.5861,12.18725,4,0.017651,32.26302,0.145341,0,0.41072477125225987
-10,151,27.91292,0,octoberdec,-1.460483,868.5861,12.18725,2,0.156242,19.90532,0.135696,0,0.4659555436484556
-10,151,27.75807,3,apriljune,-1.460483,868.5861,12.18725,3,0.231548,25.43137,0.206399,1,0.3567822317504513
-10,152,26.6258,0,julsept,-1.483658,1021.528,21.29232,4,0,33.54961,0.178204,0,0.370275212844064
-10,153,28.26659,0,octoberdec,-1.837788,909.7963,61.71238,2,0.219082,24.96576,0.117318,0,0.3888686483609854
-10,153,26.85297,0,julsept,-1.837788,909.7963,61.71238,4,0,35.20461,0.145649,0,0.36565383565562154
-10,153,27.97652,0,apriljune,-1.837788,909.7963,61.71238,3,0.235529,27.76378,0.134252,0,0.4308603807096998
-10,154,28.16058,1,apriljune,-3.205649,627.0285,95.41066,3,0.237397,28.79065,0.120892,1,0.34134668777406924
-10,154,29.24827,0,janmarch,-3.205649,627.0285,95.41066,2,0.045125,19.10011,0.09807,0,0.24232386130959954
-10,154,27.03732,0,julsept,-3.205649,627.0285,95.41066,4,0,36.14832,0.138661,0,0.28643764779267894
-10,154,28.46468,0,octoberdec,-3.205649,627.0285,95.41066,2,0.248558,26.2626,0.122705,0,0.2773755387106308
-10,155,27.20082,0,julsept,-3.479252,305.1015,165.8004,4,0,37.17322,0.136059,0,0.2721650690457365
-10,155,29.33077,0,janmarch,-3.479252,305.1015,165.8004,2,0.052549,20.04612,0.107331,0,0.2162213845923603
-10,155,28.57153,0,octoberdec,-3.479252,305.1015,165.8004,2,0.26457,26.92523,0.129608,0,0.24894248558721843
-10,155,28.33193,0,apriljune,-3.479252,305.1015,165.8004,3,0.24202099999999999,30.08725,0.125505,0,0.30786902538264704
-10,156,27.35497,0,julsept,-3.622257,376.9205,211.812,4,0,38.83638,0.147135,0,0.24581940085812354
-10,156,28.59759,1,octoberdec,-3.622257,376.9205,211.812,2,0.247376,27.43214,0.118269,1,0.25323137294644066
-10,156,28.48215,0,apriljune,-3.622257,376.9205,211.812,3,0.213177,31.95222,0.122665,0,0.29221894959560396
-10,157,27.50338,0,julsept,-3.792769,463.8059,188.9285,4,0,40.79409,0.15884,0,0.22165547917855044
-10,157,28.64064,3,octoberdec,-3.792769,463.8059,188.9285,2,0.243055,28.03745,0.111745,1,0.2572332371229022
-10,157,29.34361,0,janmarch,-3.792769,463.8059,188.9285,2,0.081474,20.96471,0.112444,0,0.19987828449244144
-10,157,28.60852,1,apriljune,-3.792769,463.8059,188.9285,3,0.191844,33.4515,0.141923,1,0.26125424110069756
-10,158,27.64833,0,julsept,-3.084244,1301.276,140.8059,4,0.04994,41.73148,0.179597,0,0.18911065234548824
-10,158,28.69516,4,octoberdec,-3.084244,1301.276,140.8059,2,0.185996,28.30869,0.139101,1,0.23270243680339903
-10,158,29.34437,0,janmarch,-3.084244,1301.276,140.8059,2,0.126299,20.6285,0.110379,0,0.20370556226952152
-10,158,28.70336,0,apriljune,-3.084244,1301.276,140.8059,3,0.170716,33.76932,0.145102,0,0.2562017066339768
-10,159,28.71649,3,octoberdec,-1.890491,1404.882,67.91228,2,0.107725,29.20871,0.168148,1,0.27834523049137605
-10,159,28.73346,0,apriljune,-1.890491,1404.882,67.91228,3,0.110943,33.45333,0.164741,0,0.3100410003947811
-10,161,27.93105,0,julsept,-1.486037,838.7468,16.20443,4,0,41.16712,0.133248,0,0.3380888143418452
-10,161,28.73222,1,octoberdec,-1.486037,838.7468,16.20443,2,3.3e-4,29.91281,0.128885,1,0.3782506671245917
-10,162,27.93429,0,julsept,-3.96382,1121.761,34.38883,4,5.22e-4,41.00873,0.106095,0,0.26664106339816296
-10,162,28.74162,0,apriljune,-3.96382,1121.761,34.38883,3,0.001472,28.10644,0.127753,0,0.2899954810433863
-10,162,28.73365,1,octoberdec,-3.96382,1121.761,34.38883,2,5.62e-4,31.42217,0.086228,1,0.30633099871158204
-10,166,28.08764,2,julsept,-2.898344,909.6397,33.69105,4,0.054076,45.18697,0.087112,1,0.27936155754998143
-10,167,28.8147,0,octoberdec,-3.378897,857.4921,76.90635,2,0.066217,34.21799,0.055769,0,0.2599969411796999
-10,168,28.88834,0,apriljune,-3.826676,543.0294,152.9973,3,0.065662,34.20426,0.091323,0,0.3856523132284796
-10,169,28.92089,0,apriljune,-4.029314,720.5209,209.3467,3,0.052702,35.73474,0.089433,0,0.39022058256759723
-10,171,28.22632,0,julsept,-4.863751,257.3919,352.8685,4,0.052125,44.02159,0.075813,0,0.29805998347808327
-11,144,25.21068,0,julsept,-1.008297,455.0993,123.094,4,0.289123,45.89844,0.173627,0,0.2300068335045923
-11,144,27.73823,1,octoberdec,-1.008297,455.0993,123.094,2,0.096967,21.1896,0.150439,1,0.4961339220092556
-11,145,27.56994,1,octoberdec,-1.288893,382.0539,215.8325,2,0.103141,23.09338,0.140555,1,0.4763490929631474
-11,145,25.29744,0,julsept,-1.288893,382.0539,215.8325,4,0.280325,48.50607,0.131605,0,0.2261797040518211
-11,146,25.45121,0,julsept,-1.834997,241.3059,206.2903,4,0.263314,51.21237,0.126709,0,0.18558998361945586
-11,146,27.43937,0,octoberdec,-1.834997,241.3059,206.2903,2,0.109994,24.84458,0.11566800000000001,0,0.4554545272865234
-11,147,25.55282,0,julsept,-2.139879,587.114,157.1376,4,0.231735,51.76899,0.194611,0,0.1173342859692448
-11,147,27.41109,0,octoberdec,-2.139879,587.114,157.1376,2,0.118847,24.50179,0.206953,0,0.263567766845447
-11,147,27.26904,0,apriljune,-2.139879,587.114,157.1376,3,0.258596,36.21377,0.247607,0,0.16533680767972067
-11,148,27.47964,1,octoberdec,-1.615872,824.196,140.0614,2,0.116091,22.98025,0.303392,1,0.1524145696719843
-11,148,25.60812,0,julsept,-1.615872,824.196,140.0614,4,0.209435,49.89054,0.38178,0,0.21190609491701098
-11,148,27.33412,1,apriljune,-1.615872,824.196,140.0614,3,0.24141,33.16841,0.398152,1,0.56870055879475645
-11,149,25.69809,1,julsept,-1.174538,801.9806,110.2924,4,0.204666,43.9375,0.398885,1,0.37396370049657135
-11,149,27.55763,0,octoberdec,-1.174538,801.9806,110.2924,2,0.105717,19.87856,0.251374,0,0.2026295206613184
-11,150,27.60794,0,octoberdec,-0.4682432,565.4115,76.30373,2,0.225712,16.88887,0.276687,0,0.2336547557203909
-11,150,25.81637,0,julsept,-0.4682432,565.4115,76.30373,4,0.142391,37.21213,0.354193,0,0.31687508094152955
-11,151,27.48678,0,apriljune,-0.7628929,749.0495,54.52813,3,0.230277,27.30331,0.278042,0,0.22873876793073722
-11,151,25.96254,1,julsept,-0.7628929,749.0495,54.52813,4,0.06098,34.1343,0.220975,1,0.25333545931368
-11,151,27.68446,0,octoberdec,-0.7628929,749.0495,54.52813,2,0.106418,16.8313,0.208506,0,0.4040467371529727
-11,152,27.54552,1,apriljune,-1.745603,956.5357,34.9923,3,0.233815,27.55101,0.189649,1,0.37852611224449484
-11,152,26.1543,0,julsept,-1.745603,956.5357,34.9923,4,0.013366,34.60196,0.164594,0,0.3152598943968091
-11,152,27.79584,0,octoberdec,-1.745603,956.5357,34.9923,2,0.154897,18.75411,0.142475,0,0.40756204208910934
-11,153,27.96856,0,octoberdec,-2.884763,574.5677,18.06607,2,0.202898,22.09883,0.105585,0,0.34582928164414123
-11,153,27.66677,0,apriljune,-2.884763,574.5677,18.06607,3,0.231121,28.6797,0.136912,0,0.36799036997065787
-11,153,28.998169999999998,0,janmarch,-2.884763,574.5677,18.06607,2,0.08072,13.87383,0.109268,0,0.2700039831045483
-11,153,26.383,0,julsept,-2.884763,574.5677,18.06607,4,0,37.22604,0.130175,0,0.27403840207574914
-11,154,27.83454,0,apriljune,-2.902697,669.9802,43.35141,3,0.233488,31.14452,0.125424,0,0.3660050202078456
-11,154,26.61114,0,julsept,-2.902697,669.9802,43.35141,4,0,40.8456,0.130164,0,0.25919822776134405
-11,154,28.17582,0,octoberdec,-2.902697,669.9802,43.35141,2,0.240168,26.43023,0.098941,0,0.33108954509537925
-11,154,29.14105,0,janmarch,-2.902697,669.9802,43.35141,2,0.06725,17.02237,0.094607,0,0.2532480419124078
-11,155,26.81153,0,julsept,-2.808907,1081.867,137.1869,4,0,44.19234,0.148395,0,0.22201048193277934
-11,155,28.30147,1,octoberdec,-2.808907,1081.867,137.1869,2,0.259428,30.38463,0.102533,1,0.3145721458802783
-11,155,27.99677,0,apriljune,-2.808907,1081.867,137.1869,3,0.23684,34.07172,0.12777,0,0.33920405511939267
-11,156,28.35361,1,octoberdec,-3.381184,684.127,243.2649,2,0.252616,33.06444,0.101737,1,0.2921577601627233
-11,156,26.99054,0,julsept,-3.381184,684.127,243.2649,4,0,47.06653,0.150725,0,0.1901139066974843
-11,157,28.41476,2,octoberdec,-2.198943,1339.191,247.26,2,0.236794,33.59445,0.102019,1,0.32699133680400705
-11,157,27.15961,0,julsept,-2.198943,1339.191,247.26,4,0,48.19029,0.151406,0,0.21402492138529294
-11,158,28.48083,0,octoberdec,-2.801277,827.9431,142.8476,2,0.173043,31.38782,0.120505,0,0.2774058178449071
-11,158,27.32133,1,julsept,-2.801277,827.9431,142.8476,4,0.045861,46.89051,0.162779,1,0.19109487209006856
-11,158,29.26514,0,janmarch,-2.801277,827.9431,142.8476,2,0.132022,21.18262,0.091257,0,0.2225954738658374
-11,159,27.44241,0,julsept,-3.165168,991.4988,46.50912,4,0.063347,45.42741,0.179053,0,0.17963808998014769
-11,159,28.48338,0,octoberdec,-3.165168,991.4988,46.50912,2,0.091945,29.16284,0.131743,0,0.2683853096106062
-11,159,28.48375,0,apriljune,-3.165168,991.4988,46.50912,3,0.101415,34.1427,0.143944,0,0.2850893539834892
-11,160,28.44287,4,octoberdec,-3.810497,1310.838,31.90156,2,0.031089,28.1621,0.119246,1,0.2911867087417389
-11,161,27.59253,0,julsept,-2.171265,1705.821,75.66563,4,0.028064,42.29869,0.157584,0,0.2613944791170039
-11,161,28.43338,1,octoberdec,-2.171265,1705.821,75.66563,2,0.019406,29.23289,0.153051,1,0.3097243088639023
-11,162,28.45571,2,octoberdec,-2.827019,1460.791,73.58145,2,5.36e-4,31.27612,0.11791600000000001,1,0.31993588833560926
-11,162,29.29893,0,janmarch,-2.827019,1460.791,73.58145,2,0.00141,18.41456,0.118046,0,0.23059096645482174
-11,163,28.48587,3,octoberdec,-3.084916,791.8461,135.5298,2,3.41e-4,33.32358,0.074907,1,0.32272164257705616
-11,163,27.62468,0,julsept,-3.084916,791.8461,135.5298,4,0.001623,43.9586,0.105,0,0.2753432471517133
-11,163,29.30938,0,janmarch,-3.084916,791.8461,135.5298,2,0.001582,20.46731,0.091457,0,0.24870597661656477
-11,166,27.70474,0,julsept,-1.564838,814.1378,29.55515,4,0.047635,45.44436,0.116364,0,0.39763067277765485
-11,167,27.78687,0,julsept,-2.450737,805.0678,65.55647,4,0.062422,46.21222,0.09397,0,0.338625943055192
-11,168,28.60511,2,octoberdec,-3.574181,292.186,95.74895,2,0.060189,35.2883,0.051736,1,0.28135339670416293
-11,169,28.73765,0,apriljune,-3.632247,530.2392,116.9359,3,0.05415,39.08909,0.094444,0,0.4206477973072478
-11,171,28.78536,0,apriljune,-4.202009,607.3416,304.8789,3,0.042078,38.08293,0.080458,0,0.4293895873814404
-11,172,28.76664,0,apriljune,-3.885848,563.1718,409.5389,3,0.045905,36.40755,0.074805,0,0.43543628378817284
-11,173,28.76551,2,apriljune,-4.676286,393.0494,395.5975,3,0.045707,35.75274,0.073814,1,0.4475834728095739
-11,178,29.0752,0,apriljune,-4.694328,192.4834,131.1876,3,0.081101,35.01174,0.0595,0,0.4316925315189345
-12,144,27.65219,0,octoberdec,-1.664695,733.0321,109.7309,2,0.081139,29.81634,0.129253,0,0.41819221518598465
-12,144,24.94927,0,julsept,-1.664695,733.0321,109.7309,4,0.230863,56.71822,0.143805,0,0.1265032656537185
-12,145,25.10047,0,julsept,-1.779692,354.4769,201.1541,4,0.224113,60.1573,0.119288,0,0.1376461317931814
-12,145,27.52569,0,octoberdec,-1.779692,354.4769,201.1541,2,0.084802,32.60945,0.103392,0,0.45316319599366167
-12,146,27.40767,1,octoberdec,-2.275923,589.1556,251.7005,2,0.082709,35.54602,0.09902,1,0.41074862677201956
-12,146,25.29572,0,julsept,-2.275923,589.1556,251.7005,4,0.212309,63.94196,0.128127,0,0.11727147453837176
-12,147,25.44843,0,julsept,-2.847211,480.8761,259.9647,4,0.186883,64.70126,0.120623,0,0.11580188639234498
-12,147,27.39156,0,octoberdec,-2.847211,480.8761,259.9647,2,0.098366,35.3342,0.094073,0,0.3845723295700364
-12,148,27.45783,0,octoberdec,-2.698327,558.6652,247.8945,2,0.095058,31.60815,0.083832,0,0.3902172808205424
-12,148,25.54375,0,julsept,-2.698327,558.6652,247.8945,4,0.163199,60.41351,0.123183,0,0.124021558277701
-12,149,27.50586,0,octoberdec,-2.673954,606.7812,213.0387,2,0.099418,25.18616,0.091902,0,0.38136778462923354
-12,149,25.59016,1,julsept,-2.673954,606.7812,213.0387,4,0.150022,51.69525,0.1283,1,0.13974524135234376
-12,150,27.53164,0,octoberdec,-2.796744,1048.897,181.1022,2,0.097742,20.2897,0.123237,0,0.3375205601472108
-12,150,25.63067,0,julsept,-2.796744,1048.897,181.1022,4,0.112176,44.46912,0.151991,0,0.1592122400169124
-12,151,27.58318,0,octoberdec,-2.434528,1454.309,155.53,2,0.089207,19.87688,0.147812,0,0.32821248435401673
-12,151,25.71883,0,julsept,-2.434528,1454.309,155.53,4,0.067279,41.93454,0.196956,0,0.13568567320746724
-12,152,25.86532,0,julsept,-1.823639,1610.797,129.5528,4,0.027335,41.95961,0.230727,0,0.10127679450435084
-12,152,27.65637,0,octoberdec,-1.823639,1610.797,129.5528,2,0.129504,21.44038,0.194099,0,0.29019850546671394
-12,153,27.78976,1,octoberdec,-0.8525489,958.495,97.93058,2,0.208684,24.06942,0.210029,1,0.3319657517613309
-12,153,26.06995,0,julsept,-0.8525489,958.495,97.93058,4,0.031528,43.35695,0.247782,0,0.1266957689804615
-12,154,27.95508,0,octoberdec,-1.819917,1061.3,121.8018,2,0.227907,28.41375,0.100381,0,0.40891688616624383
-12,154,26.2896,0,julsept,-1.819917,1061.3,121.8018,4,0.016561,46.6279,0.134495,0,0.2423078098916846
-12,155,28.05118,0,octoberdec,-2.989737,833.8907,182.9271,2,0.257487,32.86604,0.093114,0,0.3228602889412991
-12,155,26.48054,0,julsept,-2.989737,833.8907,182.9271,4,0.013807,50.24889,0.137053,0,0.1690131856549985
-12,156,28.0967,0,octoberdec,-2.653556,574.7359,272.4578,2,0.258189,35.75494,0.09869,0,0.3139588627322612
-12,156,26.64907,0,julsept,-2.653556,574.7359,272.4578,4,5.95e-4,52.70739,0.14388,0,0.16307978580196866
-12,157,26.79807,0,julsept,-2.364113,279.1604,281.9879,4,0.005083,53.66031,0.155649,0,0.16740097578101196
-12,158,26.93062,0,julsept,-3.158025,317.4046,191.7158,4,0.03997,52.83619,0.155845,0,0.15807223897960296
-12,158,28.20852,3,octoberdec,-3.158025,317.4046,191.7158,2,0.150684,34.77562,0.09255,1,0.3118349985892996
-12,159,28.21333,0,octoberdec,-2.724185,1141.864,116.9207,2,0.08146,33.2305,0.100986,0,0.3347177487835332
-12,160,28.17605,0,octoberdec,-2.693621,1180.036,78.66916,2,0.032507,33.64946,0.097125,0,0.35573691772421306
-12,161,29.16133,0,janmarch,-4.677263,941.6612,128.7254,2,0.002454,20.09715,0.076089,0,0.2234658531230692
-12,161,28.1502,0,octoberdec,-4.677263,941.6612,128.7254,2,0,34.40006,0.105726,0,0.33709351711661617
-12,162,28.15293,3,octoberdec,-5.080443,1449.196,178.7228,2,0,35.23844,0.089421,1,0.3537787581954992
