Latitude,Longitude,SST,Number,season,Bathymetry,BathymetrySD,species,Dist2Coast,ocean,Season2,Nitrate,MLD,Chl,pa,logPred
-1,151,29.1563987731934,1,julsept,-5.050030625,560.680853,skipjack tuna,123.38230224,pacific,4,0.050031,30.99004,0.089504,0,0.15633365552824993
-1,151,29.3881092071533,1,apriljune,-5.050030625,560.680853,skipjack tuna,123.38230224,pacific,3,0.011451,29.580037,0.091942,0,0.13623566322882097
-1,151,29.5048370361328,2,octoberdec,-5.050030625,560.680853,skipjack tuna,123.38230224,pacific,2,0.084228,30.060049,0.106109,1,0.17274096762309119
-1,151,29.3548831939697,1,janmarch,-5.050030625,560.680853,skipjack tuna,123.38230224,pacific,2,0.059159,28.662404,0.129934,0,0.15874528076275063
-1,152,29.1673183441162,1,julsept,-4.409655833,213.921419,skipjack tuna,133.01516096,pacific,4,0.052576,30.463789,0.093833,0,0.15766470734587762
-1,152,29.501314163208,3,octoberdec,-4.409655833,213.921419,skipjack tuna,133.01516096,pacific,2,0.095275,32.292102,0.103232,1,0.17261451453597898
-1,152,29.3941116333008,4,janmarch,-4.409655833,213.921419,skipjack tuna,133.01516096,pacific,2,0.075127,31.878163,0.11964,1,0.16275417373899975
-1,152,29.4319438934326,1,apriljune,-4.409655833,213.921419,skipjack tuna,133.01516096,pacific,3,0.010567,30.100365,0.095092,0,0.13982578463201956
-1,153,29.4603977203369,2,octoberdec,-3.938432847,323.447253,skipjack tuna,169.43854768,pacific,2,0.107249,33.26046,0.096333,1,0.16900671761118385
-1,153,29.1285400390625,4,julsept,-3.938432847,323.447253,skipjack tuna,169.43854768,pacific,4,0.057798,29.352547,0.094918,1,0.15264941806873403
-1,153,29.4305019378662,1,apriljune,-3.938432847,323.447253,skipjack tuna,169.43854768,pacific,3,0.010484,31.006877,0.094105,0,0.1397745851627464
-1,154,29.3823280334473,1,apriljune,-2.878315347,336.530253,skipjack tuna,181.0850736,pacific,3,0.032559,32.411746,0.095891,0,0.13595620482480983
-1,154,29.3902015686035,1,octoberdec,-2.878315347,336.530253,skipjack tuna,181.0850736,pacific,2,0.115346,33.825212,0.09498,0,0.1625407190188558
-1,155,28.9912796020508,1,julsept,-2.083151806,153.293982,skipjack tuna,213.666832,pacific,4,0.085314,30.970564,0.089715,0,0.13404621827405883
-1,155,29.3265266418457,1,octoberdec,-2.083151806,153.293982,skipjack tuna,213.666832,pacific,2,0.142724,34.474588,0.090044,0,0.15641960264965105
-1,155,29.3276023864746,1,apriljune,-2.083151806,153.293982,skipjack tuna,213.666832,pacific,3,0.067516,33.96068,0.10218000000000001,0,0.13145970756325104
-1,156,28.9663906097412,3,julsept,-1.989569375,52.256082,skipjack tuna,280.0199648,pacific,4,0.077788,32.449743,0.089627,1,0.13055227563368205
-1,156,29.2815990447998,1,apriljune,-1.989569375,52.256082,skipjack tuna,280.0199648,pacific,3,0.152734,35.569558,0.10348,0,0.12755162713872725
-1,156,29.2704753875732,1,octoberdec,-1.989569375,52.256082,skipjack tuna,280.0199648,pacific,2,0.169232,36.007269,0.086445,0,0.1508477217751595
-1,157,29.2615604400635,1,apriljune,-2.072354722,111.422311,skipjack tuna,354.542032000001,pacific,3,0.2466,35.930567,0.107662,0,0.1257806900638925
-1,157,29.1931190490723,1,octoberdec,-2.072354722,111.422311,skipjack tuna,354.542032000001,pacific,2,0.174108,37.614111,0.097706,0,0.14266661322975085
-1,157,28.944019317627,2,julsept,-2.072354722,111.422311,skipjack tuna,354.542032000001,pacific,4,0.055981,32.972419,0.090963,1,0.12732273595384455
-1,158,29.1242218017578,1,janmarch,-2.180102708,56.302843,skipjack tuna,351.9649584,pacific,2,0.474946,39.66411,0.11899,0,0.13495108244420598
-1,158,29.2707805633545,1,apriljune,-2.180102708,56.302843,skipjack tuna,351.9649584,pacific,3,0.428272,33.780232,0.111254,0,0.12646966257325135
-1,158,29.1056976318359,2,octoberdec,-2.180102708,56.302843,skipjack tuna,351.9649584,pacific,2,0.217306,37.391501,0.108043,1,0.13260698433032106
-1,158,28.9516296386719,1,julsept,-2.180102708,56.302843,skipjack tuna,351.9649584,pacific,4,0.041235,31.371442,0.093789,0,0.12832916668988645
-1,159,29.0904006958008,1,octoberdec,-2.518708472,211.566942,skipjack tuna,335.1435008,pacific,2,0.430793,34.887213,0.114814,0,0.13060873497056594
-1,159,29.0054378509521,1,julsept,-2.518708472,211.566942,skipjack tuna,335.1435008,pacific,4,0.004101,28.64986,0.091574,0,0.13590424792176511
-1,160,29.161190032959,1,octoberdec,-2.941997083,150.616318,skipjack tuna,354.210044799999,pacific,2,0.52588,32.886996,0.11938,0,0.13874689857965947
-1,160,29.0718441009521,1,julsept,-2.941997083,150.616318,skipjack tuna,354.210044799999,pacific,4,0.003852,26.81649,0.091455,0,0.14496886209290447
-1,161,29.1085929870605,1,julsept,-3.753171667,365.981837,skipjack tuna,404.1251472,pacific,4,0,26.03814,0.094131,0,0.14980221644383787
-1,161,29.2430000305176,3,octoberdec,-3.753171667,365.981837,skipjack tuna,404.1251472,pacific,2,0.535599,32.521787,0.115647,1,0.14770266512497143
-1,162,29.0791702270508,1,janmarch,-4.361795972,105.617123,skipjack tuna,461.3618016,pacific,2,0.030551,38.030173,0.116052,0,0.1294617550978856
-1,162,29.295051574707,1,octoberdec,-4.361795972,105.617123,skipjack tuna,461.3618016,pacific,2,0.419214,33.763784,0.120359,0,0.15320270855129553
-1,162,29.2279434204102,1,apriljune,-4.361795972,105.617123,skipjack tuna,461.3618016,pacific,3,1.455382,31.847307,0.145227,0,0.12244647206226378
-1,162,29.1116638183594,1,julsept,-4.361795972,105.617123,skipjack tuna,461.3618016,pacific,4,0,27.453804,0.100158,0,0.15031105949749382
-1,163,29.0345840454102,1,janmarch,-4.441906875,28.374592,skipjack tuna,395.167488,pacific,2,0.046617,40.900149,0.11497,0,0.12414437023204573
-1,164,29.2999610900879,1,octoberdec,-4.419609167,22.814215,skipjack tuna,290.136128,pacific,2,0.267349,38.584533,0.129714,0,0.154071485565108
-1,164,29.1905498504639,1,apriljune,-4.419609167,22.814215,skipjack tuna,290.136128,pacific,3,1.662824,38.182768,0.154889,0,0.11932698045976319
-1,165,29.1185188293457,1,julsept,-4.397538264,53.270012,skipjack tuna,192.287664,pacific,4,0.059856,36.164381,0.130672,0,0.15186666604328264
-1,165,29.1671981811523,1,apriljune,-4.397538264,53.270012,skipjack tuna,192.287664,pacific,3,1.982516,40.956522,0.16552,0,0.11724354363923564
-1,165,28.9102516174316,1,janmarch,-4.397538264,53.270012,skipjack tuna,192.287664,pacific,2,0.312327,45.554782,0.150733,0,0.10830839744732607
-1,166,29.1534786224365,1,apriljune,-4.16379336,511.419956,skipjack tuna,120.01912576,pacific,3,2.304916,43.444386,0.169882,0,0.11604954151222227
-1,166,29.1580677032471,1,octoberdec,-4.16379336,511.419956,skipjack tuna,120.01912576,pacific,2,0.434308,43.640758,0.12347,0,0.13915034144058927
-1,167,29.1024742126465,4,octoberdec,-4.204065208,218.959264,skipjack tuna,127.0339664,pacific,2,0.560536,45.028863,0.128102,1,0.1327411069238805
-1,167,28.8770904541016,1,janmarch,-4.204065208,218.959264,skipjack tuna,127.0339664,pacific,2,1.030311,47.499405,0.149037,0,0.10414287691137208
-1,168,28.8788070678711,1,janmarch,-4.228135486,60.855634,skipjack tuna,134.55274656,pacific,2,1.477389,44.562096,0.154912,0,0.10419936080556214
-1,169,28.8389472961426,1,janmarch,-4.278730938,371.612466,skipjack tuna,74.5834708799999,pacific,2,1.871457,42.335538,0.153193,0,0.09913096695788619
-1,170,29.0330581665039,1,apriljune,-4.436743472,126.028029,skipjack tuna,128.86677408,pacific,3,1.812165,38.726918,0.179189,0,0.10337193751897465
-1,170,28.7757949829102,1,janmarch,-4.436743472,126.028029,skipjack tuna,128.86677408,pacific,2,2.186567,42.333273,0.162569,0,0.09193465413225282
-1,171,28.8507862091064,1,julsept,-4.400079306,180.233136,skipjack tuna,224.3878944,pacific,4,2.322167,37.821198,0.163949,0,0.11426712698719667
-1,173,28.8025360107422,1,julsept,-4.457814375,461.426471,skipjack tuna,130.041164,pacific,4,2.608463,43.554109,0.165547,0,0.10820711030644001
-1,178,28.5954608917236,1,julsept,-5.384086597,543.202165,skipjack tuna,217.5425344,pacific,4,1.089898,47.910867,0.174875,0,0.08920913712980766
-1,179,28.7705764770508,2,octoberdec,-5.397614028,75.132306,skipjack tuna,322.486432,pacific,2,2.609372,55.783227,0.168578,1,0.09204427157388144
-1,179,28.2984752655029,4,janmarch,-5.397614028,75.132306,skipjack tuna,322.486432,pacific,2,0.470241,54.679411,0.177203,1,0.07608029210331076
-1,179,28.5740833282471,1,julsept,-5.397614028,75.132306,skipjack tuna,322.486432,pacific,4,0.834398,49.250926,0.175826,0,0.08825925352463548
-10,133,26.2979755401611,1,julsept,-0.130177639,37.469947,skipjack tuna,73.670718992,pacific,4,0.159768,41.729206,0.314746,0,0.05164541371436037
-10,144,25.454345703125,1,julsept,-0.285555409,421.086781,skipjack tuna,85.4894282239999,pacific,4,0.208892,33.008867,0.326279,0,0.03647254657953187
-10,144,27.7644958496094,1,octoberdec,-0.285555409,421.086781,skipjack tuna,85.4894282239999,pacific,2,0.307625,11.463775,0.263153,0,0.09480366410122737
-10,145,27.5816421508789,2,octoberdec,-1.536510139,381.623941,skipjack tuna,161.6377072,pacific,2,0.124127,12.61602,0.18678,1,0.09146680285116068
-10,145,25.4568767547607,1,julsept,-1.536510139,381.623941,skipjack tuna,161.6377072,pacific,4,0.313503,35.67462,0.157691,0,0.036567795047096244
-10,146,25.5125732421875,1,julsept,-1.644942187,677.644351,skipjack tuna,123.817724,pacific,4,0.304693,38.809192,0.307389,0,0.03751881008469142
-10,146,27.4705104827881,1,octoberdec,-1.644942187,677.644351,skipjack tuna,123.817724,pacific,2,0.126244,14.706285,0.353647,0,0.08930973012537877
-10,147,25.5590534210205,1,julsept,-1.017043234,820.907132,skipjack tuna,56.920540722688,pacific,4,0.026101,41.331682,0.408907,0,0.038321378104835026
-10,147,27.436372756958,1,octoberdec,-1.017043234,820.907132,skipjack tuna,56.920540722688,pacific,2,0.156193,17.215738,0.471401,0,0.0884707887182296
-10,151,26.3880615234375,1,julsept,-1.460482695,868.586127,skipjack tuna,12.18724898672,pacific,4,0.017651,32.263025,0.145341,0,0.053438784421824516
-10,151,27.9129219055176,1,octoberdec,-1.460482695,868.586127,skipjack tuna,12.18724898672,pacific,2,0.156242,19.905322,0.135696,0,0.10093402140670257
-10,151,27.7580738067627,4,apriljune,-1.460482695,868.586127,skipjack tuna,12.18724898672,pacific,3,0.231548,25.431368,0.206399,1,0.07918291222108269
-10,152,26.625804901123,1,julsept,-1.483658211,1021.527966,skipjack tuna,21.29231541232,pacific,4,0,33.549612,0.178204,0,0.06022199101028183
-10,153,28.2665863037109,1,octoberdec,-1.837788039,909.796277,skipjack tuna,61.7123775856,pacific,2,0.219082,24.96576,0.117318,0,0.11412064667149012
-10,153,26.8529682159424,1,julsept,-1.837788039,909.796277,skipjack tuna,61.7123775856,pacific,4,0,35.204607,0.145649,0,0.0694672144918415
-10,153,27.9765186309814,1,apriljune,-1.837788039,909.796277,skipjack tuna,61.7123775856,pacific,3,0.235529,27.763778,0.134252,0,0.08707861902905102
-10,154,28.1605758666992,2,apriljune,-3.205648681,627.028505,skipjack tuna,95.4106614400001,pacific,3,0.237397,28.790654,0.120892,1,0.09426584173368914
-10,154,29.2482738494873,1,janmarch,-3.205648681,627.028505,skipjack tuna,95.4106614400001,pacific,2,0.045125,19.100108,0.09807,0,0.2153440370155636
-10,154,27.0373229980469,1,julsept,-3.205648681,627.028505,skipjack tuna,95.4106614400001,pacific,4,0,36.148322,0.138661,0,0.07976411870614424
-10,154,28.4646778106689,1,octoberdec,-3.205648681,627.028505,skipjack tuna,95.4106614400001,pacific,2,0.248558,26.262597,0.122705,0,0.11295522175618086
-10,155,27.2008190155029,1,julsept,-3.479251875,305.101489,skipjack tuna,165.80035424,pacific,4,0,37.17322,0.136059,0,0.08999437032626749
-10,155,29.3307723999023,1,janmarch,-3.479251875,305.101489,skipjack tuna,165.80035424,pacific,2,0.052549,20.046119,0.107331,0,0.22666759684098436
-10,155,28.5715293884277,1,octoberdec,-3.479251875,305.101489,skipjack tuna,165.80035424,pacific,2,0.26457,26.925231,0.129608,0,0.11588109095801123
-10,155,28.3319282531738,1,apriljune,-3.479251875,305.101489,skipjack tuna,165.80035424,pacific,3,0.24202099999999999,30.08725,0.125505,0,0.09493644170869886
-10,156,27.3549690246582,1,julsept,-3.622256667,376.92045,skipjack tuna,211.8120368,pacific,4,0,38.836379,0.147135,0,0.09870880878945167
-10,156,28.5975914001465,2,octoberdec,-3.622256667,376.92045,skipjack tuna,211.8120368,pacific,2,0.247376,27.432136,0.118269,1,0.11748385060411103
-10,156,28.4821472167969,1,apriljune,-3.622256667,376.92045,skipjack tuna,211.8120368,pacific,3,0.213177,31.952222,0.122665,0,0.09453782769447834
-10,157,27.5033760070801,1,julsept,-3.792768611,463.805875,skipjack tuna,188.928512,pacific,4,0,40.794095,0.15884,0,0.10419513440439332
-10,157,28.6406383514404,4,octoberdec,-3.792768611,463.805875,skipjack tuna,188.928512,pacific,2,0.243055,28.03745,0.111745,1,0.12095321661914661
-10,157,29.3436088562012,1,janmarch,-3.792768611,463.805875,skipjack tuna,188.928512,pacific,2,0.081474,20.964707,0.112444,0,0.22843703712666402
-10,157,28.6085186004639,2,apriljune,-3.792768611,463.805875,skipjack tuna,188.928512,pacific,3,0.191844,33.451497,0.141923,1,0.09894729433128972
-10,158,27.6483306884766,1,julsept,-3.08424378,1301.275617,skipjack tuna,140.80587712,pacific,4,0.04994,41.731478,0.179597,0,0.10715673051348722
-10,158,28.6951580047607,5,octoberdec,-3.08424378,1301.275617,skipjack tuna,140.80587712,pacific,2,0.185996,28.308688,0.139101,1,0.1266923306377708
-10,158,29.3443698883057,1,janmarch,-3.08424378,1301.275617,skipjack tuna,140.80587712,pacific,2,0.126299,20.628499,0.110379,0,0.22850074999452843
-10,158,28.7033596038818,1,apriljune,-3.08424378,1301.275617,skipjack tuna,140.80587712,pacific,3,0.170716,33.769317,0.145102,0,0.10698202303765714
-10,159,28.7164878845215,4,octoberdec,-1.890491022,1404.882262,skipjack tuna,67.91227648,pacific,2,0.107725,29.208714,0.168148,1,0.1293740642484243
-10,159,28.733455657959,1,apriljune,-1.890491022,1404.882262,skipjack tuna,67.91227648,pacific,3,0.110943,33.453331,0.164741,0,0.11028238482106913
-10,161,27.9310455322266,1,julsept,-1.486036791,838.746754,skipjack tuna,16.20442750864,pacific,4,0,41.167124,0.133248,0,0.11726168081621313
-10,161,28.7322235107422,2,octoberdec,-1.486036791,838.746754,skipjack tuna,16.20442750864,pacific,2,3.3e-4,29.912814,0.128885,1,0.13148448455423162
-10,162,27.9342918395996,1,julsept,-3.963819653,1121.760715,skipjack tuna,34.38883424928,pacific,4,5.22e-4,41.00873,0.106095,0,0.11744095218012054
-10,162,28.7416210174561,1,apriljune,-3.963819653,1121.760715,skipjack tuna,34.38883424928,pacific,3,0.001472,28.106442,0.127753,0,0.11092881977722485
-10,162,28.7336463928223,2,octoberdec,-3.963819653,1121.760715,skipjack tuna,34.38883424928,pacific,2,5.62e-4,31.422168,0.086228,1,0.13177813140218064
-10,166,28.0876388549805,3,julsept,-2.89834375,909.639652,skipjack tuna,33.6910474728,pacific,4,0.054076,45.186968,0.087112,1,0.12660239220443834
-10,167,28.8147010803223,1,octoberdec,-3.378896927,857.492055,skipjack tuna,76.9063536,pacific,2,0.066217,34.217988,0.055769,0,0.1441753797164985
-10,168,28.8883399963379,1,apriljune,-3.82667625,543.02944,skipjack tuna,152.9973104,pacific,3,0.065662,34.204261,0.091323,0,0.13183488557577858
-10,169,28.9208927154541,1,apriljune,-4.029314167,720.520932,skipjack tuna,209.3467296,pacific,3,0.052702,35.734742,0.089433,0,0.13706308825622923
-10,171,28.2263164520264,1,julsept,-4.863750903,257.391883,skipjack tuna,352.8685392,pacific,4,0.052125,44.021588,0.075813,0,0.13090198045328966
-11,144,25.2106819152832,1,julsept,-1.008297431,455.099311,skipjack tuna,123.09398192,pacific,4,0.289123,45.898441,0.173627,0,0.03667328986361836
-11,144,27.7382335662842,2,octoberdec,-1.008297431,455.099311,skipjack tuna,123.09398192,pacific,2,0.096967,21.1896,0.150439,1,0.10450732409617312
-11,145,27.5699367523193,2,octoberdec,-1.288892778,382.053861,skipjack tuna,215.8324736,pacific,2,0.103141,23.093377,0.140555,1,0.1013619291962315
-11,145,25.2974376678467,1,julsept,-1.288892778,382.053861,skipjack tuna,215.8324736,pacific,4,0.280325,48.506074,0.131605,0,0.038184387882106964
-11,146,25.4512062072754,1,julsept,-1.834996806,241.305852,skipjack tuna,206.2902672,pacific,4,0.263314,51.212374,0.126709,0,0.040900997137070044
-11,146,27.4393730163574,1,octoberdec,-1.834996806,241.305852,skipjack tuna,206.2902672,pacific,2,0.109994,24.84458,0.11566800000000001,0,0.09823821360336236
-11,147,25.5528221130371,1,julsept,-2.139878606,587.113972,skipjack tuna,157.1376216,pacific,4,0.231735,51.768986,0.194611,0,0.04272170240180667
-11,147,27.4110851287842,1,octoberdec,-2.139878606,587.113972,skipjack tuna,157.1376216,pacific,2,0.118847,24.501791,0.206953,0,0.09721639664214153
-11,147,27.2690372467041,1,apriljune,-2.139878606,587.113972,skipjack tuna,157.1376216,pacific,3,0.258596,36.213771,0.247607,0,0.07551462572318898
-11,148,27.4796352386475,2,octoberdec,-1.615872349,824.196041,skipjack tuna,140.06140528,pacific,2,0.116091,22.980255,0.303392,1,0.09934505601662841
-11,148,25.6081237792969,1,julsept,-1.615872349,824.196041,skipjack tuna,140.06140528,pacific,4,0.209435,49.890544,0.38178,0,0.043676327504365356
-11,148,27.3341178894043,2,apriljune,-1.615872349,824.196041,skipjack tuna,140.06140528,pacific,3,0.24141,33.168414,0.398152,1,0.07828031859626974
-11,149,25.6980876922607,2,julsept,-1.174538121,801.980607,skipjack tuna,110.29242288,pacific,4,0.204666,43.9375,0.398885,1,0.045177130132744374
-11,149,27.5576324462891,1,octoberdec,-1.174538121,801.980607,skipjack tuna,110.29242288,pacific,2,0.105717,19.878558,0.251374,0,0.10095460833966463
-11,150,27.6079406738281,1,octoberdec,-0.468243215,565.411476,skipjack tuna,76.303733328,pacific,2,0.225712,16.888874,0.276687,0,0.10171373041722793
-11,150,25.8163681030273,1,julsept,-0.468243215,565.411476,skipjack tuna,76.303733328,pacific,4,0.142391,37.212125,0.354193,0,0.04721326641186113
-11,151,27.4867839813232,1,apriljune,-0.762892902,749.04954,skipjack tuna,54.528125152,pacific,3,0.230277,27.303305,0.278042,0,0.08291700378269232
-11,151,25.9625358581543,2,julsept,-0.762892902,749.04954,skipjack tuna,54.528125152,pacific,4,0.06098,34.134296,0.220975,1,0.049932776222977704
-11,151,27.684455871582,1,octoberdec,-0.762892902,749.04954,skipjack tuna,54.528125152,pacific,2,0.106418,16.831304,0.208506,0,0.10309330681088279
-11,152,27.5455226898193,2,apriljune,-1.745603458,956.5357,skipjack tuna,34.9923020344,pacific,3,0.233815,27.551008,0.189649,1,0.08407031357949313
-11,152,26.154296875,1,julsept,-1.745603458,956.5357,skipjack tuna,34.9923020344,pacific,4,0.013366,34.601962,0.164594,0,0.053825292972834185
-11,152,27.7958374023438,1,octoberdec,-1.745603458,956.5357,skipjack tuna,34.9923020344,pacific,2,0.154897,18.754113,0.142475,0,0.10602834119686477
-11,153,27.9685573577881,1,octoberdec,-2.884762851,574.567688,skipjack tuna,18.06606958912,pacific,2,0.202898,22.098828,0.105585,0,0.11462356189427442
-11,153,27.6667652130127,1,apriljune,-2.884762851,574.567688,skipjack tuna,18.06606958912,pacific,3,0.231121,28.6797,0.136912,0,0.08600029269424138
-11,153,28.9981746673584,1,janmarch,-2.884762851,574.567688,skipjack tuna,18.06606958912,pacific,2,0.08072,13.87383,0.109268,0,0.19156855170957343
-11,153,26.3829956054688,1,julsept,-2.884762851,574.567688,skipjack tuna,18.06606958912,pacific,4,0,37.226044,0.130175,0,0.05930547587474849
-11,154,27.8345432281494,1,apriljune,-2.902697292,669.980165,skipjack tuna,43.3514143016,pacific,3,0.233488,31.144524,0.125424,0,0.09005388921551208
-11,154,26.6111392974854,1,julsept,-2.902697292,669.980165,skipjack tuna,43.3514143016,pacific,4,0,40.845595,0.130164,0,0.06648088555228865
-11,154,28.1758193969727,1,octoberdec,-2.902697292,669.980165,skipjack tuna,43.3514143016,pacific,2,0.240168,26.430235,0.098941,0,0.12491285903417886
-11,154,29.1410541534424,1,janmarch,-2.902697292,669.980165,skipjack tuna,43.3514143016,pacific,2,0.06725,17.022369,0.094607,0,0.21730409105300408
-11,155,26.8115253448486,1,julsept,-2.8089072919999998,1081.866988,skipjack tuna,137.18694032,pacific,4,0,44.192343,0.148395,0,0.075143851487314
-11,155,28.3014698028564,2,octoberdec,-2.8089072919999998,1081.866988,skipjack tuna,137.18694032,pacific,2,0.259428,30.384635,0.102533,1,0.1258310470183078
-11,155,27.9967670440674,1,apriljune,-2.8089072919999998,1081.866988,skipjack tuna,137.18694032,pacific,3,0.23684,34.071724,0.12777,0,0.09755088218772036
-11,156,28.3536071777344,2,octoberdec,-3.381183611,684.127017,skipjack tuna,243.2648736,pacific,2,0.252616,33.064441,0.101737,1,0.1254309119543241
-11,156,26.9905433654785,1,julsept,-3.381183611,684.127017,skipjack tuna,243.2648736,pacific,4,0,47.066533,0.150725,0,0.085634914026016
-11,157,28.4147567749023,3,octoberdec,-2.198943125,1339.190628,skipjack tuna,247.2600448,pacific,2,0.236794,33.594445,0.102019,1,0.1248949585519202
-11,157,27.1596050262451,1,julsept,-2.198943125,1339.190628,skipjack tuna,247.2600448,pacific,4,0,48.190293,0.151406,0,0.097178836524594
-11,158,28.4808330535889,1,octoberdec,-2.801276667,827.943121,skipjack tuna,142.84759824,pacific,2,0.173043,31.387818,0.120505,0,0.12492870642919025
-11,158,27.3213310241699,2,julsept,-2.801276667,827.943121,skipjack tuna,142.84759824,pacific,4,0.045861,46.890508,0.162779,1,0.10753421475423042
-11,158,29.26513671875,1,janmarch,-2.801276667,827.943121,skipjack tuna,142.84759824,pacific,2,0.132022,21.182624,0.091257,0,0.2372209039503425
-11,159,27.4424133300781,1,julsept,-3.165168403,991.49883,skipjack tuna,46.5091175088,pacific,4,0.063347,45.427408,0.179053,0,0.11324448880441725
