Latitude,Longitude,SST,Number,Season,Bathymetry,BathymetrySD,Species,Dist2Coast,Ocean,Season2,Nitrate,MLD,Chl,PA,Preds
-1,155,29.3276023864746,0,apriljune,-2.083151806,153.293982,yellowfin tuna,213.666832,pacific,3,0.067516,33.96068,0.10218000000000001,0,0.18818084024477955
-1,156,28.9663906097412,0,julsept,-1.989569375,52.256082,yellowfin tuna,280.0199648,pacific,4,0.077788,32.449743,0.089627,0,0.17450405369159258
-1,156,29.2815990447998,0,apriljune,-1.989569375,52.256082,yellowfin tuna,280.0199648,pacific,3,0.152734,35.569558,0.10348,0,0.1696652412984934
-1,156,29.2704753875732,0,octoberdec,-1.989569375,52.256082,yellowfin tuna,280.0199648,pacific,2,0.169232,36.007269,0.086445,0,0.18258973125376304
-1,157,29.2615604400635,0,apriljune,-2.072354722,111.422311,yellowfin tuna,354.542032000001,pacific,3,0.2466,35.930567,0.107662,0,0.1525041624996965
-1,157,29.1931190490723,0,octoberdec,-2.072354722,111.422311,yellowfin tuna,354.542032000001,pacific,2,0.174108,37.614111,0.097706,0,0.15614525416958924
-1,157,28.944019317627,0,julsept,-2.072354722,111.422311,yellowfin tuna,354.542032000001,pacific,4,0.055981,32.972419,0.090963,0,0.15783483328462522
-1,158,29.1242218017578,0,janmarch,-2.180102708,56.302843,yellowfin tuna,351.9649584,pacific,2,0.474946,39.66411,0.11899,0,0.13731044994760103
-1,158,29.2707805633545,3,apriljune,-2.180102708,56.302843,yellowfin tuna,351.9649584,pacific,3,0.428272,33.780232,0.111254,1,0.1547441013660116
-1,158,29.1056976318359,0,octoberdec,-2.180102708,56.302843,yellowfin tuna,351.9649584,pacific,2,0.217306,37.391501,0.108043,0,0.14932520452877387
-1,158,28.9516296386719,0,julsept,-2.180102708,56.302843,yellowfin tuna,351.9649584,pacific,4,0.041235,31.371442,0.093789,0,0.1572735684275748
-1,159,29.0904006958008,0,octoberdec,-2.518708472,211.566942,yellowfin tuna,335.1435008,pacific,2,0.430793,34.887213,0.114814,0,0.15443609662954183
-1,159,29.0054378509521,0,julsept,-2.518708472,211.566942,yellowfin tuna,335.1435008,pacific,4,0.004101,28.64986,0.091574,0,0.1627782382396797
-1,160,29.161190032959,0,octoberdec,-2.941997083,150.616318,yellowfin tuna,354.210044799999,pacific,2,0.52588,32.886996,0.11938,0,0.15313413225069128
-1,160,29.0718441009521,0,julsept,-2.941997083,150.616318,yellowfin tuna,354.210044799999,pacific,4,0.003852,26.81649,0.091455,0,0.15909788563885416
-1,161,29.1085929870605,0,julsept,-3.753171667,365.981837,yellowfin tuna,404.1251472,pacific,4,0,26.03814,0.094131,0,0.14785474080763547
-1,161,29.2430000305176,0,octoberdec,-3.753171667,365.981837,yellowfin tuna,404.1251472,pacific,2,0.535599,32.521787,0.115647,0,0.14488420546431588
-1,162,29.0791702270508,0,janmarch,-4.361795972,105.617123,yellowfin tuna,461.3618016,pacific,2,0.030551,38.030173,0.116052,0,0.11764634738607355
-1,162,29.295051574707,0,octoberdec,-4.361795972,105.617123,yellowfin tuna,461.3618016,pacific,2,0.419214,33.763784,0.120359,0,0.12768666983103721
-1,162,29.2279434204102,0,apriljune,-4.361795972,105.617123,yellowfin tuna,461.3618016,pacific,3,1.455382,31.847307,0.145227,0,0.1217162073612551
-1,162,29.1116638183594,0,julsept,-4.361795972,105.617123,yellowfin tuna,461.3618016,pacific,4,0,27.453804,0.100158,0,0.13187989412157747
-1,163,29.0345840454102,0,janmarch,-4.441906875,28.374592,yellowfin tuna,395.167488,pacific,2,0.046617,40.900149,0.11497,0,0.11872012942142615
-1,164,29.2999610900879,0,octoberdec,-4.419609167,22.814215,yellowfin tuna,290.136128,pacific,2,0.267349,38.584533,0.129714,0,0.1301901119220684
-1,164,29.1905498504639,0,apriljune,-4.419609167,22.814215,yellowfin tuna,290.136128,pacific,3,1.662824,38.182768,0.154889,0,0.12110028575186081
-1,165,29.1185188293457,0,julsept,-4.397538264,53.270012,yellowfin tuna,192.287664,pacific,4,0.059856,36.164381,0.130672,0,0.1276941996332013
-1,165,29.1671981811523,0,apriljune,-4.397538264,53.270012,yellowfin tuna,192.287664,pacific,3,1.982516,40.956522,0.16552,0,0.11662841481255867
-1,165,28.9102516174316,0,janmarch,-4.397538264,53.270012,yellowfin tuna,192.287664,pacific,2,0.312327,45.554782,0.150733,0,0.11518370071445166
-1,166,29.1534786224365,0,apriljune,-4.16379336,511.419956,yellowfin tuna,120.01912576,pacific,3,2.304916,43.444386,0.169882,0,0.11220570703678151
-1,166,29.1580677032471,0,octoberdec,-4.16379336,511.419956,yellowfin tuna,120.01912576,pacific,2,0.434308,43.640758,0.12347,0,0.12746398531566544
-1,167,29.1024742126465,0,octoberdec,-4.204065208,218.959264,yellowfin tuna,127.0339664,pacific,2,0.560536,45.028863,0.128102,0,0.12259764508844831
-1,167,28.8770904541016,0,janmarch,-4.204065208,218.959264,yellowfin tuna,127.0339664,pacific,2,1.030311,47.499405,0.149037,0,0.11405525987415947
-1,168,29.0777282714844,0,octoberdec,-4.228135486,60.855634,yellowfin tuna,134.55274656,pacific,2,0.503601,42.991721,0.136825,0,0.12393616269404077
-1,168,28.8788070678711,0,janmarch,-4.228135486,60.855634,yellowfin tuna,134.55274656,pacific,2,1.477389,44.562096,0.154912,0,0.11712674159227814
-1,169,28.8389472961426,0,janmarch,-4.278730938,371.612466,yellowfin tuna,74.5834708799999,pacific,2,1.871457,42.335538,0.153193,0,0.12426660912728198
-1,170,29.0330581665039,0,apriljune,-4.436743472,126.028029,yellowfin tuna,128.86677408,pacific,3,1.812165,38.726918,0.179189,0,0.12046968767653073
-1,170,28.7757949829102,0,janmarch,-4.436743472,126.028029,yellowfin tuna,128.86677408,pacific,2,2.186567,42.333273,0.162569,0,0.11989781891780436
-1,171,28.8507862091064,0,julsept,-4.400079306,180.233136,yellowfin tuna,224.3878944,pacific,4,2.322167,37.821198,0.163949,0,0.11052741389621962
-1,173,28.8025360107422,0,julsept,-4.457814375,461.426471,yellowfin tuna,130.041164,pacific,4,2.608463,43.554109,0.165547,0,0.09826439887807495
-1,178,28.5954608917236,0,julsept,-5.384086597,543.202165,yellowfin tuna,217.5425344,pacific,4,1.089898,47.910867,0.174875,0,0.07796283598645964
-1,179,28.7705764770508,0,octoberdec,-5.397614028,75.132306,yellowfin tuna,322.486432,pacific,2,2.609372,55.783227,0.168578,0,0.0716959344197549
-1,179,28.2984752655029,3,janmarch,-5.397614028,75.132306,yellowfin tuna,322.486432,pacific,2,0.470241,54.679411,0.177203,1,0.07396804228358118
-1,179,28.5740833282471,0,julsept,-5.397614028,75.132306,yellowfin tuna,322.486432,pacific,4,0.834398,49.250926,0.175826,0,0.06874563776530168
-10,133,26.2979755401611,0,julsept,-0.130177639,37.469947,yellowfin tuna,73.670718992,pacific,4,0.159768,41.729206,0.314746,0,0.15511018901037057
-10,144,25.454345703125,0,julsept,-0.285555409,421.086781,yellowfin tuna,85.4894282239999,pacific,4,0.208892,33.008867,0.326279,0,0.157372993212922
-10,144,27.7644958496094,0,octoberdec,-0.285555409,421.086781,yellowfin tuna,85.4894282239999,pacific,2,0.307625,11.463775,0.263153,0,0.26677471119635665
-10,145,27.5816421508789,1,octoberdec,-1.536510139,381.623941,yellowfin tuna,161.6377072,pacific,2,0.124127,12.61602,0.18678,1,0.282691012931788
-10,145,25.4568767547607,0,julsept,-1.536510139,381.623941,yellowfin tuna,161.6377072,pacific,4,0.313503,35.67462,0.157691,0,0.176891312835822
-10,146,25.5125732421875,0,julsept,-1.644942187,677.644351,yellowfin tuna,123.817724,pacific,4,0.304693,38.809192,0.307389,0,0.13582628511801975
-10,146,27.4705104827881,0,octoberdec,-1.644942187,677.644351,yellowfin tuna,123.817724,pacific,2,0.126244,14.706285,0.353647,0,0.2402398514113603
-10,147,25.5590534210205,0,julsept,-1.017043234,820.907132,yellowfin tuna,56.920540722688,pacific,4,0.026101,41.331682,0.408907,0,0.11831960795950214
-10,147,27.436372756958,1,octoberdec,-1.017043234,820.907132,yellowfin tuna,56.920540722688,pacific,2,0.156193,17.215738,0.471401,1,0.22402558515274792
-10,151,26.3880615234375,0,julsept,-1.460482695,868.586127,yellowfin tuna,12.18724898672,pacific,4,0.017651,32.263025,0.145341,0,0.20719970540656266
-10,151,27.9129219055176,0,octoberdec,-1.460482695,868.586127,yellowfin tuna,12.18724898672,pacific,2,0.156242,19.905322,0.135696,0,0.28554240633540107
-10,151,27.7580738067627,0,apriljune,-1.460482695,868.586127,yellowfin tuna,12.18724898672,pacific,3,0.231548,25.431368,0.206399,0,0.24922106924386056
-10,152,26.625804901123,1,julsept,-1.483658211,1021.527966,yellowfin tuna,21.29231541232,pacific,4,0,33.549612,0.178204,1,0.1900109159516808
-10,153,28.2665863037109,0,octoberdec,-1.837788039,909.796277,yellowfin tuna,61.7123775856,pacific,2,0.219082,24.96576,0.117318,0,0.27103321201686204
-10,153,26.8529682159424,3,julsept,-1.837788039,909.796277,yellowfin tuna,61.7123775856,pacific,4,0,35.204607,0.145649,1,0.19005183448013252
-10,153,27.9765186309814,0,apriljune,-1.837788039,909.796277,yellowfin tuna,61.7123775856,pacific,3,0.235529,27.763778,0.134252,0,0.2527307943979044
-10,154,28.1605758666992,1,apriljune,-3.205648681,627.028505,yellowfin tuna,95.4106614400001,pacific,3,0.237397,28.790654,0.120892,1,0.2443868008456775
-10,154,29.2482738494873,0,janmarch,-3.205648681,627.028505,yellowfin tuna,95.4106614400001,pacific,2,0.045125,19.100108,0.09807,0,0.25871469041163275
-10,154,27.0373229980469,0,julsept,-3.205648681,627.028505,yellowfin tuna,95.4106614400001,pacific,4,0,36.148322,0.138661,0,0.1828624774954534
-10,154,28.4646778106689,0,octoberdec,-3.205648681,627.028505,yellowfin tuna,95.4106614400001,pacific,2,0.248558,26.262597,0.122705,0,0.25224103738735715
-10,155,27.2008190155029,0,julsept,-3.479251875,305.101489,yellowfin tuna,165.80035424,pacific,4,0,37.17322,0.136059,0,0.17075863031630112
-10,155,29.3307723999023,0,janmarch,-3.479251875,305.101489,yellowfin tuna,165.80035424,pacific,2,0.052549,20.046119,0.107331,0,0.2380049111741689
-10,155,28.5715293884277,0,octoberdec,-3.479251875,305.101489,yellowfin tuna,165.80035424,pacific,2,0.26457,26.925231,0.129608,0,0.23204925621449396
-10,155,28.3319282531738,0,apriljune,-3.479251875,305.101489,yellowfin tuna,165.80035424,pacific,3,0.24202099999999999,30.08725,0.125505,0,0.22282706253519116
-10,156,27.3549690246582,0,julsept,-3.622256667,376.92045,yellowfin tuna,211.8120368,pacific,4,0,38.836379,0.147135,0,0.15220890536337525
-10,156,28.5975914001465,1,octoberdec,-3.622256667,376.92045,yellowfin tuna,211.8120368,pacific,2,0.247376,27.432136,0.118269,1,0.22303797947428305
-10,156,28.4821472167969,0,apriljune,-3.622256667,376.92045,yellowfin tuna,211.8120368,pacific,3,0.213177,31.952222,0.122665,0,0.20367248023409676
-10,157,27.5033760070801,0,julsept,-3.792768611,463.805875,yellowfin tuna,188.928512,pacific,4,0,40.794095,0.15884,0,0.13805018362879592
-10,157,28.6406383514404,3,octoberdec,-3.792768611,463.805875,yellowfin tuna,188.928512,pacific,2,0.243055,28.03745,0.111745,1,0.2170968808957697
-10,157,29.3436088562012,0,janmarch,-3.792768611,463.805875,yellowfin tuna,188.928512,pacific,2,0.081474,20.964707,0.112444,0,0.21422640625787578
-10,157,28.6085186004639,1,apriljune,-3.792768611,463.805875,yellowfin tuna,188.928512,pacific,3,0.191844,33.451497,0.141923,1,0.18203283400526551
-10,158,27.6483306884766,0,julsept,-3.08424378,1301.275617,yellowfin tuna,140.80587712,pacific,4,0.04994,41.731478,0.179597,0,0.1269351838431694
-10,158,28.6951580047607,2,octoberdec,-3.08424378,1301.275617,yellowfin tuna,140.80587712,pacific,2,0.185996,28.308688,0.139101,1,0.19740113670667553
-10,158,29.3443698883057,0,janmarch,-3.08424378,1301.275617,yellowfin tuna,140.80587712,pacific,2,0.126299,20.628499,0.110379,0,0.20899631800757604
-10,158,28.7033596038818,0,apriljune,-3.08424378,1301.275617,yellowfin tuna,140.80587712,pacific,3,0.170716,33.769317,0.145102,0,0.17344456688963128
-10,159,28.7164878845215,2,octoberdec,-1.890491022,1404.882262,yellowfin tuna,67.91227648,pacific,2,0.107725,29.208714,0.168148,1,0.18018859774390641
-10,159,28.733455657959,0,apriljune,-1.890491022,1404.882262,yellowfin tuna,67.91227648,pacific,3,0.110943,33.453331,0.164741,0,0.1634904476018068
-10,161,27.9310455322266,0,julsept,-1.486036791,838.746754,yellowfin tuna,16.20442750864,pacific,4,0,41.167124,0.133248,0,0.1259810566759432
-10,161,28.7322235107422,0,octoberdec,-1.486036791,838.746754,yellowfin tuna,16.20442750864,pacific,2,3.3e-4,29.912814,0.128885,0,0.1779460253133753
-10,162,29.3601760864258,0,janmarch,-3.963819653,1121.760715,yellowfin tuna,34.38883424928,pacific,2,0.001415,18.660928,0.112633,0,0.17725682356784897
-10,162,27.9342918395996,0,julsept,-3.963819653,1121.760715,yellowfin tuna,34.38883424928,pacific,4,5.22e-4,41.00873,0.106095,0,0.12858473628640885
-10,162,28.7416210174561,0,apriljune,-3.963819653,1121.760715,yellowfin tuna,34.38883424928,pacific,3,0.001472,28.106442,0.127753,0,0.16795214479445994
-10,162,28.7336463928223,1,octoberdec,-3.963819653,1121.760715,yellowfin tuna,34.38883424928,pacific,2,5.62e-4,31.422168,0.086228,1,0.18568315809538322
-10,163,29.3675136566162,0,janmarch,-3.749299028,648.15798,yellowfin tuna,120.7955024,pacific,2,0.001944,20.667588,0.102848,0,0.171321153862143
-10,166,28.0876388549805,0,julsept,-2.89834375,909.639652,yellowfin tuna,33.6910474728,pacific,4,0.054076,45.186968,0.087112,0,0.10428835850703408
-10,167,28.8147010803223,0,octoberdec,-3.378896927,857.492055,yellowfin tuna,76.9063536,pacific,2,0.066217,34.217988,0.055769,0,0.15829144480569762
-10,168,28.8883399963379,0,apriljune,-3.82667625,543.02944,yellowfin tuna,152.9973104,pacific,3,0.065662,34.204261,0.091323,0,0.12345810806946443
-10,169,28.9208927154541,0,apriljune,-4.029314167,720.520932,yellowfin tuna,209.3467296,pacific,3,0.052702,35.734742,0.089433,0,0.11195546204730589
-10,171,28.2263164520264,0,julsept,-4.863750903,257.391883,yellowfin tuna,352.8685392,pacific,4,0.052125,44.021588,0.075813,0,0.07516819762689203
-11,144,27.7382335662842,1,octoberdec,-1.008297431,455.099311,yellowfin tuna,123.09398192,pacific,2,0.096967,21.1896,0.150439,1,0.3034299707827988
-11,145,27.5699367523193,1,octoberdec,-1.288892778,382.053861,yellowfin tuna,215.8324736,pacific,2,0.103141,23.093377,0.140555,1,0.2951301198035123
-11,145,25.2974376678467,0,julsept,-1.288892778,382.053861,yellowfin tuna,215.8324736,pacific,4,0.280325,48.506074,0.131605,0,0.129812023053471
-11,146,25.4512062072754,0,julsept,-1.834996806,241.305852,yellowfin tuna,206.2902672,pacific,4,0.263314,51.212374,0.126709,0,0.12966877046402486
-11,146,27.4393730163574,0,octoberdec,-1.834996806,241.305852,yellowfin tuna,206.2902672,pacific,2,0.109994,24.84458,0.11566800000000001,0,0.3029710963457587
-11,147,25.5528221130371,0,julsept,-2.139878606,587.113972,yellowfin tuna,157.1376216,pacific,4,0.231735,51.768986,0.194611,0,0.11509932042059229
-11,147,27.4110851287842,0,octoberdec,-2.139878606,587.113972,yellowfin tuna,157.1376216,pacific,2,0.118847,24.501791,0.206953,0,0.26053731340207537
-11,147,27.2690372467041,0,apriljune,-2.139878606,587.113972,yellowfin tuna,157.1376216,pacific,3,0.258596,36.213771,0.247607,0,0.20499440976868044
-11,148,27.4796352386475,1,octoberdec,-1.615872349,824.196041,yellowfin tuna,140.06140528,pacific,2,0.116091,22.980255,0.303392,1,0.2322516708949859
-11,148,25.6081237792969,0,julsept,-1.615872349,824.196041,yellowfin tuna,140.06140528,pacific,4,0.209435,49.890544,0.38178,0,0.09473537869987965
-11,148,27.3341178894043,0,apriljune,-1.615872349,824.196041,yellowfin tuna,140.06140528,pacific,3,0.24141,33.168414,0.398152,0,0.1883911219422318
-11,149,25.6980876922607,0,julsept,-1.174538121,801.980607,yellowfin tuna,110.29242288,pacific,4,0.204666,43.9375,0.398885,0,0.10198472989780952
-11,149,27.5576324462891,0,octoberdec,-1.174538121,801.980607,yellowfin tuna,110.29242288,pacific,2,0.105717,19.878558,0.251374,0,0.23895928410749792
-11,150,25.8163681030273,0,julsept,-0.468243215,565.411476,yellowfin tuna,76.303733328,pacific,4,0.142391,37.212125,0.354193,0,0.12306440683964384
-11,151,27.4867839813232,0,apriljune,-0.762892902,749.04954,yellowfin tuna,54.528125152,pacific,3,0.230277,27.303305,0.278042,0,0.21063637151146716
-11,151,25.9625358581543,0,julsept,-0.762892902,749.04954,yellowfin tuna,54.528125152,pacific,4,0.06098,34.134296,0.220975,0,0.15216696832304974
-11,151,27.684455871582,1,octoberdec,-0.762892902,749.04954,yellowfin tuna,54.528125152,pacific,2,0.106418,16.831304,0.208506,1,0.23600409769560182
-11,152,27.5455226898193,0,apriljune,-1.745603458,956.5357,yellowfin tuna,34.9923020344,pacific,3,0.233815,27.551008,0.189649,0,0.22591237527080288
-11,152,26.154296875,0,julsept,-1.745603458,956.5357,yellowfin tuna,34.9923020344,pacific,4,0.013366,34.601962,0.164594,0,0.16418067022857935
-11,152,27.7958374023438,0,octoberdec,-1.745603458,956.5357,yellowfin tuna,34.9923020344,pacific,2,0.154897,18.754113,0.142475,0,0.25460300312566714
-11,153,27.9685573577881,0,octoberdec,-2.884762851,574.567688,yellowfin tuna,18.06606958912,pacific,2,0.202898,22.098828,0.105585,0,0.2671066289327576
-11,153,27.6667652130127,0,apriljune,-2.884762851,574.567688,yellowfin tuna,18.06606958912,pacific,3,0.231121,28.6797,0.136912,0,0.23594650075119195
-11,153,28.9981746673584,0,janmarch,-2.884762851,574.567688,yellowfin tuna,18.06606958912,pacific,2,0.08072,13.87383,0.109268,0,0.2463559622955902
-11,153,26.3829956054688,0,julsept,-2.884762851,574.567688,yellowfin tuna,18.06606958912,pacific,4,0,37.226044,0.130175,0,0.16529338255275025
-11,154,27.8345432281494,0,apriljune,-2.902697292,669.980165,yellowfin tuna,43.3514143016,pacific,3,0.233488,31.144524,0.125424,0,0.2234137345057774
-11,154,26.6111392974854,0,julsept,-2.902697292,669.980165,yellowfin tuna,43.3514143016,pacific,4,0,40.845595,0.130164,0,0.14940625367542673
-11,154,28.1758193969727,0,octoberdec,-2.902697292,669.980165,yellowfin tuna,43.3514143016,pacific,2,0.240168,26.430235,0.098941,0,0.25557094642069406
-11,154,29.1410541534424,0,janmarch,-2.902697292,669.980165,yellowfin tuna,43.3514143016,pacific,2,0.06725,17.022369,0.094607,0,0.24648230121567785
-11,155,26.8115253448486,0,julsept,-2.8089072919999998,1081.866988,yellowfin tuna,137.18694032,pacific,4,0,44.192343,0.148395,0,0.12833870131106287
-11,155,28.3014698028564,0,octoberdec,-2.8089072919999998,1081.866988,yellowfin tuna,137.18694032,pacific,2,0.259428,30.384635,0.102533,0,0.22721019531709347
-11,155,27.9967670440674,0,apriljune,-2.8089072919999998,1081.866988,yellowfin tuna,137.18694032,pacific,3,0.23684,34.071724,0.12777,0,0.19648681975610632
-11,156,28.3536071777344,0,octoberdec,-3.381183611,684.127017,yellowfin tuna,243.2648736,pacific,2,0.252616,33.064441,0.101737,0,0.19943952079741445
-11,156,26.9905433654785,0,julsept,-3.381183611,684.127017,yellowfin tuna,243.2648736,pacific,4,0,47.066533,0.150725,0,0.11337763757639822
-11,157,28.4147567749023,1,octoberdec,-2.198943125,1339.190628,yellowfin tuna,247.2600448,pacific,2,0.236794,33.594445,0.102019,1,0.18704535981012507
-11,157,27.1596050262451,0,julsept,-2.198943125,1339.190628,yellowfin tuna,247.2600448,pacific,4,0,48.190293,0.151406,0,0.10736547149266752
-11,158,28.4808330535889,0,octoberdec,-2.801276667,827.943121,yellowfin tuna,142.84759824,pacific,2,0.173043,31.387818,0.120505,0,0.18396140551002044
