Latitude,Longitude,SST,Number,season,Bathymetry,BathymetrySD,species,Dist2Coast,ocean,Season2,Nitrate,MLD,Chl,pa,logPred
-1,134,28.8757305145264,1,janmarch,-1.6929125,892.601158,yellowfin tuna,16.929432055472,pacific,2,0.54801,21.538232,0.167916,0,0.18129444675500928
-1,135,28.8708114624023,1,janmarch,-1.682892401,1651.211878,yellowfin tuna,14.90988102592,pacific,2,0.48355,21.90304,0.173552,0,0.17986127396711443
-1,136,28.8146190643311,1,janmarch,-3.217927756,1586.442581,yellowfin tuna,10.2281341051446,pacific,2,0.415183,22.590709,0.166844,0,0.17491798093118016
-1,137,29.0095672607422,1,octoberdec,-3.988073819,841.805795,yellowfin tuna,25.243685717824,pacific,2,0.113055,26.379164,0.204195,0,0.1722390369939484
-1,137,28.6408386230469,1,janmarch,-3.988073819,841.805795,yellowfin tuna,25.243685717824,pacific,2,0.331064,23.938866,0.150073,0,0.16263365771131158
-1,138,28.6446361541748,1,janmarch,-4.187404236,291.866431,yellowfin tuna,26.0206452564704,pacific,2,0.243404,26.676152,0.171244,0,0.15474178512341785
-1,138,29.0556507110596,1,octoberdec,-4.187404236,291.866431,yellowfin tuna,26.0206452564704,pacific,2,0.057468,28.949313,0.182151,0,0.16642219317124496
-1,139,29.0674133300781,1,octoberdec,-3.504049583,274.410533,yellowfin tuna,61.65178647776,pacific,2,0.014671,30.845192,0.135538,0,0.16122953302441023
-1,141,29.1063194274902,2,octoberdec,-3.240471667,131.452661,yellowfin tuna,120.34093408,pacific,2,0,37.139026,0.118168,1,0.1449211956417958
-1,141,28.6563835144043,1,janmarch,-3.240471667,131.452661,yellowfin tuna,120.34093408,pacific,2,0.080303,35.0831,0.164659,0,0.13245336570355504
-1,143,29.1584587097168,1,octoberdec,-3.459056319,478.592644,yellowfin tuna,36.642133776,pacific,2,0.015415,39.454419,0.113704,0,0.14079225843619575
-1,143,28.6613101959229,1,janmarch,-3.459056319,478.592644,yellowfin tuna,36.642133776,pacific,2,0.042498,37.897138,0.147207,0,0.125661172382639
-1,144,28.7909507751465,2,julsept,-3.680397778,710.688759,yellowfin tuna,22.55798074992,pacific,4,0.023219,32.117723,0.102083,1,0.15922648292403055
-1,144,28.7314777374268,1,janmarch,-3.680397778,710.688759,yellowfin tuna,22.55798074992,pacific,2,0.042913,35.857308,0.177653,0,0.13336613533802005
-1,145,28.8853149414062,2,julsept,-3.294394024,1197.401045,yellowfin tuna,44.4492120112,pacific,4,0.023655,28.449442,0.106861,1,0.1748475573090898
-1,145,28.8474979400635,1,janmarch,-3.294394024,1197.401045,yellowfin tuna,44.4492120112,pacific,2,0.035312,32.451534,0.180042,0,0.1470712565117893
-1,145,29.1211471557617,1,apriljune,-3.294394024,1197.401045,yellowfin tuna,44.4492120112,pacific,3,0.093961,29.957608,0.13731,0,0.17609510455797703
-1,145,29.2873020172119,1,octoberdec,-3.294394024,1197.401045,yellowfin tuna,44.4492120112,pacific,2,0.033858,30.996907,0.101248,0,0.1709016386139196
-1,146,28.9988994598389,1,julsept,-3.363098125,1231.505439,yellowfin tuna,52.180895256,pacific,4,0.027377,27.128685,0.104441,0,0.18471819573128492
-1,146,29.2110252380371,1,apriljune,-3.363098125,1231.505439,yellowfin tuna,52.180895256,pacific,3,0.081425,28.86272,0.132736,0,0.1840786591134481
