sum,retained,features,relative
4389,369,ALB,0.08407382091592618
2990,205,SKP,0.06856187290969899
5912,579,SWO,0.09793640054127199
3835,400,YFT,0.10430247718383312
23522,1571,Caretta_caretta_IUCN,0.06678853838959273
17198,1114,Chelonia_mydas_IUCN,0.06477497383416676
21133,1505,Dermochelys_coriacea_IUCN,0.07121563431599867
27998,2115,Eretmochelys_imbricata_IUCN,0.07554111007929137
4105,374,Lepidochelys_olivacea_IUCN,0.09110840438489647
