sum,retained,features,relative
413,13,WARM_ALB,0.031476997578692496
1658,29,NPSW_ALB,0.017490952955367914
178,2,No-Category_ALB,0.011235955056179775
6,0,TASM_ALB,0
83,1,ARCH_ALB,0.012048192771084338
137,2,SPSG_ALB,0.014598540145985401
222,3,PNEC_ALB,0.013513513513513514
721,7,NPTG_ALB,0.009708737864077669
199,4,PEQD_ALB,0.020100502512562814
468,13,WARM_SKP,0.027777777777777776
853,9,NPSW_SKP,0.010550996483001172
135,2,No-Category_SKP,0.014814814814814815
4,0,ARCH_SKP,0
53,2,SPSG_SKP,0.03773584905660377
264,7,NPTG_SKP,0.026515151515151516
279,12,PEQD_SKP,0.043010752688172046
355,16,PNEC_SKP,0.04507042253521127
357,8,WARM_SWO,0.022408963585434174
1586,31,NPSW_SWO,0.019546027742749054
272,1,No-Category_SWO,0.003676470588235294
3,0,TASM_SWO,0
15,1,ARCH_SWO,0.06666666666666667
315,6,SPSG_SWO,0.01904761904761905
959,41,PEQD_SWO,0.04275286757038582
680,25,PNEC_SWO,0.03676470588235294
617,7,NPTG_SWO,0.011345218800648298
492,11,WARM_YFT,0.022357723577235773
135,1,NPSW_YFT,0.007407407407407408
170,0,No-Category_YFT,0
1031,36,PEQD_YFT,0.03491755577109602
1074,40,PNEC_YFT,0.037243947858473
81,0,NPTG_YFT,0
11,1,CHIL_YFT,0.09090909090909091
9,1,NPSW_Rep-1347,0.1111111111111111
33,1,ARCH_Rep-1347,0.030303030303030304
1,1,WARM_Rep-1347,1
4,0,SSTC_Rep-1347,0
3,0,No-Category_Rep-1347,0
28,0,SPSG_Rep-1347,0
9,1,NPSW_Rep-2226,0.1111111111111111
33,1,ARCH_Rep-2226,0.030303030303030304
1,1,WARM_Rep-2226,1
23,0,SPSG_Rep-2226,0
624,14,WARM_Rep-3437,0.022435897435897436
2460,52,NPSW_Rep-3437,0.02113821138211382
1650,23,No-Category_Rep-3437,0.013939393939393939
214,0,KURO_Rep-3437,0
183,0,PSAW_Rep-3437,0
1739,4,SSTC_Rep-3437,0.0023001725129384704
320,3,TASM_Rep-3437,0.009375
1765,50,SANT_Rep-3437,0.028328611898016998
2440,4,NPPF_Rep-3437,0.001639344262295082
167,1,ARCH_Rep-3437,0.005988023952095809
5504,57,SPSG_Rep-3437,0.01035610465116279
425,0,PSAE_Rep-3437,0
2933,11,NPTG_Rep-3437,0.0037504261847937266
3424,98,PEQD_Rep-3437,0.028621495327102803
1905,45,PNEC_Rep-3437,0.023622047244094488
208,5,CCAL_Rep-3437,0.02403846153846154
82,3,CHIL_Rep-3437,0.036585365853658534
9,1,NPSW_Rep-4127,0.1111111111111111
36,1,ARCH_Rep-4127,0.027777777777777776
1,1,WARM_Rep-4127,1
27,0,SPSG_Rep-4127,0
1,1,NPSW_Rep-5414,1
5,1,ARCH_Rep-5414,0.2
15,0,SPSG_Rep-5414,0
