sum,retained,features,relative
413,43,WARM_ALB,0.10411622276029056
1658,199,NPSW_ALB,0.12002412545235223
178,13,No-Category_ALB,0.07303370786516854
6,4,TASM_ALB,0.6666666666666666
83,5,ARCH_ALB,0.060240963855421686
137,13,SPSG_ALB,0.0948905109489051
222,40,PNEC_ALB,0.18018018018018017
721,66,NPTG_ALB,0.09153952843273232
199,22,PEQD_ALB,0.11055276381909548
468,48,WARM_SKP,0.10256410256410256
853,92,NPSW_SKP,0.10785463071512309
135,13,No-Category_SKP,0.0962962962962963
4,0,ARCH_SKP,0
53,7,SPSG_SKP,0.1320754716981132
264,43,NPTG_SKP,0.16287878787878787
279,116,PEQD_SKP,0.4157706093189964
355,115,PNEC_SKP,0.323943661971831
357,48,WARM_SWO,0.13445378151260504
1586,198,NPSW_SWO,0.12484237074401008
272,17,No-Category_SWO,0.0625
3,3,TASM_SWO,1
15,2,ARCH_SWO,0.13333333333333333
315,31,SPSG_SWO,0.09841269841269841
959,218,PEQD_SWO,0.2273201251303441
680,211,PNEC_SWO,0.31029411764705883
617,64,NPTG_SWO,0.10372771474878444
492,51,WARM_YFT,0.10365853658536585
135,15,NPSW_YFT,0.1111111111111111
170,11,No-Category_YFT,0.06470588235294118
1031,237,PEQD_YFT,0.22987390882638215
1074,262,PNEC_YFT,0.24394785847299813
81,25,NPTG_YFT,0.30864197530864196
11,1,CHIL_YFT,0.09090909090909091
9,2,NPSW_Rep-1347,0.2222222222222222
33,4,ARCH_Rep-1347,0.12121212121212122
1,1,WARM_Rep-1347,1
4,0,SSTC_Rep-1347,0
3,0,No-Category_Rep-1347,0
28,8,SPSG_Rep-1347,0.2857142857142857
9,2,NPSW_Rep-2226,0.2222222222222222
33,4,ARCH_Rep-2226,0.12121212121212122
1,1,WARM_Rep-2226,1
23,5,SPSG_Rep-2226,0.21739130434782608
624,62,WARM_Rep-3437,0.09935897435897435
2460,345,NPSW_Rep-3437,0.1402439024390244
1650,101,No-Category_Rep-3437,0.06121212121212121
214,8,KURO_Rep-3437,0.037383177570093455
183,10,PSAW_Rep-3437,0.0546448087431694
1739,85,SSTC_Rep-3437,0.0488786658999425
320,15,TASM_Rep-3437,0.046875
1765,152,SANT_Rep-3437,0.08611898016997167
2440,306,NPPF_Rep-3437,0.12540983606557377
167,5,ARCH_Rep-3437,0.029940119760479042
5504,291,SPSG_Rep-3437,0.05287063953488372
425,21,PSAE_Rep-3437,0.04941176470588235
2933,280,NPTG_Rep-3437,0.0954653937947494
3424,489,PEQD_Rep-3437,0.14281542056074767
1905,336,PNEC_Rep-3437,0.1763779527559055
208,37,CCAL_Rep-3437,0.1778846153846154
82,11,CHIL_Rep-3437,0.13414634146341464
9,2,NPSW_Rep-4127,0.2222222222222222
36,4,ARCH_Rep-4127,0.1111111111111111
1,1,WARM_Rep-4127,1
27,5,SPSG_Rep-4127,0.18518518518518517
1,1,NPSW_Rep-5414,1
5,1,ARCH_Rep-5414,0.2
15,2,SPSG_Rep-5414,0.13333333333333333
