sum,retained,features,relative
413,47,WARM_ALB,0.11380145278450363
1658,542,NPSW_ALB,0.32689987937273823
178,57,No-Category_ALB,0.3202247191011236
6,4,TASM_ALB,0.6666666666666666
83,11,ARCH_ALB,0.13253012048192772
137,39,SPSG_ALB,0.2846715328467153
222,65,PNEC_ALB,0.2927927927927928
721,158,NPTG_ALB,0.21914008321775313
199,86,PEQD_ALB,0.4321608040201005
468,52,WARM_SKP,0.1111111111111111
853,237,NPSW_SKP,0.27784290738569756
135,49,No-Category_SKP,0.362962962962963
4,1,ARCH_SKP,0.25
53,20,SPSG_SKP,0.37735849056603776
264,110,NPTG_SKP,0.4166666666666667
279,147,PEQD_SKP,0.5268817204301075
355,239,PNEC_SKP,0.6732394366197183
357,79,WARM_SWO,0.22128851540616246
1586,531,NPSW_SWO,0.3348045397225725
272,81,No-Category_SWO,0.2977941176470588
3,3,TASM_SWO,1
15,5,ARCH_SWO,0.3333333333333333
315,80,SPSG_SWO,0.25396825396825395
959,413,PEQD_SWO,0.4306569343065693
680,366,PNEC_SWO,0.538235294117647
617,137,NPTG_SWO,0.22204213938411668
492,81,WARM_YFT,0.16463414634146342
135,33,NPSW_YFT,0.24444444444444444
170,52,No-Category_YFT,0.3058823529411765
1031,399,PEQD_YFT,0.38700290979631424
1074,463,PNEC_YFT,0.43109869646182497
81,61,NPTG_YFT,0.7530864197530864
11,6,CHIL_YFT,0.5454545454545454
9,3,NPSW_Rep-1347,0.3333333333333333
33,9,ARCH_Rep-1347,0.2727272727272727
1,1,WARM_Rep-1347,1
4,1,SSTC_Rep-1347,0.25
3,0,No-Category_Rep-1347,0
28,16,SPSG_Rep-1347,0.5714285714285714
9,3,NPSW_Rep-2226,0.3333333333333333
33,9,ARCH_Rep-2226,0.2727272727272727
1,1,WARM_Rep-2226,1
23,11,SPSG_Rep-2226,0.4782608695652174
624,98,WARM_Rep-3437,0.15705128205128205
2460,897,NPSW_Rep-3437,0.3646341463414634
1650,276,No-Category_Rep-3437,0.16727272727272727
214,22,KURO_Rep-3437,0.102803738317757
183,25,PSAW_Rep-3437,0.1366120218579235
1739,169,SSTC_Rep-3437,0.09718228867165038
320,31,TASM_Rep-3437,0.096875
1765,205,SANT_Rep-3437,0.11614730878186968
2440,628,NPPF_Rep-3437,0.2573770491803279
167,11,ARCH_Rep-3437,0.0658682634730539
5504,504,SPSG_Rep-3437,0.09156976744186046
425,103,PSAE_Rep-3437,0.24235294117647058
2933,651,NPTG_Rep-3437,0.22195704057279236
3424,804,PEQD_Rep-3437,0.23481308411214954
1905,603,PNEC_Rep-3437,0.3165354330708661
208,63,CCAL_Rep-3437,0.30288461538461536
82,25,CHIL_Rep-3437,0.3048780487804878
9,3,NPSW_Rep-4127,0.3333333333333333
36,10,ARCH_Rep-4127,0.2777777777777778
1,1,WARM_Rep-4127,1
27,11,SPSG_Rep-4127,0.4074074074074074
1,1,NPSW_Rep-5414,1
5,2,ARCH_Rep-5414,0.4
15,4,SPSG_Rep-5414,0.26666666666666666
