sum,retained,features,relative
413,19,WARM_ALB,0.04600484261501211
1658,60,NPSW_ALB,0.03618817852834741
178,6,No-Category_ALB,0.033707865168539325
6,1,TASM_ALB,0.16666666666666666
83,3,ARCH_ALB,0.03614457831325301
137,1,SPSG_ALB,0.0072992700729927005
222,5,PNEC_ALB,0.02252252252252252
721,9,NPTG_ALB,0.012482662968099861
199,8,PEQD_ALB,0.04020100502512563
468,19,WARM_SKP,0.0405982905982906
853,21,NPSW_SKP,0.0246189917936694
135,6,No-Category_SKP,0.044444444444444446
4,0,ARCH_SKP,0
53,1,SPSG_SKP,0.018867924528301886
264,9,NPTG_SKP,0.03409090909090909
279,32,PEQD_SKP,0.11469534050179211
355,26,PNEC_SKP,0.07323943661971831
357,16,WARM_SWO,0.04481792717086835
1586,61,NPSW_SWO,0.038461538461538464
272,4,No-Category_SWO,0.014705882352941176
3,0,TASM_SWO,0
15,2,ARCH_SWO,0.13333333333333333
315,9,SPSG_SWO,0.02857142857142857
959,77,PEQD_SWO,0.08029197080291971
680,48,PNEC_SWO,0.07058823529411765
617,9,NPTG_SWO,0.014586709886547812
492,19,WARM_YFT,0.03861788617886179
135,3,NPSW_YFT,0.022222222222222223
170,2,No-Category_YFT,0.011764705882352941
1031,79,PEQD_YFT,0.07662463627546072
1074,73,PNEC_YFT,0.06797020484171322
81,0,NPTG_YFT,0
11,1,CHIL_YFT,0.09090909090909091
9,1,NPSW_Rep-1347,0.1111111111111111
33,2,ARCH_Rep-1347,0.06060606060606061
1,1,WARM_Rep-1347,1
4,0,SSTC_Rep-1347,0
3,0,No-Category_Rep-1347,0
28,2,SPSG_Rep-1347,0.07142857142857142
9,1,NPSW_Rep-2226,0.1111111111111111
33,2,ARCH_Rep-2226,0.06060606060606061
1,1,WARM_Rep-2226,1
23,1,SPSG_Rep-2226,0.043478260869565216
624,24,WARM_Rep-3437,0.038461538461538464
2460,105,NPSW_Rep-3437,0.042682926829268296
1650,39,No-Category_Rep-3437,0.023636363636363636
214,1,KURO_Rep-3437,0.004672897196261682
183,2,PSAW_Rep-3437,0.01092896174863388
1739,15,SSTC_Rep-3437,0.0086256469235192635
320,7,TASM_Rep-3437,0.021875
1765,78,SANT_Rep-3437,0.04419263456090652
2440,50,NPPF_Rep-3437,0.020491803278688523
167,3,ARCH_Rep-3437,0.017964071856287425
5504,135,SPSG_Rep-3437,0.024527616279069766
425,0,PSAE_Rep-3437,0
2933,36,NPTG_Rep-3437,0.012274122059324924
3424,183,PEQD_Rep-3437,0.05344626168224299
1905,89,PNEC_Rep-3437,0.046719160104986876
208,13,CCAL_Rep-3437,0.0625
82,4,CHIL_Rep-3437,0.04878048780487805
9,1,NPSW_Rep-4127,0.1111111111111111
36,2,ARCH_Rep-4127,0.05555555555555555
1,1,WARM_Rep-4127,1
27,1,SPSG_Rep-4127,0.037037037037037035
1,1,NPSW_Rep-5414,1
5,1,ARCH_Rep-5414,0.2
15,0,SPSG_Rep-5414,0
