summary,feature,total_amount,absolute_held,relative_held
overall,ALB,1486,291,0.1958277254374159
overall,Caretta_caretta_IUCN,7408,1482,0.20005399568034557
overall,Chelonia_mydas_IUCN,4882,977,0.200122900450635
overall,Dermochelys_coriacea_IUCN,6455,1291,0.2
overall,Eretmochelys_imbricata_IUCN,8596,1720,0.20009306654257794
overall,Lepidochelys_olivacea_IUCN,1336,268,0.20059880239520958
overall,SKP,897,211,0.23522853957636566
overall,SWO,1660,348,0.20963855421686747
overall,YFT,1464,287,0.19603825136612021
