summary,feature,total_amount,absolute_held,relative_held
overall,ALB,4389,153,0.034859876965140126
overall,Caretta_caretta_IUCN,23522,700,0.029759374202873907
overall,Chelonia_mydas_IUCN,17198,430,0.02500290731480405
overall,Dermochelys_coriacea_IUCN,21133,668,0.03160933137746652
overall,Eretmochelys_imbricata_IUCN,27998,700,0.025001785841845845
overall,Lepidochelys_olivacea_IUCN,4105,147,0.035809987819732034
overall,SKP,2990,68,0.02274247491638796
overall,SWO,5912,130,0.02198917456021651
overall,YFT,3835,85,0.02216427640156454
