sum_area,percent_area,num_pu,total_cost,median_velocity,median_tvelocity,median_RCE,median_RCEtvalue
5028426,5.9059435410596235,1885,38886.303975869436,0.0862746462225914,0.862746462225914,0.030234230682253838,0.31152983192211875
