sum_area,percent_area,num_pu,total_cost,median_velocity,median_tvelocity,median_RCE,median_RCEtvalue
25296850.799999997,29.711439045023024,9483,278741.6465369323,2.2936549186706543,22.936549186706543,0.32667335867881775,0.6887124056305052
