sum_area,percent_area,num_pu,total_cost,median_velocity,median_tvelocity,median_RCE,median_RCEtvalue
20884640.400000002,24.52924773631607,7829,185987.0770375561,12.860573768615723,128.60573768615723,1.6615890264511108,1.184425835052536
