summary,feature,total_amount,absolute_held,relative_held
overall,ALB,1828,700,0.38293216630196936
overall,Caretta_caretta_IUCN,8671,3469,0.40006919617114517
overall,Chelonia_mydas_IUCN,6868,2748,0.40011648223645896
overall,Dermochelys_coriacea_IUCN,7731,3093,0.40007760962359334
overall,Eretmochelys_imbricata_IUCN,10052,4021,0.4000198965380024
overall,Lepidochelys_olivacea_IUCN,1489,596,0.40026863666890533
overall,SKP,1164,453,0.38917525773195877
overall,SWO,2526,1249,0.49445764053840063
overall,YFT,1474,758,0.514246947082768
