summary,feature,total_amount,absolute_held,relative_held
overall,ALB,1486,1357,0.9131897711978466
overall,Caretta_caretta_IUCN,7408,6723,0.9075323974082073
overall,Chelonia_mydas_IUCN,4882,4394,0.9000409668168783
overall,Dermochelys_coriacea_IUCN,6455,5810,0.9000774593338497
overall,Eretmochelys_imbricata_IUCN,8596,7737,0.9000697999069335
overall,Lepidochelys_olivacea_IUCN,1336,1203,0.9004491017964071
overall,SKP,897,788,0.8784838350055741
overall,SWO,1660,1527,0.9198795180722892
overall,YFT,1464,1264,0.8633879781420765
